"X","LabID","weighted_mean","long","lat","Material"
2282,"Lus-13420",595.978451901425,10.610855,60.297444,"charcoal"
2283,"Lus-13421",601.280216960357,10.610855,60.297444,"charcoal"
2284,"Lus-13422",594.326944650135,10.610855,60.297444,"charcoal"
2285,"Lus-13423",613.362476356474,10.610855,60.297444,"charcoal"
2301,"Lus-13441",1045.75094082617,11.338941,60.250761,"Burned bone"
2318,"Lus-13476",1474.35054631613,10.708565,60.908228,"charcoal"
2319,"Lus-13477",1464.74901590517,10.708565,60.908228,"charcoal"
2320,"Lus-13478",1455.89511776961,10.708565,60.908228,"Charcoal"
2321,"Lus-13479",1339.41319238782,10.708565,60.908228,"charcoal"
2322,"Lus-13480",8872.90238115794,10.708565,60.908228,"Charcoal"
2338,"Lus-13522",2219.12341842051,11.165912,60.283545,"charcoal"
2377,"Lus-13654",1634.44554444497,11.067,60.198,"charcoal"
2378,"Lus-13655",1612.39943388456,11.067,60.198,"charcoal"
2379,"Lus-13656",862.681477330151,11.067,60.198,"charcoal"
2380,"Lus-13657",2245.13960087611,11.067,60.198,"charcoal"
2381,"Lus-13658",598.832648813416,11.067,60.198,"charcoal"
2382,"Lus-13659",1612.39943388456,11.067,60.198,"charcoal"
2383,"Lus-13660",1770.79739303675,11.067,60.198,"charcoal"
2384,"Lus-13661",1674.23794670731,11.067,60.198,"charcoal"
2385,"Lus-13662",1776.18894717383,11.067,60.198,"charcoal"
2386,"Lus-13663",1595.08607552174,11.067,60.198,"charcoal"
2387,"Lus-13664",736.925537873424,11.067,60.198,"macrofossil"
2388,"Lus-13665",859.501109080707,11.067106,60.196816,"macrofossil"
2389,"Lus-13666",636.476633421538,11.067106,60.196816,"charcoal"
2390,"Lus-13667",609.955859880745,11.067106,60.196816,"charcoal"
2391,"Lus-13668",741.877576168438,11.067106,60.196816,"macrofossil"
2392,"Lus-13669",1109.1502801185,11.067106,60.196816,"macrofossil"
2393,"Lus-13670",1145.71782666489,11.067106,60.196816,"macrofossil"
2394,"Lus-13671",605.868948960693,11.067106,60.196816,"charcoal"
2395,"Lus-13672",851.493596681813,11.067106,60.196816,"charcoal"
2396,"Lus-13673",1986.98498893798,11.244992,60.339068,"Wood"
2397,"Lus-13674",1994.69086045808,11.244992,60.339068,"Wood"
2398,"Lus-13675",2636.52597562394,11.244992,60.339068,"Wood"
2399,"Lus-13676",2608.34370766363,11.244992,60.339068,"Wood"
2400,"Lus-13677",2017.47821545091,11.244992,60.339068,"Wood"
2401,"Lus-13678",3144.65855849123,11.244992,60.339068,"Wood"
2402,"Lus-13679",2890.65014861549,11.244992,60.339068,"Wood"
2403,"Lus-13680",2096.13627537248,11.244992,60.339068,"Wood"
2404,"Lus-13681",2107.60856050188,11.244992,60.339068,"Wood"
2405,"Lus-13682",2071.13610864394,11.244992,60.339068,"Wood"
2406,"Lus-13683",4936.35123014915,11.244992,60.339068,"Wood"
2407,"Lus-13684",2077.83536270855,11.244992,60.339068,"Wood"
2408,"Lus-13685",2058.18929576234,11.244992,60.339068,"Wood"
2409,"Lus-13686",1951.07308126797,11.244992,60.339068,"Wood"
2410,"Lus-13687",2045.25401884785,11.244992,60.339068,"Wood"
2411,"Lus-13688",2051.76605134993,11.244992,60.339068,"Wood"
2412,"Lus-13689",2107.60856050188,11.244992,60.339068,"Wood"
2413,"Lus-13690",2124.61813799667,11.244992,60.339068,"Wood"
2414,"Lus-13691",2058.18929576234,11.244992,60.339068,"Wood"
2415,"Lus-13692",7170.69858796827,11.244992,60.339068,"Wood"
2416,"Lus-13693",7091.69276579399,11.244992,60.339068,"Wood"
2417,"Lus-13694",7206.02336158556,11.244992,60.339068,"Wood"
2422,"Lus-13890",1846.65011394799,11.81082,61.275994,"Burned bone"
2425,"Lus-13911",1527.4103605459,11.127513,60.142741,"Charcoal"
2426,"Lus-13912",1770.86278392438,11.127513,60.142741,"Charcoal"
2464,"Lus-14069",1725.60181163744,11.57,60.88,"charcoal"
2465,"Lus-14070",1526.35355979786,11.57,60.88,"charcoal"
2466,"Lus-14071",1313.9753555055,11.57,60.88,"charcoal"
2467,"Lus-14072",1600.32611849556,11.57,60.88,"charcoal"
2468,"Lus-14073",1608.46737695423,11.57,60.88,"charcoal"
2469,"Lus-14074",1646.15181369749,11.57,60.88,"charcoal"
2470,"Lus-14075",1454.67299922401,11.57,60.88,"macrofossil"
2471,"Lus-14076",1535.83780203985,11.57,60.88,"charcoal"
2472,"Lus-14077",1454.67299922401,11.57,60.88,"charcoal"
2473,"Lus-14078",1179.4555935613,11.57,60.88,"charcoal"
2474,"Lus-14079",1339.84930503599,11.57,60.88,"charcoal"
2475,"Lus-14080",1638.77231479422,11.57,60.88,"charcoal"
2515,"Lus-14179",856.606827738537,10.414698,61.135817,"Charcoal"
2516,"Lus-14180",1121.30685607194,10.414698,61.135817,"Charcoal"
2517,"Lus-14181",859.264385249777,10.414698,61.135817,"Charcoal"
2533,"Lus-14237",723.742796570166,11.085793,60.84243,"Charcoal"
2534,"Lus-14238",772.38840551885,11.085793,60.84243,"Charcoal"
2535,"Lus-14239",834.2268948822,11.085793,60.84243,"Charcoal"
2536,"Lus-14240",719.942350949978,11.085793,60.84243,"Charcoal"
2537,"Lus-14241",782.248000621483,11.085793,60.84243,"Charcoal"
2538,"Lus-14253",131.137949645647,10.523461,60.367581,"wood"
2539,"Lus-14254",138.774026989026,10.523461,60.367581,"wood"
2540,"Lus-14255",155.724620334866,10.523461,60.367581,"wood"
2543,"Lus-14258",2068.35159923784,11.81082,61.275994,"charcoal"
2544,"Lus-14259",2177.06837521756,11.81082,61.275994,"charcoal"
2545,"Lus-14260",1797.12615684493,11.81082,61.275994,"charcoal"
2546,"Lus-14261",2705.20426288258,11.81082,61.275994,"charcoal"
2675,"St 5592",1946.62319157438,17.41,60.01,"charcoal"
2723,"St-1382",2858.848002838,13.22306,62.77778,"charcoal"
2731,"St-1976",3997.39225042202,17.11226,63.70401,"collagen bone"
2747,"St-324",2973.40057923008,14.55177,63.16574,"charcoal"
2782,"St-5209",1843.67994444463,17.41869,60.01364,"charcoal"
2790,"St-5591",2007.36273210834,17.41869,60.01364,"charcoal"
2792,"St-5910",1904.59577121268,17.41869,60.01364,"charcoal"
2853,"St-898",2634.75669965838,16.4,64.7,"charcoal"
2871,"T-10008",469.113166449056,10.466667,60.85,"Charcoal"
2872,"T-10009",229.955862390491,10.466667,60.85,"Charcoal"
2873,"T-10011",409.274862494807,10.65,60.8,"Charcoal"
2874,"T-10012",1710.67146220116,10.65,60.8,"Charcoal"
2875,"T-10013",850.3936582715,10.65,60.8,"Charcoal"
2876,"T-10014",167.215261306489,10.65,60.8,"Charcoal"
2885,"T-10103",815.196873269736,10.283333,61.216667,"Charcoal"
2886,"T-10104",700.138374833375,10.116667,61.216667,"Charcoal"
2887,"T-10105",675.856308468155,10.116667,61.216667,"Charcoal"
2897,"T-10193",692.860690096994,10.416667,61.166667,"Charcoal"
2898,"T-10194",687.4589549806,10.416667,61.166667,"Charcoal"
2899,"T-10195",865.671357365789,10.416667,61.166667,"Charcoal"
2900,"T-10196",596.645037967008,10.416667,61.166667,"Charcoal"
2901,"T-10197",1352.68836771698,10.416667,61.166667,"Charcoal"
2902,"T-10198",1321.47990982914,10.416667,61.166667,"Charcoal"
2903,"T-10199",1372.04720368228,10.416667,61.166667,"Charcoal"
2904,"T-10200",1245.40830691073,10.416667,61.166667,"Charcoal"
2905,"T-10201",1478.59555722675,10.416667,61.166667,"Charcoal"
2906,"T-10202",1478.18428331482,10.416667,61.166667,"Charcoal"
2907,"T-10203",1381.95563623178,10.416667,61.166667,"Charcoal"
2908,"T-10204",1402.80840777273,10.416667,61.166667,"Charcoal"
2909,"T-10205",1522.34135851641,10.416667,61.166667,"Charcoal"
2910,"T-10206",1434.22266091666,10.416667,61.166667,"Charcoal"
2911,"T-10207",1353.56847215202,10.416667,61.166667,"Charcoal"
2912,"T-10208",1442.36112800006,10.416667,61.166667,"Charcoal"
2913,"T-10209",1533.54722582185,10.416667,61.166667,"Charcoal"
2914,"T-10210",1195.50570646003,10.416667,61.166667,"Charcoal"
2915,"T-10211",1428.4050389821,10.416667,61.166667,"Charcoal"
2916,"T-10212",1184.9919839178,10.416667,61.166667,"Charcoal"
2917,"T-10241",133.209477404464,10.9,60.3,"Charcoal"
2929,"T-10270",510.348109369905,10.65,60.8,"Charcoal"
2933,"T-10316",254.81041874868,10.65,60.8,"Charcoal"
2934,"T-10317",2587.02073455075,10.65,60.8,"Charcoal"
2937,"T-10329",511.975787561791,11.05,60.833333,"Charcoal"
2938,"T-10330",739.383827642942,11.05,60.833333,"Charcoal"
2939,"T-10331",612.531432944682,11.05,60.833333,"Birchbark"
2954,"T-10443",6970.6135832401,11.25,60.116667,"Charcoal"
2955,"T-10444",963.427833622776,11.25,60.116667,"Charcoal"
2956,"T-10445",2086.19797300804,11.25,60.116667,"Charcoal"
2957,"T-10446",1504.64416229289,11.25,60.116667,"Charcoal"
2958,"T-10447",2274.16029797199,11.25,60.116667,"Charcoal"
2959,"T-10448",1016.28514437927,11.25,60.116667,"Charcoal"
2960,"T-10449",1892.97005831717,11.25,60.116667,"Charcoal"
2961,"T-10450",1501.58288239327,11.25,60.116667,"Charcoal"
2962,"T-10451",1059.4859088177,11.25,60.116667,"Charcoal"
2963,"T-10452",1483.26537486702,11.25,60.116667,"Charcoal"
2964,"T-10453",1463.52259207273,11.233333,60.133333,"Charcoal"
2965,"T-10454",9397.02853614073,11.25,60.116667,"Charcoal"
2966,"T-10455",8734.10220526333,11.25,60.116667,"Charcoal"
2967,"T-10456",1991.54602584095,11.25,60.116667,"Charcoal"
2968,"T-10457",2536.97302007675,11.25,60.116667,"Charcoal"
2969,"T-10458",7717.97565703269,11.25,60.133333,"Charcoal"
2970,"T-10459",1915.71743927063,11.25,60.116667,"Charcoal"
2979,"T-10475",834.237637665027,10.916667,62.4,"Charcoal"
2980,"T-10476",874.117973007552,10.916667,62.4,"Wood"
2981,"T-10477",844.411444257398,10.65,62.083333,"Charcoal"
2999,"T-10517",1583.68527269517,10.65,60.8,"Charcoal"
3000,"T-10518",570.717012317975,10.65,60.8,"Charcoal"
3001,"T-10600",353.730337934668,10.633333,60.8,"Charcoal"
3002,"T-10601",164.427181372602,10.633333,60.8,"Charcoal"
3039,"T-10742",1527.76340023107,10.416667,61.15,"Charcoal"
3040,"T-10743",1376.19116082566,10.416667,61.15,"Charcoal"
3041,"T-10744",1462.50389796261,10.416667,61.15,"Charcoal"
3043,"T-10747",1623.62084593829,11.25,60.716667,"Charcoal"
3044,"T-10748",1610.94245641616,11.25,60.716667,"Charcoal"
3051,"T-10818",3696.79761564632,11.25,60.116667,"Charcoal"
3052,"T-10819",1521.1090624134,11.25,60.116667,"Charcoal"
3053,"T-10820",1471.82099129893,11.25,60.133333,"Charcoal"
3054,"T-10821",2570.3717739695,11.25,60.133333,"Charcoal"
3055,"T-10831",9331.96487994127,10.616667,60.8,"Charcoal"
3067,"T-10929",604.815825848906,10.433333,61.05,"Charcoal"
3068,"T-10930",602.029932650285,10.433333,61.05,"Charcoal"
3069,"T-10931",701.614979127062,10.433333,61.05,"Charcoal"
3070,"T-10932",727.366124782061,10.433333,61.05,"Charcoal"
3079,"T-10988",893.00166344382,11.45,61.166667,"Charcoal"
3080,"T-10989",535.715731745747,11.433333,61.133333,"Charcoal"
3087,"T-11012",136.587174280952,10.7,60.766667,"Charcoal"
3088,"T-11013",360.045044082195,10.7,60.766667,"Charcoal"
3097,"T-11032",1662.4053022284,10.816667,60.65,"Charcoal"
3098,"T-11033",1464.24142095062,10.816667,60.65,"Charcoal"
3099,"T-11035",1618.97390354234,11.25,60.116667,"Charcoal"
3100,"T-11036",1513.66908817618,11.25,60.116667,"Charcoal"
3101,"T-11037",1469.01224642135,11.25,60.116667,"Charcoal"
3102,"T-11038",1508.11498425885,11.25,60.116667,"Charcoal"
3103,"T-11039",1019.50283233097,11.25,60.116667,"Charcoal"
3105,"T-11040",3543.94507527007,11.25,60.116667,"Charcoal"
3106,"T-11041",1536.39315071461,11.25,60.116667,"Charcoal"
3107,"T-11042",1641.4879369554,11.25,60.116667,"Charcoal"
3108,"T-11043",1640.61618904518,11.25,60.116667,"Charcoal"
3109,"T-11044",942.139746986898,11.25,60.116667,"Charcoal"
3110,"T-11045",799.752139143838,11.25,60.116667,"Charcoal"
3111,"T-11046",1692.632789787,11.25,60.116667,"Charcoal"
3112,"T-11047",1508.39626074251,11.25,60.116667,"Charcoal"
3114,"T-11053",1629.92221498864,11.166667,61.083333,"Charcoal"
3115,"T-11054",1314.31196812388,11.166667,61.083333,"Charcoal"
3116,"T-11055",1004.53381764025,11.166667,61.083333,"Charcoal"
3117,"T-11077",2136.47727564069,10.216667,60.166667,"Charcoal"
3118,"T-11086",1502.13730539586,11.25,60.116667,"Charcoal"
3119,"T-11087",2042.33774255658,11.25,60.116667,"Charcoal"
3127,"T-11186",2981.00816554508,10.216667,60.166667,"Charcoal"
3128,"T-11187",1464.46801117961,10.216667,60.166667,"Charcoal"
3129,"T-11188",1647.02178867076,10.216667,60.166667,"Charcoal"
3130,"T-11286",1101.7143271888,10.533333,61.133333,"Charcoal"
3131,"T-11287",587.636394152037,10.533333,61.133333,"Charcoal"
3135,"T-11396",1489.296457654,10.216667,60.166667,"Charcoal"
3136,"T-11397",1509.61336259162,10.216667,60.166667,"Charcoal"
3154,"T-11469",1229.43257136915,11.2,60.133333,"Charcoal"
3155,"T-11470",1562.09363931388,11.2,60.133333,"Charcoal"
3156,"T-11471",566.391069834536,11.216667,60.133333,"Charcoal"
3157,"T-11472",1218.41137941495,11.2,60.133333,"Charcoal"
3158,"T-11473",1060.68286810683,11.216667,60.133333,"Charcoal"
3159,"T-11474",1131.10020194573,11.25,60.15,"Charcoal"
3165,"T-11553",1536.36382863438,11.3,60.8,"Charcoal"
3166,"T-11554",1569.81011996608,11.3,60.8,"Charcoal"
3167,"T-11555",1951.78196811674,11.3,60.8,"Charcoal"
3168,"T-11556",374.180207003984,11.3,60.8,"Charcoal"
3169,"T-11557",176.186111448366,11.3,60.8,"Charcoal"
3170,"T-11558",691.925784054214,11.3,60.8,"Charcoal"
3171,"T-11559",136.118733928295,11.3,60.8,"Charcoal"
3172,"T-11560",131.923660072664,11.3,60.8,"Charcoal"
3173,"T-11561",1770.5129883507,11.3,60.8,"Charcoal"
3174,"T-11562",1872.46973626653,11.3,60.8,"Charcoal"
3175,"T-11563",2056.37421717686,11.3,60.8,"Charcoal"
3176,"T-11564",1502.1546411442,11.3,60.8,"Charcoal"
3177,"T-11565",387.568038565233,11.3,60.8,"Charcoal"
3178,"T-11566",1636.38435573281,11.3,60.8,"Charcoal"
3179,"T-11567",840.877292432765,11.3,60.8,"Charcoal"
3180,"T-11568",1680.56445939226,11.3,60.8,"Charcoal"
3181,"T-11569",2145.72767548781,11.3,60.8,"Charcoal"
3182,"T-11570",239.076167038532,11.3,60.8,"Charcoal"
3183,"T-11571",473.243732319722,11.3,60.8,"Charcoal"
3184,"T-11572",378.370706314247,11.3,60.8,"Charcoal"
3185,"T-11573",766.889176403983,11.266667,60.8,"Charcoal"
3186,"T-11574",692.142441165008,11.3,60.783333,"Charcoal"
3187,"T-11591",301.361005938673,11.133333,60.133333,"Wood"
3189,"T-11593",997.040694791175,11.166667,60.15,"Charcoal"
3190,"T-11605",2867.50362719521,11.15,60.133333,"Charcoal"
3191,"T-11606",2885.03521889607,11.15,60.133333,"Charcoal"
3192,"T-11607",726.54014040306,11.166667,60.166667,"Charcoal"
3193,"T-11608",872.144798323696,11.166667,60.166667,"Charcoal"
3194,"T-11609",725.150733037415,11.166667,60.166667,"Charcoal"
3195,"T-11610",807.573675569755,11.166667,60.166667,"Charcoal"
3196,"T-11611",798.526394919927,11.166667,60.166667,"Charcoal"
3197,"T-11612",731.632983593733,11.166667,60.166667,"Charcoal"
3198,"T-11613",1019.79349621592,11.166667,60.166667,"Charcoal"
3199,"T-11614",1205.97467964046,11.166667,60.166667,"Charcoal"
3200,"T-11615",810.881470833091,11.166667,60.166667,"Charcoal"
3201,"T-11616",841.210315524197,11.166667,60.166667,"Charcoal"
3202,"T-11617",478.663614171792,11.166667,60.166667,"Charcoal"
3208,"T-11686",1087.93117110654,11.2,60.133333,"Charcoal"
