"site","long","lat"
"19906",13.557865,62.324285
"19909",16.40472,61.82125
"19913",14.45,63.883333
"20018",10.398245,62.331455
"21790",14.92652,60.65189
"45351",10.267778,61.5625
"45698",10.874495,60.83513
"45701",10.35931,61.108565
