"X","LabID","weighted_mean","long","lat","Material"
414,"Beta398838",6262.23277500192,29.915379,70.069002,"Bone"
415,"Beta398839",7249.71898656073,29.915379,70.069002,"Bone"
416,"Beta399995",5880.35679532524,19.103848,69.735363,"Charcoal"
417,"Beta399996",5997.09867033732,19.103848,69.735363,"Charcoal"
418,"Beta399997",5983.69389516082,19.103848,69.735363,"Charcoal"
419,"Beta399998",5880.35679532524,19.103848,69.735363,"Charcoal"
420,"Beta399999",6163.07279891133,19.103848,69.735363,"Charcoal"
421,"Beta400000",5945.68888845111,19.103848,69.735363,"Charcoal"
422,"Beta400001",5737.81780648208,19.103848,69.735363,"Charcoal"
423,"Beta400002",2493.76404618476,19.103848,69.735363,"Charcoal"
424,"Beta400003",2994.95250750283,19.103848,69.735363,"Charcoal"
425,"Beta400004",5422.33353572669,19.103848,69.735363,"Charcoal"
426,"Beta400005",8509.07992587576,19.103848,69.735363,"Charcoal"
427,"Beta400006",3574.87879679432,19.103848,69.735363,"Charcoal"
428,"Beta400007",3654.74306905826,19.103848,69.735363,"Charcoal"
429,"Beta400008",5901.27680542747,19.103848,69.735363,"Charcoal"
430,"Beta400009",2947.05126399553,19.103848,69.735363,"Charcoal"
431,"Beta400010",2994.95250750283,19.103848,69.735363,"Charcoal"
432,"Beta400011",6090.5859940497,19.103848,69.735363,"Charcoal"
433,"Beta400012",5794.97223434327,19.103848,69.735363,"Charcoal"
434,"Beta400013",6247.22795491431,19.103848,69.735363,"Charcoal"
435,"Beta400014",1817.37851043629,19.103848,69.735363,"Charcoal"
436,"Beta400015",3641.19333272255,19.103848,69.735363,"Charcoal"
437,"Beta400016",3641.19333272255,19.103848,69.735363,"Charcoal"
438,"Beta400017",3688.03858964861,19.103848,69.735363,"Charcoal"
439,"Beta400018",3641.19333272255,19.103848,69.735363,"Charcoal"
440,"Beta400019",3544.81036218421,19.103848,69.735363,"Charcoal"
441,"Beta400020",3831.33681128492,19.103848,69.735363,"Charcoal"
442,"Beta400021",2804.57379118934,19.103848,69.735363,"Charcoal"
443,"Beta400022",1748.9927927587,19.103848,69.735363,"Charcoal"
444,"Beta400023",1504.12115087365,19.103848,69.735363,"Charcoal"
445,"Beta400025",1770.35910448451,19.103848,69.735363,"Charcoal"
446,"Beta400026",1748.9927927587,19.103848,69.735363,"Charcoal"
447,"Beta400027",3880.78719521378,19.103848,69.735363,"Charcoal"
448,"Beta400028",3188.36917746126,19.103848,69.735363,"Charcoal"
449,"Beta400029",1733.87543109192,19.103848,69.735363,"Charcoal"
450,"Beta400030",2458.00406408494,19.103848,69.735363,"Charcoal"
451,"Beta400031",2513.86806286857,19.103848,69.735363,"Charcoal"
452,"Beta400032",2769.73146235354,19.103848,69.735363,"Ceramics"
453,"Beta400033",2814.80546859883,19.103848,69.735363,"Ceramics"
454,"Beta400034",2827.54101688688,19.103848,69.735363,"Ceramics"
455,"Beta400035",6096.34159553933,19.103848,69.735363,"Charcoal"
456,"Beta402519",2065.510729923,16.675,68.952,"Charcoal"
457,"Beta402527",2585.32747908365,16.675,68.952,"Charcoal"
458,"Beta402537",2458.00406408494,16.675,68.952,"Charcoal"
459,"Beta405891",6286.47270339308,29.915379,70.069002,"Charcoal"
460,"Beta405892",6447.92005496101,29.915379,70.069002,"Charcoal"
461,"Beta421986",2030.66238917076,16.56946,68.61057,"Charcoal"
462,"Beta421987",2458.00406408494,16.56946,68.61057,"Charcoal"
463,"Beta421994",8581.51172975597,16.56946,68.61057,"Charcoal"
464,"Beta421996",1410.98092491096,16.54027,68.68622,"Charcoal"
465,"Beta421997",1624.22516559783,16.54027,68.68622,"Charcoal"
466,"Beta422000",1472.87767324341,16.54027,68.68622,"Charcoal"
467,"Beta422002",1472.87767324341,16.54027,68.68622,"Charcoal"
468,"Beta422009",2077.71367696904,16.54063,68.61494,"Charcoal"
469,"Beta441364",1887.62113134013,16.489573,68.586414,"Charcoal"
470,"Beta441365",1698.59460403661,16.489573,68.586414,"Charcoal"
471,"Beta441366",1396.37715609418,16.489573,68.586414,"Charcoal"
474,"Beta451355",3275.57947427359,22.822123,70.516053,"Charcoal"
475,"Beta451356",6426.51473261486,22.905712,70.530782,"Charcoal"
476,"Beta451357",6447.92005496101,22.905712,70.530782,"Charcoal"
477,"Beta451358",6693.88372475951,22.905712,70.530782,"Charcoal"
478,"Beta451359",6926.71539630666,22.905712,70.530782,"Charcoal"
479,"Beta451362",2665.08275078559,22.905712,70.530782,"Charcoal"
480,"Beta451364",6085.36827242617,22.905712,70.530782,"Charcoal"
481,"Beta451365",2474.88300399841,22.152797,70.504081,"Charcoal"
482,"Beta451366",2577.23455027796,22.152797,70.504081,"Charcoal"
483,"Beta451367",1425.69271767947,22.144208,70.504081,"Charcoal"
484,"Beta49004",7084.74913299432,23.13429,70.63261,"Charcoal"
485,"Beta49005",7585.61726832108,23.13429,70.63261,"Charcoal"
486,"Beta49006",7717.66789263885,23.13429,70.63261,"Charcoal"
487,"Beta49007",9553.18095031904,23.13429,70.63261,"Charcoal"
488,"Beta49008",9950.7467903319,23.13429,70.63261,"Charcoal"
489,"Beta49009",5605.9178222283,23.13429,70.63261,"Charcoal"
490,"Beta49010",5346.29100033998,23.13429,70.63261,"Charcoal"
491,"Beta49012",5694.4894950682,23.13429,70.63261,"Charcoal"
492,"Beta49013",6102.10820391946,23.13429,70.63261,"Charcoal"
493,"Beta49014",5995.46327432042,23.13429,70.63261,"Charcoal"
494,"Beta49015",2262.34901022363,23.13429,70.63261,"Charcoal"
495,"Beta49016",5963.58210905324,23.13429,70.63261,"Charcoal"
496,"Beta49017",5722.81390333451,23.13429,70.63261,"Charcoal"
497,"Beta49018",6228.72608449448,23.13429,70.63261,"Charcoal"
498,"Beta49019",6280.9618117806,23.13429,70.63261,"Charcoal"
499,"Beta49021",5396.56650109263,23.13429,70.63261,"Charcoal"
500,"Beta49023",6392.36800839851,23.13429,70.63261,"Charcoal"
501,"Beta49024",5694.9179073744,23.13429,70.63261,"Charcoal"
502,"Beta49025",6428.94063770097,23.13429,70.63261,"Charcoal"
503,"Beta49026",5961.27300334732,23.13429,70.63261,"Charcoal"
504,"Beta49027",5585.13179586249,23.13429,70.63261,"Charcoal"
505,"Beta49028",5883.03052408032,23.13429,70.63261,"Charcoal"
506,"Beta49031",3887.64446087498,23.13429,70.63261,"Charcoal"
507,"Beta49033",3156.39914757433,23.13429,70.63261,"Charcoal"
508,"Beta49034",5692.84379071916,23.13429,70.63261,"Charcoal"
509,"Beta49035",2093.33376056584,23.13429,70.63261,"Charcoal"
510,"Beta49036",3123.35358740269,23.13429,70.63261,"Charcoal"
511,"Beta49039",1644.49905690359,23.13429,70.63261,"Charcoal"
512,"Beta49040",4515.09864204462,23.13429,70.63261,"Charcoal"
513,"Beta49041",5131.98477777941,23.13429,70.63261,"Charcoal"
514,"Beta49042",5752.27761256456,23.13429,70.63261,"Charcoal"
515,"Beta49043",4851.37251288166,23.13429,70.63261,"Charcoal"
516,"Beta49044",1914.07844143252,23.13429,70.63261,"Charcoal"
517,"Beta49045",5418.86571244792,23.13429,70.63261,"Charcoal"
518,"Beta49047",6087.87302423099,23.13429,70.63261,"Charcoal"
519,"Beta49048",5709.44312379216,23.13429,70.63261,"Charcoal"
520,"Beta49049",5272.22773310597,23.13429,70.63261,"Charcoal"
521,"Beta49050",5805.62280118963,23.13429,70.63261,"Charcoal"
522,"Beta49051",4178.33563943846,23.13429,70.63261,"Charcoal"
523,"Beta49052",7305.74876136115,23.13429,70.63261,"Charcoal"
524,"Beta49053",6764.99188929339,23.13429,70.63261,"Charcoal"
525,"Beta49054",6241.90198145919,23.13429,70.63261,"Charcoal"
526,"Beta49055",5970.97737487788,23.13429,70.63261,"Charcoal"
527,"Beta49056",7036.24278978214,23.13429,70.63261,"Charcoal"
528,"Beta49057",7296.76767657696,23.13429,70.63261,"Charcoal"
529,"Beta49058",7358.22632079228,23.13429,70.63261,"Charcoal"
530,"Beta49059",6547.97099691345,23.13429,70.63261,"Charcoal"
531,"Beta49060",4950.54326600493,23.13429,70.63261,"Charcoal"
532,"Beta49061",6696.25680904226,23.13429,70.63261,"Charcoal"
533,"Beta49062",7051.24075633091,23.13429,70.63261,"Charcoal"
534,"Beta49063",5879.35065861176,23.13429,70.63261,"Charcoal"
535,"Beta52368",3088.5813429056,23.13429,70.63261,"Charcoal"
536,"Beta52369",4601.85216315101,23.13429,70.63261,"Charcoal"
537,"Beta52370",1855.59809178622,23.13429,70.63261,"Charcoal"
538,"Beta52372",1747.2601873917,23.13429,70.63261,"Charcoal"
539,"Beta52373",6842.279714504,23.13429,70.63261,"Charcoal"
540,"Beta52374",6845.60393903154,23.13429,70.63261,"Charcoal"
541,"Beta52379",1415.78022308936,23.13429,70.63261,"Charcoal"
542,"Beta58643",3857.99344670547,23.015397,69.920341,"Charcoal"
543,"Beta58644",3822.28950862165,23.015397,69.920341,"Charcoal"
544,"Beta58655",6022.45139154668,23.7903,69.6378,"Charcoal"
545,"Beta58656",7143.10021990512,23.7903,69.6378,"Charcoal"
546,"Beta58658",7365.00590208882,23.13429,70.63261,"Charcoal"
547,"Beta58659",7778.94950649882,23.13429,70.63261,"Charcoal"
548,"Beta58662",6615.9634535328,23.13429,70.63261,"Charcoal"
549,"Beta58663",5962.40767227664,23.13429,70.63261,"Charcoal"
550,"Beta58664",7006.66085108243,23.13429,70.63261,"Charcoal"
551,"Beta58666",5350.04427895512,23.13429,70.63261,"Charcoal"
552,"Beta58667",4425.11147582487,23.13429,70.63261,"Charcoal"
553,"Beta58668",5173.7328073758,23.13429,70.63261,"Charcoal"
554,"Beta58669",5175.18370775302,23.13429,70.63261,"Charcoal"
555,"Beta58670",5239.19484669001,23.13429,70.63261,"Charcoal"
556,"Beta58671",4423.41029216479,23.13429,70.63261,"Charcoal"
557,"Beta58672",1489.97255118019,23.13429,70.63261,"Charcoal"
558,"Beta58677",1733.02285565837,23.13429,70.63261,"Charcoal"
559,"Beta58678",3880.81417119704,23.13429,70.63261,"Charcoal"
560,"Beta58680",3618.4668048559,23.13429,70.63261,"Charcoal"
561,"Beta58681",2780.17582802689,23.13429,70.63261,"Charcoal"
562,"Beta58682",4665.49295503694,23.13429,70.63261,"Charcoal"
563,"Beta58683",4731.367533825,23.13429,70.63261,"Charcoal"
564,"Beta58686",4203.84122290537,23.13429,70.63261,"Charcoal"
565,"Beta58687",1472.08329071477,23.13429,70.63261,"Charcoal"
566,"Beta58688",3587.7245222568,23.13429,70.63261,"Charcoal"
567,"Beta58689",3209.32984463309,23.13429,70.63261,"Charcoal"
568,"Beta58691",3569.16812944545,23.13429,70.63261,"Charcoal"
569,"Beta58694",4366.46988875961,23.13429,70.63261,"Charcoal"
570,"Beta58695",4636.55936112284,23.13429,70.63261,"Charcoal"
571,"Beta58696",4631.44569107406,23.13429,70.63261,"Charcoal"
572,"Beta58698",4038.36132554678,23.13429,70.63261,"Charcoal"
573,"Beta58699",4553.87826600751,23.13429,70.63261,"Charcoal"
574,"Beta58700",4166.06087704859,23.13429,70.63261,"Charcoal"
575,"Beta58702",3488.15385859468,23.13429,70.63261,"Charcoal"
576,"Beta58704",1578.28895143805,23.13429,70.63261,"Charcoal"
577,"Beta58705",1557.25316188483,23.13429,70.63261,"Charcoal"
578,"Beta58706",1485.47228603984,23.13429,70.63261,"Charcoal"
579,"Beta58707",3408.86158375488,23.13429,70.63261,"Charcoal"
580,"Beta58708",4612.8685423105,23.13429,70.63261,"Charcoal"
581,"Beta58709",3191.06233999328,23.13429,70.63261,"Charcoal"
582,"Beta58899",5110.61439410726,23.13429,70.63261,"Charcoal"
583,"Beta59876",6482.56862248453,25.373265,70.858527,"Charcoal"
584,"Beta59878",6044.20080663204,25.373265,70.858527,"Charcoal"
585,"Beta59879",2266.13155658244,25.373265,70.858527,"Charcoal"
586,"Beta59880",3059.30190742274,25.373265,70.858527,"Charcoal"
587,"Beta59882",3849.92998739805,22.986947,69.911398,"Charcoal"
588,"Beta67184",2190.40294476117,23.13429,70.63261,"Charcoal"
589,"Beta67185",2992.56031000069,23.13429,70.63261,"Shell"
590,"Beta67821",3462.12466854999,25.7093,70.976,"Charcoal"
591,"Beta79942",3660.07322065345,25.7093,70.976,"Charcoal"
596,"CAMS2684",8121.86464330741,23.13429,70.63261,"Charcoal"
597,"CAMS5194",3588.38359321349,23.13429,70.63261,"Charcoal"
598,"CAMS5639",7400.58227796291,23.13429,70.63261,"Charcoal"
599,"CAMS6752",10951.4127578797,23.13429,70.63261,"Charcoal"
601,"ETH8897",5483.66562265105,23.13429,70.63261,"Charcoal"
602,"ETH8898",5455.34047256717,23.13429,70.63261,"Charcoal"
697,"Hel-1289",273.958860589075,27.0833333333333,68.8833333333333,"bone"
698,"Hel-1290",279.513299708522,27.0833333333333,68.8833333333333,"bone"
703,"Hel-1385",313.824510653484,26.8333333333333,67.7,"wood"
718,"Hel-1621",8786.39334093983,26.8,67.7,"charcoal"
792,"Hel-2089",4416.55876258473,27.6666666666667,70.0333333333333,"charcoal"
793,"Hel-2090",4623.77024612594,27.6666666666667,70.0333333333333,"charcoal"
794,"Hel-2091",4888.66402575518,27.6666666666667,70.0333333333333,"charcoal"
811,"Hel-2114",4023.99610137667,28.3,69.35,"charcoal"
812,"Hel-2115",4767.41840733877,28.3,69.35,"charcoal"
813,"Hel-2116",6641.61029438535,28.3,69.35,"charcoal"
814,"Hel-2117",7524.30574054142,28.3,69.35,"charcoal"
854,"Hel-2296",1795.40000531324,27.7,70.0666666666667,"charcoal"
855,"Hel-2297",1957.19052920308,27.7,70.0666666666667,"charcoal"
856,"Hel-2298",1818.61602186139,27.7,70.0666666666667,"charcoal"
863,"Hel-2309",7463.01400404694,28.4166666666667,68.9,"charcoal"
864,"Hel-2310",7858.59269260016,28.4166666666667,68.9,"charcoal"
865,"Hel-2311",2988.1976395215,23.6666666666667,68.3833333333333,"charcoal"
866,"Hel-2312",3032.11943698191,23.6666666666667,68.3833333333333,"charcoal"
931,"Hel-2449",8757.49618582949,23.6666666666667,68.3833333333333,"charcoal"
932,"Hel-2450",8586.65882513491,23.6666666666667,68.3833333333333,"charcoal"
933,"Hel-2451",8439.89306152658,23.6666666666667,68.3833333333333,"charcoal"
935,"Hel-2453",1901.92413337371,23.6666666666667,68.3833333333333,"charcoal"
936,"Hel-2454",8601.17843978734,23.6666666666667,68.3833333333333,"charcoal"
961,"Hel-2513",7139.10565007191,27.7,70.0666666666667,"charcoal"
962,"Hel-2514",7070.21350615309,27.7,70.0666666666667,"charcoal"
963,"Hel-2515",7095.29267757614,27.7,70.0666666666667,"charcoal"
964,"Hel-2516",7030.0494776891,27.7,70.0666666666667,"charcoal"
965,"Hel-2517",7040.65707220448,27.7,70.0666666666667,"charcoal"
966,"Hel-2518",7145.2541521321,27.7,70.0666666666667,"charcoal"
996,"Hel-2559",8036.63288092609,23.7,68.4,"charcoal"
997,"Hel-2560",1333.82924778445,23.7,68.4,"charcoal"
998,"Hel-2561",2132.27825251524,23.7,68.4,"charcoal"
999,"Hel-2562",5839.86168166816,23.7,68.4,"charcoal"
1000,"Hel-2563",8741.96126229704,23.7,68.4,"charcoal"
1001,"Hel-2564",8581.6874359277,23.7,68.4,"charcoal"
1002,"Hel-2565",8443.97352121554,23.7,68.4,"charcoal"
1009,"Hel-2588",6156.21105488727,27.05,69.9,"charcoal"
1011,"Hel-2626",4946.32501671635,27,68.9166666666667,"charcoal"
1012,"Hel-2627",6116.96458006919,27,68.9166666666667,"charcoal"
1013,"Hel-2628",6156.21105488727,27,68.9166666666667,"charcoal"
1014,"Hel-2629",6109.48462719359,27,68.9166666666667,"charcoal"
1015,"Hel-2630",3310.31461600789,27,68.9166666666667,"charcoal"
1016,"Hel-2631",5049.36958829146,27,68.9166666666667,"charcoal"
1017,"Hel-2632",4659.09410172323,27,68.9166666666667,"charcoal"
1018,"Hel-2633",4507.8341514185,27,68.9166666666667,"charcoal"
1019,"Hel-2634",2583.64718329791,27.0166666666667,68.9,"charcoal"
1020,"Hel-2635",9141.18773632432,27,68.9166666666667,"charcoal"
1036,"Hel-2671",433.731829063714,25.7666666666667,69.0166666666667,"charcoal"
1037,"Hel-2672",403.756833856551,25.7666666666667,69.0166666666667,"charcoal"
1038,"Hel-2673",2763.6805225493,25.7666666666667,69.0166666666667,"charcoal"
1039,"Hel-2674",2763.6805225493,25.7666666666667,69.0166666666667,"charcoal"
1040,"Hel-2675",2620.83709448654,25.7666666666667,69.0166666666667,"charcoal"
1041,"Hel-2676",7010.62879123484,27.7166666666667,70.0666666666667,"charcoal"
1042,"Hel-2677",7084.74913299432,27.7333333333333,70.2333333333333,"charcoal"
1043,"Hel-2678",6856.03312851841,28.3166666666667,68.85,"charcoal"
1056,"Hel-2707",7956.96048747941,24.2,68.3833333333333,"charcoal"
1057,"Hel-2708",3735.26358490707,24.2,68.3833333333333,"charcoal"
1058,"Hel-2709",8057.77064594164,24.2,68.3833333333333,"charcoal"
1059,"Hel-2710",9287.59535612862,24.2,68.3833333333333,"charcoal"
1060,"Hel-2711",7281.67605417224,24.2,68.3833333333333,"charcoal"
1061,"Hel-2712",6868.49904525085,24.2,68.3833333333333,"charcoal"
1062,"Hel-2713",7211.87454849931,24.2,68.3833333333333,"charcoal"
1066,"Hel-2717",421.213371190367,27.05,69.9,"charcoal"
1067,"Hel-2718",159.126601938341,27.05,69.9,"charcoal"
1068,"Hel-2719",368.346886853587,27.05,69.9,"charcoal"
1077,"Hel-2728",8446.15730618515,23.7,68.4,"charcoal"
1113,"Hel-2845",875.466598125166,25.7666666666667,69.0166666666667,"charcoal"
1114,"Hel-2846",904.857733751296,25.7666666666667,69.0166666666667,"charcoal"
1115,"Hel-2847",792.362869037725,25.7666666666667,69.0166666666667,"charcoal"
1116,"Hel-2848",894.523957226813,25.7666666666667,69.0166666666667,"charcoal"
1117,"Hel-2849",831.398763665925,25.7666666666667,69.0166666666667,"charcoal"
1118,"Hel-2850",621.658898448653,25.7666666666667,69.0166666666667,"charcoal"
1119,"Hel-2851",5017.9209378846,27.0833333333333,69.6833333333333,"charcoal"
1120,"Hel-2852",595.69271352817,27.0833333333333,69.6833333333333,"charcoal"
1121,"Hel-2853",820.357600189982,27.0833333333333,69.6833333333333,"charcoal"
1122,"Hel-2854",4526.4683479312,27.0833333333333,69.6833333333333,"charcoal"
1144,"Hel-2911",1603.01317888175,27.0166666666667,68.9166666666667,"charcoal"
1145,"Hel-2912",1667.23425035039,27.0166666666667,68.9166666666667,"charcoal"
1168,"Hel-2986",3884.32463544375,27.0166666666667,68.9166666666667,"charcoal"
1169,"Hel-2987",577.819568339688,27.55,68.6,"charcoal"
1170,"Hel-2988",5123.62576486868,27.55,68.6,"charcoal"
1196,"Hel-3051",4398.56388662603,27.7,68.6833333333333,"charcoal"
1197,"Hel-3052",3874.02711574308,27.7,68.6833333333333,"charcoal"
1198,"Hel-3053",3833.80002580272,27.7,68.6833333333333,"charcoal"
1222,"Hel-3087",4710.64163622859,23.7,68.4,"charcoal"
1223,"Hel-3088",1858.00172953932,23.7,68.4,"charcoal"
1224,"Hel-3089",653.443447083424,23.7,68.4,"charcoal"
1225,"Hel-3090",3532.2710101203,23.7,68.4,"charcoal"
1229,"Hel-3121",1138.439788522,27.0166666666667,68.9,"charcoal"
1230,"Hel-3122",331.735625733604,27.0166666666667,68.9,"charcoal"
1231,"Hel-3123",7765.09234474026,27.0166666666667,68.9,"charcoal"
1232,"Hel-3124",7725.25739136117,27.0166666666667,68.9,"charcoal"
1244,"Hel-3185",612.574178661933,27.0666666666667,69.9,"charcoal"
1246,"Hel-3202",452.193856973144,27.0666666666667,69.9,"charcoal"
1249,"Hel-3205",1019.53824374733,23.6666666666667,68.4,"charcoal"
1250,"Hel-3206",439.921680231924,23.6666666666667,68.4,"charcoal"
1252,"Hel-3208",6332.8284283667,23.5333333333333,68.3666666666667,"charcoal"
1253,"Hel-3209",8122.53826990535,23.5166666666667,68.3666666666667,"charcoal"
1254,"Hel-3210",4432.16784017765,23.8833333333333,68.3666666666667,"charcoal"
1255,"Hel-3211",7082.75138247995,23.5666666666667,68.3666666666667,"charcoal"
1256,"Hel-3212",7878.34254161619,23.6333333333333,68.3666666666667,"charcoal"
1257,"Hel-3213",6640.50913730855,23.6,68.3666666666667,"charcoal"
1295,"Hel-3314",5489.76637597573,27.0166666666667,68.9,"charcoal"
1296,"Hel-3315",7626.90587451277,27.0166666666667,68.9,"charcoal"
1297,"Hel-3316",1388.25202857591,27.0166666666667,68.9,"charcoal"
1298,"Hel-3317",3671.70303970446,27.0166666666667,68.9,"charcoal"
1299,"Hel-3318",6947.36340883261,27.0166666666667,68.9,"charcoal"
1300,"Hel-3319",8797.6456116317,27.0166666666667,68.9,"charcoal"
1301,"Hel-3320",9260.2438648785,27.0166666666667,68.9,"charcoal"
1302,"Hel-3321",7725.03543240888,26.8166666666667,67.6833333333333,"charcoal"
1303,"Hel-3322",8270.18606428379,26.8166666666667,67.6833333333333,"charcoal"
1304,"Hel-3323",6391.41394035236,26.7833333333333,67.6333333333333,"charcoal"
1322,"Hel-3346",5991.77913491209,26.8166666666667,67.6833333333333,"charcoal"
1323,"Hel-3397",3505.8462922582,23.4833333333333,68.5833333333333,"charcoal"
1324,"Hel-3398",1408.27096762212,23.4833333333333,68.5833333333333,"charcoal"
1325,"Hel-3399",3028.62017046782,23.4833333333333,68.5833333333333,"charcoal"
1326,"Hel-3400",4081.54663746732,23.4833333333333,68.5833333333333,"charcoal"
1351,"Hel-3566",2674.2991963414,27.0166666666667,68.9,"charcoal"
1352,"Hel-3567",2680.88009749616,27.0166666666667,68.9,"charcoal"
1353,"Hel-3568",8147.97989103973,27.0166666666667,68.9,"charcoal"
1354,"Hel-3569",7705.55318599739,27.0166666666667,68.9,"charcoal"
1355,"Hel-3570",8323.00340404606,27.0166666666667,68.9,"charcoal"
1356,"Hel-3571",7739.8325126108,27.0166666666667,68.9,"charcoal"
1362,"Hel-3580",8397.63877238208,27.0166666666667,68.9,"charcoal"
1363,"Hel-3581",5980.74977307133,27.0166666666667,68.9,"charcoal"
1364,"Hel-3582",7929.58210863932,27.0166666666667,68.9,"charcoal"
1365,"Hel-3583",5130.83836550956,27.0166666666667,68.9,"charcoal"
1366,"Hel-3584",8397.63877238208,27.0166666666667,68.9,"charcoal"
1367,"Hel-3585",8213.7139782506,27.0166666666667,68.9,"charcoal"
1368,"Hel-3587",6597.01814138761,23.4833333333333,68.35,"charcoal"
1369,"Hel-3588",3761.65509757237,23.6666666666667,68.3666666666667,"charcoal"
1370,"Hel-3589",7779.98347012451,23.5333333333333,68.3666666666667,"charcoal"
1371,"Hel-3590",4844.12968942246,23.5166666666667,68.3666666666667,"charcoal"
1372,"Hel-3591",4728.25449754824,23.5833333333333,68.3666666666667,"charcoal"
1373,"Hel-3592",4283.06236234343,23.55,68.3666666666667,"charcoal"
1374,"Hel-3593",7456.33385610508,23.5833333333333,68.3666666666667,"charcoal"
1375,"Hel-3594",7415.46812802723,23.4833333333333,68.35,"charcoal"
1390,"Hel-3678",2571.83118577515,26.6166666666667,67.5166666666667,"charcoal"
1421,"Hel-3925",3123.35358740269,24.7833333333333,68.3666666666667,"wood (runner)"
1423,"Hel-3927",1109.7539134904,25.7,68.1666666666667,"wood (runner)"
1454,"Hel-3996",985.146429945361,25.7666666666667,69,"charcoal"
1455,"Hel-3997",907.458056489071,23.5833333333333,68.6,"charcoal"
1539,"Hela-35",1965.29032410904,27.0833333333333,69.9,"charred crust"
1542,"Hela-38",6633.44927201113,27.4,68.6,"charred crust"
1543,"Hela-39",2613.16081371478,27.4,68.0666666666667,"charred crust"
1558,"Hela-72",2612.82896442945,27.4,68.0666666666667,"charred crust"
1562,"Hela-77",3735.26358490707,23.6666666666667,68.3833333333333,"charred crust"
1567,"Hela-81",1998.54477207846,39.8166666666667,67.9666666666667,"charred crust"
1568,"Hela-82",3122.44996507712,27.5,68.6166666666667,"charred crust"
2646,"Poz30026",5526.53975075421,28.57605,70.12437,"Shell"
