"site","long","lat"
"4092",24.25122,60.62404
"4133",25.86881,61.41513
"4156",20.14137,60.29171
"4168",23.85616,60.78455
"4259",26.23393,62.34206
"4393",24.17711,60.438365
"4420",22.066667,61.3
"4472",28.116667,61.216667
"4539",22.866667,62.133333
"4543",36.25,63.9
"4017",33.85,62.316667
"3928",32.766667,62.033333
