"Aconitum","Aconitum.lycoctonum","Allium","Amaranthaceae","Anagallis.arvensis","Anagallis.tenella","Asplenium","Astragalus.alpinus","Astragalus.frigidus","Astragalus.glycyphyllos","Astragalus.Oxytropis","Bassia.laniflora","Bistorta.officinalis","Boraginaceae","Bryales","Calystegia","Carya","Cerastium.cerastoides","Chamaenerion","Cryptogramma","Cryptogramma.crispa","Cystopteris.fragilis","dataset_ID","Dryopteris","Dryopteris.carthusiana","Dryopteris.dilatata","Dryopteris.filix.mas","Ephedra","Ephedra.distachya","Ephedra.fragilis","Epilobium","Gymnocarpium","Gymnocarpium.dryopteris","Heracleum","Hydrocotyle.vulgaris","Krascheninnikovia.ceratoides","Lamiaceae","Liliaceae","Listera","Lonicera","Lonicera.xylosteum","Lycopodiaceae","Lycopodium.clavatum","Lysimachia","Maianthemum","Malvaceae","meantimes","Mentha","Monotropa","Onagraceae","Orchidaceae","Oxalis","Polygonaceae","Polypodiaceae","Polypodium","Polypodium.vulgare","Polystichum","Primulaceae","Pteridium","Pteridium.aquilinum","Ranunculaceae","Ribes","Rosa","Rosaceae","Scilla","Scrophularia","Scrophulariaceae","Silene","Silene.viscaria","Solidago","Stachys","Trientalis.europaea","Varia"
NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"1",NA,NA,"0","4704.71",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"1",NA,NA,"0","4775.337",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,"0","4852.568",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,"0","4971.804",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"3",NA,NA,NA,NA,NA
NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"1",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,"0","5075.552",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"1",NA,NA,NA,NA,"0",NA,NA,NA,NA,"1",NA,NA,"0","5194.575",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"5",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,"0","5276.65",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"1",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,"0","5347.882",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"2",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,"0","5417.383",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"2",NA,NA,"0","5500.427",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"8",NA,NA,NA,NA,"0",NA,NA,NA,NA,"1",NA,NA,"0","5639.884",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"1",NA,NA,"0","5747.999",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"3",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,"0","5852.611",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,"0","5961.322",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"1",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"1",NA,"10",NA,NA,NA,NA,"0",NA,NA,NA,NA,"1",NA,NA,"0","6109.046",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"1",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,"0","6215.663",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"1",NA,NA,NA,NA,NA
NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"1",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"2",NA,NA,"0","6301.081",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,"0","6379.147",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"1",NA,NA,"0","6455.576",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,"0","6531.27",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,"0","6609.209",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"1",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"5",NA,NA,"0","6694.054",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"1",NA,NA,NA,NA,"0",NA,NA,NA,NA,"2",NA,NA,"0","6805.819",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"1",NA,NA,NA,NA,NA
NA,NA,NA,"2","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"2",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"1",NA,NA,"0","6962.406",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"1",NA,NA,NA,NA,"0",NA,NA,NA,NA,"1",NA,NA,"0","7134.85",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"2",NA,NA,"0","7246.399",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"1",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,"0","7341.962",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"1",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"2",NA,NA,"0","7428.49",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"4",NA,NA,NA,NA,"0",NA,NA,NA,NA,"7",NA,NA,"0","7511.944",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"3",NA,NA,NA,NA,"0",NA,NA,NA,NA,"4",NA,NA,"0","7593.357",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"1",NA,NA,NA,NA,NA
NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"2",NA,NA,"0","7679.606",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"12",NA,NA,"0","7766.667",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"0","0","1",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"3",NA,NA,NA,NA,"0",NA,NA,NA,NA,"1",NA,NA,"0","7866.165",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"2",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"6",NA,NA,"0","7981.346",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"2",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"10",NA,NA,NA,NA,"0",NA,NA,NA,NA,"9",NA,NA,"0","8099.53",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"3",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"5",NA,NA,"0","8220.738",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"1",NA,NA,NA,NA,NA
NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"2",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"3",NA,NA,NA,NA,"0",NA,NA,NA,NA,"7",NA,NA,"0","8342.864",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"4",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"20",NA,NA,"0","8518.939",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"1",NA,NA,NA,NA,NA
NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"2",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"1",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"20",NA,NA,"0","8714.969",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"7",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"20",NA,NA,"0","8890.649",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA
NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"2",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"15",NA,NA,NA,NA,"0",NA,NA,NA,NA,"6",NA,NA,"0","9086.06",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"2",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"8",NA,NA,NA,NA,"0",NA,NA,NA,NA,"25",NA,NA,"0","9205.695",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"2","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"7",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"1",NA,"11",NA,NA,NA,NA,"0",NA,NA,NA,NA,"36",NA,NA,"0","9296.615",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"18",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"1",NA,"31",NA,NA,NA,NA,"0",NA,NA,NA,NA,"56",NA,NA,"0","9355.336",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"1",NA,NA,NA,NA,NA
NA,NA,NA,"3","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"4",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"6",NA,NA,NA,NA,"0",NA,NA,NA,NA,"26",NA,NA,"0","9408.477",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"3","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,"0","9461.101",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"4",NA,NA,NA,NA,NA
NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,"0","9511.095",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"3","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,"0","9559.873",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"1",NA,NA,NA,NA,NA
NA,NA,NA,"8","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,"0","9606.758",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"3","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,"0","9652.223",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"3","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"1",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,"0","9696.272",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"2",NA,NA,NA,NA,NA
NA,NA,NA,"5","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"1",NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,"0","9740.617",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,"0","9788.21",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"5","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,"0","9836.621",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"2","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,"0","9883.364",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"4","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,"0","9972.528",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,"0","10017.092",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"2","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,"20285",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,"0","10058.364",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,"20293","1",NA,NA,NA,NA,"1",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"87.878",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,"20293","0",NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"271.454",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA
