"Aconitum","Aconitum.lycoctonum","Allium","Amaranthaceae","Anagallis.arvensis","Anagallis.tenella","Asplenium","Astragalus.alpinus","Astragalus.frigidus","Astragalus.glycyphyllos","Astragalus.Oxytropis","Bassia.laniflora","Bistorta.officinalis","Boraginaceae","Bryales","Calystegia","Carya","Cerastium.cerastoides","Chamaenerion","Cryptogramma","Cryptogramma.crispa","Cystopteris.fragilis","dataset_ID","Dryopteris","Dryopteris.carthusiana","Dryopteris.dilatata","Dryopteris.filix.mas","Ephedra","Ephedra.distachya","Ephedra.fragilis","Epilobium","Gymnocarpium","Gymnocarpium.dryopteris","Heracleum","Hydrocotyle.vulgaris","Krascheninnikovia.ceratoides","Lamiaceae","Liliaceae","Listera","Lonicera","Lonicera.xylosteum","Lycopodiaceae","Lycopodium.clavatum","Lysimachia","Maianthemum","Malvaceae","meantimes","Mentha","Monotropa","Onagraceae","Orchidaceae","Oxalis","Polygonaceae","Polypodiaceae","Polypodium","Polypodium.vulgare","Polystichum","Primulaceae","Pteridium","Pteridium.aquilinum","Ranunculaceae","Ribes","Rosa","Rosaceae","Scilla","Scrophularia","Scrophulariaceae","Silene","Silene.viscaria","Solidago","Stachys","Trientalis.europaea","Varia"
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"1",NA,NA,NA,"3901.161",NA,NA,NA,NA,NA,NA,"120",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"2",NA,NA,NA,"4112.642",NA,NA,NA,NA,NA,NA,"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"4216.455",NA,NA,NA,NA,NA,NA,"97",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"4432.052",NA,NA,NA,NA,NA,NA,"133",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"4535.853",NA,NA,NA,NA,NA,NA,"98",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"4742.21",NA,NA,NA,NA,NA,NA,"111",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"4945.316",NA,NA,NA,NA,NA,NA,"128",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"1",NA,NA,NA,"5157.051",NA,NA,NA,NA,NA,NA,"153",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"5377.917",NA,NA,NA,NA,NA,NA,"179",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"5734.226",NA,NA,NA,NA,NA,NA,"158",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"6468.48",NA,NA,NA,NA,NA,NA,"202",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"2",NA,NA,NA,"6944.179",NA,NA,NA,NA,NA,NA,"120",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"1",NA,NA,NA,"7397.254",NA,NA,NA,NA,NA,NA,"151",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"7842.254",NA,NA,NA,NA,NA,NA,"103",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"8372.758",NA,NA,NA,NA,NA,NA,"94",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"1",NA,NA,NA,"8745.253",NA,NA,NA,NA,NA,NA,"102",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"9001.266",NA,NA,NA,NA,NA,NA,"138",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"9184.922",NA,NA,NA,NA,NA,NA,"133",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"2",NA,NA,NA,"9346.426",NA,NA,NA,NA,NA,NA,"96",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"1",NA,NA,NA,"9502.935",NA,NA,NA,NA,NA,NA,"52",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"1",NA,NA,NA,"9656.924",NA,NA,NA,NA,NA,NA,"117",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"9807.748",NA,NA,NA,NA,NA,NA,"171",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"1",NA,NA,NA,"9958.279",NA,NA,NA,NA,NA,NA,"114",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"3",NA,NA,NA,"10118.528",NA,NA,NA,NA,NA,NA,"123",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"1",NA,NA,NA,"10299.092",NA,NA,NA,NA,NA,NA,"204",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"1",NA,NA,NA,"10509.681",NA,NA,NA,NA,NA,NA,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"1",NA,NA,NA,"10884.082",NA,NA,NA,NA,NA,NA,"164",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"11217.481",NA,NA,NA,NA,NA,NA,"153",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"2",NA,NA,NA,"11368.917",NA,NA,NA,NA,NA,NA,"178",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"4",NA,NA,NA,"11523.936",NA,NA,NA,NA,NA,NA,"439",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"4",NA,NA,NA,"11837.951",NA,NA,NA,NA,NA,NA,"400",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"14",NA,NA,NA,"12044.048",NA,NA,NA,NA,NA,NA,"405",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"19",NA,NA,NA,"12355.734",NA,NA,NA,NA,NA,NA,"121",NA,NA,NA,NA,NA,NA,NA,NA,NA,"57",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"70",NA,NA,NA,NA,NA,NA,NA,NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"19",NA,NA,NA,"12684.004",NA,NA,NA,NA,NA,NA,"153",NA,NA,NA,NA,NA,NA,NA,NA,NA,"40",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1438","36",NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"169.122",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1438","37",NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"358.039",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1438","28",NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"549.677",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1438","30",NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"1039.741",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,"1",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1438","48",NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"1420.89",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1438","35",NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"1",NA,NA,NA,NA,NA,NA,"1805.733",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1438","47",NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"2324.974",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1438","12",NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,"1",NA,NA,"0",NA,NA,NA,NA,NA,NA,"2571.484",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1438","23",NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"2979.786",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1438","18",NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"3265.973",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"2",NA,"0",NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1438","20",NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"3627.566",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"1",NA,"0",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1438","16",NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"4011.453",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1438","12",NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"4586.801",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1438","25",NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"5002.82",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1438","9",NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"5235.116",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1438","12",NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"5629.844",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1438","7",NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"6219.133",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1438","7",NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"6588.752",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"1",NA,"0",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1438","7",NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"6944.894",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1438","7",NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"7483.928",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1438","5",NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"7825.708",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1438","2",NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"8148.359",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"1",NA,"0",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1438","3",NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"8493.616",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"2",NA,"0",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1438","3",NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"8921.27",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1438","2",NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"9139.447",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1438","3",NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"9387.966",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA
