"calBP","decMW"
700,0.715069965209044
800,0.525987825358895
900,0.535175181255631
1000,0.973377913282006
1100,0.483182737804187
1200,0.591609233601295
1300,0.951242635593213
1400,0.291126202317538
1500,0.793857784932601
1600,0.759624398430844
1700,0.627944429067163
1800,0.720440116321804
1900,0.638311973431271
2000,1.04222870875578
2100,0.883745822897496
2200,0.47032967032967
2300,1.1839555339511
2400,0.569936025484289
2500,0.681181496380153
2600,0.93166703208771
2700,0.695801274667669
2800,0.941186117991208
2900,0.341265977870273
3000,0.747656466493518
3100,0.874630263763776
3200,1.0913782819165
3300,0.684883764311148
3400,1.27692865294174
3500,0.659965274029292
3600,1.51406864419516
3700,0.926941414608625
3800,1.0610970574248
3900,1.35532235748894
4000,1.29583263529538
4100,1.26089237347594
4200,0.838815249380855
4300,0.500156297866222
4400,1.02348115851886
4500,0.582266563963369
4600,1.14508896178578
4700,0.762258952120214
4800,0.529938043005443
4900,1.30745774974333
5000,0.7604956254352
5100,1.12071576499716
5200,0.821147384436236
5300,1.20781831061042
5400,0.523836379289676
5500,0.848032151862321
5600,1.36762053171003
5700,0.636739576545648
5800,1.42621244882291
5900,1.50567265088861
6000,1.15461373108727
6100,0.915657134989744
6200,1.85535623584354
6300,1.04493803195652
6400,2.09245534717561
6500,1.70403625260539
6600,1.41397279942051
6700,1.14565964995939
6800,0.425465838509317
6900,1.90676574303342
7000,0.682417617870808
7100,0.897792762190353
7200,1.18676433304661
7300,0.952061924266436
7400,0.99755364272134
7500,0.705975007520729
7600,1.1809510293941
7700,0.651056685022988
7800,1.04771646097281
7900,1.08048101227926
8000,0.647795606028384
8100,1.11078107108519
8200,0.734946735934056
8300,1.00305785028012
8400,0.310708898944193
8500,0.74015099786479
8600,1.21850450315685
8700,1.73190695795917
8800,0.83767083435931
8900,1.08650412676367
9000,1.08419184758338
9100,1.53264120114283
9200,0.546520839906053
9300,1.26574672809115
9400,0.962934034832701
9500,1.07062715964421
9600,0.72630451000339
9700,0.991355739633301
