"dataset_ID","meantimes","Abies","Arctostaphylos","Arctostaphylos.uva.ursi","Huperzia","Huperzia.selago","Linnaea.borealis","Lycopodium","Lycopodium.annotinum","Melampyrum","Picea","Picea.abies","Pinus","Pinus.sylvestris","Taxus","Taxus.baccata","Vaccinium"
"20",1487.618,NA,NA,NA,NA,NA,NA,"0.0023094688221709",NA,NA,"0.0115473441108545",NA,"0.571593533487298",NA,NA,NA,NA
"20",1635.112,NA,NA,NA,NA,NA,NA,"0.00431965442764579",NA,NA,"0.0129589632829374",NA,"0.60475161987041",NA,NA,NA,NA
"20",1780.054,NA,NA,NA,NA,NA,NA,"0.0012970168612192",NA,NA,"0.012970168612192",NA,"0.587548638132296",NA,NA,NA,NA
"20",1926.013,NA,NA,NA,NA,NA,NA,"0.00118063754427391",NA,NA,"0.00944510035419126",NA,"0.597402597402597",NA,NA,NA,NA
"20",2072.76,NA,NA,NA,NA,NA,NA,"0.00394218134034166",NA,NA,"0.00788436268068331",NA,"0.657030223390276",NA,NA,NA,NA
"20",2226.754,NA,NA,NA,NA,NA,NA,"0.00250941028858218",NA,NA,"0.0125470514429109",NA,"0.595984943538268",NA,NA,NA,NA
"20",2391.488,NA,NA,NA,NA,NA,NA,"0.00534188034188034",NA,NA,"0.00534188034188034",NA,"0.615384615384615",NA,NA,NA,NA
"20",2586.934,NA,NA,NA,NA,NA,NA,"0.0012970168612192",NA,NA,"0.00648508430609598",NA,"0.61219195849546",NA,NA,NA,NA
"20",2933.672,NA,NA,NA,NA,NA,NA,"0.00388098318240621",NA,NA,"0.00646830530401035",NA,"0.604139715394567",NA,NA,NA,NA
"20",3273.253,NA,NA,NA,NA,NA,NA,"0.00125628140703518",NA,NA,"0.00628140703517588",NA,"0.605527638190955",NA,NA,NA,NA
"20",3584.977,NA,NA,NA,NA,NA,NA,"0",NA,NA,"0.00764331210191083",NA,"0.673885350318471",NA,NA,NA,NA
"20",3890.647,NA,NA,NA,NA,NA,NA,"0.00326441784548422",NA,NA,"0.00544069640914037",NA,"0.585418933623504",NA,NA,NA,NA
"20",4193.046,NA,NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,"0.640796019900498",NA,NA,NA,NA
"20",4516.995,NA,NA,NA,NA,NA,NA,"0.00282752120640905",NA,NA,"0.000942507068803016",NA,"0.570216776625825",NA,NA,NA,NA
"20",4949.49,NA,NA,NA,NA,NA,NA,"0.00119047619047619",NA,NA,"0",NA,"0.685714285714286",NA,NA,NA,NA
"20",5307.997,NA,NA,NA,NA,NA,NA,"0.00112359550561798",NA,NA,"0",NA,"0.552808988764045",NA,NA,NA,NA
"20",5648.385,NA,NA,NA,NA,NA,NA,"0.00120481927710843",NA,NA,"0",NA,"0.619277108433735",NA,NA,NA,NA
"20",5984.993,NA,NA,NA,NA,NA,NA,"0.00192492781520693",NA,NA,"0",NA,"0.575553416746872",NA,NA,NA,NA
"20",6325.69,NA,NA,NA,NA,NA,NA,"0.00324675324675325",NA,NA,"0",NA,"0.577922077922078",NA,NA,NA,NA
"20",6695.256,NA,NA,NA,NA,NA,NA,"0.00429645542427497",NA,NA,"0",NA,"0.587540279269603",NA,NA,NA,NA
"20",7113.436,NA,NA,NA,NA,NA,NA,"0.00117647058823529",NA,NA,"0",NA,"0.623529411764706",NA,NA,NA,NA
"20",7414.326,NA,NA,NA,NA,NA,NA,"0.00767754318618042",NA,NA,"0",NA,"0.601727447216891",NA,NA,NA,NA
"20",7697.835,NA,NA,NA,NA,NA,NA,"0.010648596321394",NA,NA,"0",NA,"0.548886737657309",NA,NA,NA,NA
"20",7980.4,NA,NA,NA,NA,NA,NA,"0.0099290780141844",NA,NA,"0.00283687943262411",NA,"0.546099290780142",NA,NA,NA,NA
"20",8268.111,NA,NA,NA,NA,NA,NA,"0.0166852057842047",NA,NA,"0",NA,"0.479421579532814",NA,NA,NA,NA
"20",8605.081,NA,NA,NA,NA,NA,NA,"0.0134146341463415",NA,NA,"0",NA,"0.319512195121951",NA,NA,NA,NA
"20",8928.585,NA,NA,NA,NA,NA,NA,"0.020128087831656",NA,NA,"0",NA,"0.0869167429094236",NA,NA,NA,NA
"20",9202.832,NA,NA,NA,NA,NA,NA,"0.051948051948052",NA,NA,"0",NA,"0.051948051948052",NA,NA,NA,NA
"20",9473.491,NA,NA,NA,NA,NA,NA,"0.0578947368421053",NA,NA,"0",NA,"0.0276315789473684",NA,NA,NA,NA
"20",9757.009,NA,NA,NA,NA,NA,NA,"0.122033898305085",NA,NA,"0",NA,"0.023728813559322",NA,NA,NA,NA
"20",10102.748,NA,NA,NA,NA,NA,NA,"0.0958333333333333",NA,NA,"0",NA,"0.00833333333333333",NA,NA,NA,NA
"20",10238.767,NA,NA,NA,NA,NA,NA,"0.06282722513089",NA,NA,"0",NA,"0.0104712041884817",NA,NA,NA,NA
"20",10362.602,NA,NA,NA,NA,NA,NA,"0.0875912408759124",NA,NA,"0",NA,"0.0194647201946472",NA,NA,NA,NA
"20",10589.158,NA,NA,NA,NA,NA,NA,"0.0273037542662116",NA,NA,"0",NA,"0.0068259385665529",NA,NA,NA,NA
"317",8379.367,NA,NA,NA,NA,NA,NA,"0.0237341772151899",NA,NA,"0.00474683544303797",NA,"0.474683544303797",NA,NA,NA,NA
"317",8684.627,NA,NA,NA,NA,NA,NA,"0.045045045045045",NA,NA,"0.00225225225225225",NA,"0.502252252252252",NA,NA,NA,NA
"317",8986.03,NA,NA,NA,NA,NA,NA,"0.0399239543726236",NA,NA,"0",NA,"0.435361216730038",NA,NA,NA,NA
"317",9297.284,NA,NA,NA,NA,NA,NA,"0.0663716814159292",NA,NA,"0.00221238938053097",NA,"0.334070796460177",NA,NA,NA,NA
"317",9651.305,NA,NA,NA,NA,NA,NA,"0.0602006688963211",NA,NA,"0",NA,"0.225752508361204",NA,NA,NA,NA
"317",10133.253,NA,NA,NA,NA,NA,NA,"0.108695652173913",NA,NA,"0",NA,"0.104743083003953",NA,NA,NA,NA
"317",10498.949,NA,NA,NA,NA,NA,NA,"0.127118644067797",NA,NA,"0",NA,"0.0734463276836158",NA,NA,NA,NA
"317",10808.984,NA,NA,NA,NA,NA,NA,"0.191803278688525",NA,NA,"0",NA,"0.0524590163934426",NA,NA,NA,NA
"317",11105.419,NA,NA,NA,NA,NA,NA,"0.164328657314629",NA,NA,"0.00200400801603206",NA,"0.0360721442885772",NA,NA,NA,NA
"317",11402.658,NA,NA,NA,NA,NA,NA,"0.0283018867924528",NA,NA,"0",NA,"0.0220125786163522",NA,NA,NA,NA
"317",11743.436,NA,NA,NA,NA,NA,NA,"0.0242718446601942",NA,NA,"0.00485436893203883",NA,"0.0242718446601942",NA,NA,NA,NA
"317",12216.837,NA,NA,NA,NA,NA,NA,"0.00719424460431655",NA,NA,"0",NA,"0.00719424460431655",NA,NA,NA,NA
"317",12555.205,NA,NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,"0",NA,NA,NA,NA
"317",12836.117,NA,NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,"0.0129310344827586",NA,NA,NA,NA
"317",13084.873,NA,NA,NA,NA,NA,NA,"0.00884955752212389",NA,NA,"0",NA,"0.0309734513274336",NA,NA,NA,NA
"317",13316.766,NA,NA,NA,NA,NA,NA,"0",NA,NA,"0.00704225352112676",NA,"0.0352112676056338",NA,NA,NA,NA
"317",8033.385,NA,NA,NA,NA,NA,NA,"0.0124555160142349",NA,NA,"0.00177935943060498",NA,"0.53914590747331",NA,NA,NA,NA
