"calBP","conSE","decSE","wetwSE","wetmSE","pasSE","araSE","heaSE"
5000,0.847844396557796,2.1758800020295,0.805644855163248,0.0255697145280323,0.0225061398252833,0.00397823176765031,0.0740057962869351
5100,0.868362296901629,1.4199619470889,0.362076747204014,0.100117444041138,0.0293929943321929,0.00421968849743356,0.0220535523247991
5200,1.02615062149133,2.27458561778516,1.36100898788579,0.0252564554849024,0.0283533897513599,0.00762415833159239,0.0386272850870188
5300,0.852865017585045,2.35568433670869,0.550761334856472,0.0163234064104579,0.126776411851006,0.00942329504245887,0.0358028204225675
5400,1.90227241782534,3.09104623082575,0.590070717953422,0.143641982448488,0.0581179038492849,0.0116232721725491,0.0177669307603101
5500,0.834033734965707,1.96830161299514,0.872453261109099,0.0415318213878916,0.0211947078219725,0.00428248875730076,0.132328384544923
5600,1.10007578215945,1.49293088306497,0.333626610934264,0.0317793805564998,0.0126363692554934,0.00708611480256718,0.00196634422227029
5700,1.22568168733121,2.95475989469471,1.53965589118327,0.0350676214261743,0.0710502460225902,0.00881042272666535,0.0519535908330016
5800,0.784593739284616,2.68041295093695,0.40486124131045,0.019430484428459,0.0406451233442957,0.00583483261540065,0.0322600174393126
5900,1.07940789387799,1.43844739892867,1.03678056898854,0.0869403405096916,0.037119437698918,0.00881083242338969,0.0466058186420536
6000,1.78726134907809,4.01193892172486,0.847738729116816,0.0873736836087275,0.064624075683049,0.0127287765169952,0.0244199951743349
6100,1.16450731275814,2.26461950423878,0.390198882575879,0.0517007810169237,0.0502531190881371,0.00756407396831765,0.030572544391895
6200,0.490236004210505,1.7322221001238,0.598876453766572,0.0187696743979043,0.0499386756379772,0.00509299170538992,0.0847861755696193
6300,1.37816906052467,3.21581993973539,0.88285463315196,0.164638041243184,0.0760064868302654,0.0136295518277992,0.0106966943966414
6400,1.52933667633611,3.58125017385815,0.703506718033711,0.0456442093284229,0.0522862395180504,0.00676854463153635,0.0230734297449625
6500,0.758900808106679,2.29856828181445,0.596717041098772,0.108118213755354,0.0427616953814901,0.00892487629329734,0.110838854180516
6600,1.95296659156763,4.19271336382495,1.02964715174693,0.158319008389058,0.0619603284057482,0.0172960487241251,0.0233414912325249
6700,1.45003435301194,2.66888465285824,0.670316569918718,0.0371200959825802,0.0856077060250039,0.00783096000972361,0.0282225214807134
6800,1.46675677547487,3.87070119446475,0.940536152443824,0.102793814178487,0.0783184053153546,0.01978008119035,0.191401137350444
6900,0.866348660681032,1.72526031967603,0.288093465766951,0.021683734467468,0.0428544570327129,0.00284692652036248,0.0291980565563926
7000,1.26468935139996,3.03193606575267,0.556300803242955,0.0373504355220206,0.0588350166424463,0.00509083833308445,0.00770393194621155
7100,1.82969599190713,4.13093860055559,1.19394658394035,0.158233652768589,0.0856079589707934,0.0226601149497551,0.0348302047123698
7200,0.725216294197687,2.44086746203678,0.461963505176724,0.200996104354945,0.132374574552524,0.00485130215869337,0.00461601925075451
7300,2.09928154006608,3.42842875143351,0.720917453357892,0.111932639723654,0.10165827814121,0.0219387269345999,0.00945276197194659
7400,2.34099776575106,1.77932854701778,0.628191295568633,0.0615447681342434,0.0536313719449481,0.00491270782312698,0.0263113473772615
7500,2.66528858890122,2.32228216781906,0.668542891275839,0.0567253077603343,0.0614509216826261,0.00969303500576104,0.00863898587373728
7600,1.48940802673565,3.78314137723471,0.808923543031215,0.144247365477146,0.0848106674418303,0.00627823537357455,0.00696983412300695
7700,2.95812022187809,3.69683010456299,0.886924362184462,0.106167578250739,0.14878051697951,0.0119201733266004,0.0426800680344112
7800,1.94455613819647,1.85547996806221,0.526497006745732,0.0958656003252824,0.0437921891047615,0.0135437674586778,0.00537293420902565
7900,1.55176233587639,0.941022845299831,0.390894426535974,0.0419403708609411,0.0099949835184051,0.00359066143180196,0.00155400155400155
8000,2.22117448511965,2.59564064494824,0.868525759370836,0.0892206161000893,0.0823791371947843,0.0184841628985021,0.00943014764152884
8100,2.45323515961685,3.12760697109817,0.641351793768542,0.146221439200479,0.0477573685059916,0.0180693312759419,0.018329268014817
8200,2.91966245865507,4.44195000940245,1.17783020182461,0.065349314431672,0.216298984802591,0.0155673573357356,0.0141499339211706
8300,2.71675831440228,3.08253893174163,1.28203661991528,0.179697912684171,0.135945191571123,0.0207961718376282,0.0298680799261593
8400,1.62721773773675,2.49605252207547,0.755709099982039,0.0311665053968152,0.0638252035603956,0.00495907664987225,0.00951185750585222
8500,3.32635975583785,3.56885906300821,1.09120086578396,0.268028567870618,0.115549368912439,0.0227422054107669,0.0213690546922934
8600,2.50286838823041,2.59814428247331,0.642176667908934,0.0916340280383206,0.0657176914337814,0.00383729571826965,0.0221439737002576
8700,2.8509141159319,3.47748353415927,0.947471820226634,0.131755624966915,0.395669080958572,0.00742122446470782,0.0216345273791486
8800,3.69909303286276,3.84528178948582,1.09967015404708,0.427847630016755,0.271017000808594,0.0177164851353248,0.0290434107990632
8900,1.49839627578968,2.60258670243608,0.741654753470275,0.0434782358970592,0.0764323560658729,0.00689105058365759,0.0117821011673152
9000,2.84627760216082,3.41266269244013,0.908127216482319,0.351398112633428,0.708243163459246,0.0258091683934662,0.0113619957256514
9100,2.45814531653537,2.93217044735604,0.83072212177448,0.541294213116579,0.127424243541963,0.0122638114012335,0.0356219095195221
9200,4.10118820724192,3.04663104539367,0.878153083019331,0.166886166826466,0.468104976654391,0.0237723943547213,0.026113612899323
9300,4.67143778509411,2.38936644148969,0.760963824406198,0.264676189231749,0.320016990368834,0.0113569760968982,0.0198239893306414
9400,4.16951283898632,3.17528353354186,0.644278950235337,1.05822544694138,0.458859391523819,0.0322685588414238,0.0427891391218478
9500,2.27019771292447,2.59825221036769,0.411169898791803,0.600185856109914,0.337396294019916,0.0345851573685899,0.0367902706317661
9600,3.47149278836736,2.83931955049428,0.634495492796819,0.240646737566121,0.258140843053927,0.0325130923974576,0.0318899124216779
9700,1.02708330615411,1.4676122733324,0.184611472121421,0.0470747031207125,0.439084730397341,0.0170394518698005,0.0152625075236525
