"calBP","conSE","decSE","wetwSE","wetmSE","pasSE","araSE","heaSE"
500,3.62514342883049,2.30634827378291,1.22586916900267,0.192411197402088,0.436395343754222,0.492883289656238,0.573061423486065
600,4.55209736940333,2.43707650195032,1.44155914412095,0.163298474334761,0.456643087290205,0.452631915517164,0.417829283470157
700,3.09069387687616,2.87430674894323,0.864463016379572,0.167931532029379,0.282815653864872,0.20186229270277,0.297360099620587
800,3.45810903022167,2.26282590180408,1.26707672227194,0.160415299621189,0.271764994212002,0.10366166208492,0.382525607062715
900,5.5339886174033,3.05845144245093,1.32911631236159,0.154410290933521,0.35783373777891,0.248895670762932,0.187130666937924
1000,4.60938929100355,3.63313415233873,1.00518507480383,0.18082605357206,0.258464134534429,0.0507058871314739,0.208111432609391
1100,4.67639698441278,3.25612601665094,1.40915516949815,0.327837015912763,0.37198857351091,0.0571220343175227,0.672071547735808
1200,4.91078551030591,3.48250646654644,1.02070575212345,0.273620641331954,0.402847901452545,0.0798426708305024,1.54714824812289
1300,4.83223924380145,2.75006585134087,1.06153206689181,0.219198858394456,0.387666286273047,0.0877123666707316,0.606067455821377
1400,3.94779815392354,3.02218429366386,2.21572943000903,0.270778640496118,0.298451753499983,0.0409577082850471,0.094043303482608
1500,4.52700010885762,2.40377712140054,1.44861577562404,0.10466005067605,0.104210202402446,0.0239752909061455,0.214900222612851
1600,4.06322800432954,1.6629261381778,0.869941731666245,0.122422949702337,0.0882085008252366,0.0266461038445656,0.0890302515992193
1700,4.05879698003048,2.6018434085425,1.03528872316086,0.0474713207112285,0.0840721159843213,0.0328720151979163,0.112381416784468
1800,3.65464180812629,2.86854620643784,1.02438887128886,0.132701268886355,0.0887780776038582,0.0430127936205707,0.0746801006743233
1900,2.74336023324784,1.87499550412858,1.00016744586957,0.105740902680029,0.0954586013404142,0.0426195317737867,0.0770176345772485
2000,2.29262307091317,1.91457371177779,0.638230146532148,0.0376429552971788,0.0328485446913801,0.0185786339218667,0.0395300836353543
2100,3.19367124154725,3.30407311345854,1.85897544042859,0.164903264054237,0.0872195878113311,0.0322746600806644,0.227205323393338
2200,5.01287840761792,5.03448701990767,2.14196612551334,0.160111629779374,0.2580364418809,0.025429652619943,0.264719395561803
2300,2.7717711247074,2.14810182671564,0.861280161733932,0.0198374654284482,0.029662338195976,0.0122102548527589,0.1357333186481
2400,6.30318081743774,4.46179155213554,1.20217395100565,0.138578847384569,0.0926453483605581,0.0386445578723121,0.476847044864185
2500,2.98334302562979,2.3165310596245,0.527427061844907,0.0204799131556696,0.04025929079983,0.018018139131844,0.0780905746704761
2600,4.50385573705275,2.73731888595045,1.12966088179352,0.234577230187907,0.0419790099210518,0.0198200705245132,0.146514817763377
2700,4.40887678122402,3.32126403524699,0.874847608519461,0.0942691757568024,0.0647506006208937,0.0316536778229772,0.105771225909593
2800,3.58082310546312,2.79168805558904,1.20032763450083,0.0436920033476384,0.0559415805104902,0.0161785952392232,0.223051533148983
2900,2.79131967665882,2.79718295100038,0.793761778374502,0.218123866976182,0.104608228150471,0.0176177883012563,0.0755197632890943
3000,3.24149882369657,3.30094414897993,1.13367816806157,0.0545158362111584,0.0886398167859456,0.0167362455423143,0.0814955474096643
3100,4.43550441456307,3.17169863816622,1.84275883714491,0.120332315991748,0.113726621011521,0.0130482864019761,0.152022352242925
3200,4.74972364367855,3.61394641818981,1.20621900723988,0.123003280614644,0.121424897399712,0.0194130404547445,0.0395630849327474
3300,3.67596528911454,3.75544029029478,0.913240028679949,0.315892039529579,0.229569861153684,0.0147858094394351,0.0626250628250034
3400,4.02255240401309,4.83810066253128,1.37221052598264,0.362092171670728,0.161048130893549,0.0347223847623595,0.0460082627032244
3500,2.32652529199978,3.18510194996929,1.00818904320419,0.048044244407498,0.103653836277133,0.0280478596807548,0.223932912085694
3600,2.80820776008011,4.12131791783585,0.828032920520142,0.0645504372830904,0.109326763891087,0.00906990991431619,0.0213423247317938
3700,3.1136656967635,5.00532832852158,1.31507787248515,0.13978055405038,0.112078144943024,0.0235995840997793,0.0430195728146657
3800,2.40824578983137,4.27475171757151,1.02272610302416,0.0850187097141718,0.0879169266727495,0.0226975725015539,0.0481822228650229
3900,3.06562757206857,5.09809931339506,1.40899388570559,0.131681356608737,0.114441302982759,0.0324382171609418,0.10036783701714
4000,2.03596959992261,3.81088882288877,0.787359279905133,0.0811767056254189,0.0609546221735602,0.0248944765776204,0.0261774686669196
4100,2.42026645847166,4.73966873425027,1.53883554925244,0.064270697704973,0.0830515914620021,0.0162058029109236,0.0776052570043399
4200,2.39229636370125,5.5499772885921,1.5245276997562,0.165216274750843,0.100527435133998,0.0225632166870612,0.0397705789805387
4300,2.94334816652008,5.27970109385338,1.29929407122027,0.121315436412525,0.0997597526865876,0.0202937409402811,0.0502069437466825
4400,1.82378589478303,4.78290558348299,2.05815244820966,0.099782701660329,0.0570636661343718,0.025844448378748,0.0944698898047576
4500,2.06253449924859,4.4520137017396,1.04791091993023,0.172028001799542,0.0669601066230868,0.0346524598720662,0.0451173172803588
4600,2.00337780607329,2.85930554737171,0.809183467863319,0.0573090798680149,0.0417723934782228,0.0135113024214619,0.153447855987283
4700,1.10065231903903,1.98394770911472,0.48361731026357,0.296232724947701,0.0855948123334207,0.00461029501429899,0.0147620334330247
4800,1.52728059270844,2.93108166484142,1.22434625348477,0.109917341375416,0.0419611622036973,0.0116433403998489,0.0794579310255877
4900,0.800005219748386,1.68467138478213,0.265608165472267,0.0420777579371393,0.0169074867237126,0.00586306978672679,0.00738552437223043
