"Equation","Excluded","F","df1","df2","p.F","sig.F","Chisq","df","p.Chisq","sig.Chisq","Causality"
"heaNs","SPD",2.82638725778624,1,61,0.0978405495327712,".  ",2.82638725778624,1,0.0927267405056474,".  ","heaNs <= SPD"
"heaNs","clim",4.91740197471372,1,61,0.0303229130783772,"*  ",4.91740197471372,1,0.0265874697964004,"*  ","heaNs <= clim"
"heaNs","SPD|clim",2.47735737333541,2,61,0.09237653197467,".  ",4.95471474667083,2,0.083964820340261,".  ","heaNs <= SPD|clim"
"araNs","SPD",1.0642201337526,1,61,0.306327560337513,"   ",1.0642201337526,1,0.302254639999258,"   ","araNs <= SPD"
"araNs","clim",0.158122494473473,1,61,0.692279153579398,"   ",0.158122494473473,1,0.690891005558005,"   ","araNs <= clim"
"araNs","SPD|clim",0.672787430168273,2,61,0.514029612976849,"   ",1.34557486033655,2,0.510284211941868,"   ","araNs <= SPD|clim"
"pasNs","SPD",0.0685866086132915,1,61,0.794288231451697,"   ",0.0685866086132915,1,0.793405901332558,"   ","pasNs <= SPD"
"pasNs","clim",0.000016999053638606,1,61,0.99672379274813,"   ",0.000016999053638606,1,0.996710338567992,"   ","pasNs <= clim"
"pasNs","SPD|clim",0.0456917530982653,2,61,0.955369060798732,"   ",0.0913835061965305,2,0.955336396293455,"   ","pasNs <= SPD|clim"
"wetmNs","SPD",1.75083948933681,3,53,0.167830645046205,"   ",5.25251846801042,3,0.154213238320891,"   ","wetmNs <= SPD"
"wetmNs","clim",2.15507972872877,3,53,0.104223524732587,"   ",6.46523918618631,3,0.091043511246208,".  ","wetmNs <= clim"
"wetmNs","SPD|clim",1.29737861341965,6,53,0.27453917575475,"   ",7.78427168051788,6,0.254338029698623,"   ","wetmNs <= SPD|clim"
"wetwNs","SPD",1.49642256746261,2,57,0.232594164700784,"   ",2.99284513492522,2,0.223929822760099,"   ","wetwNs <= SPD"
"wetwNs","clim",3.59101077296433,2,57,0.0339743937057006,"*  ",7.18202154592866,2,0.0275704488703306,"*  ","wetwNs <= clim"
"wetwNs","SPD|clim",3.20028706361086,4,57,0.0193468930539035,"*  ",12.8011482544434,4,0.0122894200503384,"*  ","wetwNs <= SPD|clim"
"decNs","SPD",0.554135273024165,1,61,0.459491118034072,"   ",0.554135273024165,1,0.456632929392157,"   ","decNs <= SPD"
"decNs","clim",0.811634666640473,1,61,0.371180626115105,"   ",0.811634666640473,1,0.36763740195209,"   ","decNs <= clim"
"decNs","SPD|clim",1.58484680708284,2,61,0.213302533500049,"   ",3.16969361416568,2,0.204979192072077,"   ","decNs <= SPD|clim"
"conNs","SPD",0.172856412045302,2,57,0.841697727150799,"   ",0.345712824090604,2,0.841258400745851,"   ","conNs <= SPD"
"conNs","clim",1.6145699067237,2,57,0.207942642076493,"   ",3.22913981344741,2,0.198976230378953,"   ","conNs <= clim"
"conNs","SPD|clim",1.22770744048144,4,57,0.309306194712517,"   ",4.91082976192577,4,0.296569896522944,"   ","conNs <= SPD|clim"
