"","site","long","lat","location","dataSet"
"258",4279,32.92,56.58,"Europe>Eastern Europe>Russian Federation","StaroselskyMoch.Novenko.2018"
"259",4280,32.92,56.58,"Europe>Eastern Europe>Russian Federation","StaroselskyMoch.Novenko.2018"
"260",4281,32.92,56.58,"Europe>Eastern Europe>Russian Federation","StaroselskyMoch.Novenko.2018"
"261",4282,32.92,56.58,"Europe>Eastern Europe>Russian Federation","StaroselskyMoch.Novenko.2018"
"262",4283,32.92,56.58,"Europe>Eastern Europe>Russian Federation","StaroselskyMoch.Novenko.2018"
"263",4284,32.92,56.58,"Europe>Eastern Europe>Russian Federation","StaroselskyMoch.Novenko.2018"
"264",4285,32.92,56.58,"Europe>Eastern Europe>Russian Federation","StaroselskyMoch.Novenko.2018"
"265",4286,32.92,56.58,"Europe>Eastern Europe>Russian Federation","StaroselskyMoch.Novenko.2018"
"266",4287,32.92,56.58,"Europe>Eastern Europe>Russian Federation","StaroselskyMoch.Novenko.2018"
"267",4466,14.05,66.44,"Europe>Northern Europe>Scandinavia>Norway","Svanavatnet.Bjune.2008"
"268",4467,14.05,66.44,"Europe>Northern Europe>Scandinavia>Norway","Svanavatnet.Bjune.2008"
"269",4468,14.05,66.44,"Europe>Northern Europe>Scandinavia>Norway","Svanavatnet.Bjune.2008"
"270",4469,14.05,66.44,"Europe>Northern Europe>Scandinavia>Norway","Svanavatnet.Bjune.2008"
"271",4470,14.05,66.44,"Europe>Northern Europe>Scandinavia>Norway","Svanavatnet.Bjune.2008"
"272",4471,14.05,66.44,"Europe>Northern Europe>Scandinavia>Norway","Svanavatnet.Bjune.2008"
"273",4472,9.55,63.35,"Europe>Northern Europe>Scandinavia>Norway","Svartvatnet-Norway.Seppa.2009"
"274",4473,9.55,63.35,"Europe>Northern Europe>Scandinavia>Norway","Svartvatnet-Norway.Seppa.2009"
"275",4474,9.55,63.35,"Europe>Northern Europe>Scandinavia>Norway","Svartvatnet-Norway.Seppa.2009"
"276",4562,9.42,63.05,"Europe>Northern Europe>Scandinavia>Norway","Tiavatnet.Seppa.2009"
"277",4563,9.42,63.05,"Europe>Northern Europe>Scandinavia>Norway","Tiavatnet.Seppa.2009"
"278",4564,9.42,63.05,"Europe>Northern Europe>Scandinavia>Norway","Tiavatnet.Seppa.2009"
"279",4565,18.7,68.33,"Europe>Northern Europe>Scandinavia>Sweden","Tibetanus.Hammarlund.2002"
"280",4566,18.7,68.33,"Europe>Northern Europe>Scandinavia>Sweden","Tibetanus.Hammarlund.2002"
"281",4567,18.7,68.33,"Europe>Northern Europe>Scandinavia>Sweden","Tibetanus.Hammarlund.2002"
"282",4568,18.7,68.33,"Europe>Northern Europe>Scandinavia>Sweden","Tibetanus.Hammarlund.2002"
"283",4569,18.7,68.33,"Europe>Northern Europe>Scandinavia>Sweden","Tibetanus.Hammarlund.2002"
"284",4570,18.7,68.33,"Europe>Northern Europe>Scandinavia>Sweden","Tibetanus.Hammarlund.2002"
"285",4571,18.7,68.33,"Europe>Northern Europe>Scandinavia>Sweden","Tibetanus.Hammarlund.2002"
"286",4572,18.7,68.33,"Europe>Northern Europe>Scandinavia>Sweden","Tibetanus.Hammarlund.2002"
"287",4573,18.7,68.33,"Europe>Northern Europe>Scandinavia>Sweden","Tibetanus.Hammarlund.2002"
"288",4574,18.7,68.33,"Europe>Northern Europe>Scandinavia>Sweden","Tibetanus.Hammarlund.2002"
"289",4615,9.67,62.38,"Europe>Northern Europe>Scandinavia>Norway","Topptjonna.Paus.2011"
"290",4616,9.67,62.38,"Europe>Northern Europe>Scandinavia>Norway","Topptjonna.Paus.2011"
"291",4617,9.67,62.38,"Europe>Northern Europe>Scandinavia>Norway","Topptjonna.Paus.2011"
"292",4618,9.67,62.38,"Europe>Northern Europe>Scandinavia>Norway","Topptjonna.Paus.2011"
"293",4619,9.67,62.38,"Europe>Northern Europe>Scandinavia>Norway","Topptjonna.Paus.2011"
"294",4620,20,68,"Europe>Northern Europe>Scandinavia>Sweden","Tornetrask.Grudd.2002"
"295",4621,20,68,"Europe>Northern Europe>Scandinavia>Sweden","Tornetrask.Grudd.2002"
"296",4622,21.47,69.2,"Europe>Northern Europe>Scandinavia>Finland","Toskaljavri.Seppa.2002"
"297",4623,21.47,69.2,"Europe>Northern Europe>Scandinavia>Finland","Toskaljavri.Seppa.2002"
"298",4624,21.47,69.2,"Europe>Northern Europe>Scandinavia>Finland","Toskaljavri.Seppa.2002"
"299",4655,11.6,58.55,"Europe>Northern Europe>Scandinavia>Sweden","Trehorningen.Antonsson.2007"
"300",4656,11.6,58.55,"Europe>Northern Europe>Scandinavia>Sweden","Trehorningen.Antonsson.2007"
"301",4657,11.6,58.55,"Europe>Northern Europe>Scandinavia>Sweden","Trehorningen.Antonsson.2007"
"302",4658,7,60.72,"Europe>Northern Europe>Scandinavia>Norway","Trettetjorn.Bjune.2005"
"303",4659,7,60.72,"Europe>Northern Europe>Scandinavia>Norway","Trettetjorn.Bjune.2005"
"304",4660,7,60.72,"Europe>Northern Europe>Scandinavia>Norway","Trettetjorn.Bjune.2005"
"305",4679,22.05,68.41,"Europe>Northern Europe>Scandinavia>Sweden","Tsuolbmajavri.Korhola.2002"
"306",4680,22.05,68.41,"Europe>Northern Europe>Scandinavia>Sweden","Tsuolbmajavri.Korhola.2002"
"307",4681,22.05,68.41,"Europe>Northern Europe>Scandinavia>Sweden","Tsuolbmajavri.Korhola.2002"
"308",4682,22.05,68.41,"Europe>Northern Europe>Scandinavia>Sweden","Tsuolbmajavri.Korhola.2002"
"309",4683,22.05,68.41,"Europe>Northern Europe>Scandinavia>Sweden","Tsuolbmajavri.Korhola.2002"
"310",4684,22.05,68.41,"Europe>Northern Europe>Scandinavia>Sweden","Tsuolbmajavri.Korhola.2002"
"311",4685,22.05,68.41,"Europe>Northern Europe>Scandinavia>Sweden","Tsuolbmajavri.Korhola.2002"
"312",4686,22.05,68.41,"Europe>Northern Europe>Scandinavia>Sweden","Tsuolbmajavri.Korhola.2002"
"313",4687,22.05,68.41,"Europe>Northern Europe>Scandinavia>Sweden","Tsuolbmajavri.Korhola.2002"
"314",4688,22.05,68.41,"Europe>Northern Europe>Scandinavia>Sweden","Tsuolbmajavri.Korhola.2002"
"315",4763,6,59.82,"Europe>Northern Europe>Scandinavia>Norway","VestreOykjamyrtorn.EPD"
"316",4764,6,59.82,"Europe>Northern Europe>Scandinavia>Norway","VestreOykjamyrtorn.EPD"
"317",4765,6,59.82,"Europe>Northern Europe>Scandinavia>Norway","VestreOykjamyrtorn.EPD"
"318",4766,6,59.82,"Europe>Northern Europe>Scandinavia>Norway","VestreOykjamyrtorn.EPD"
"319",4767,6,59.82,"Europe>Northern Europe>Scandinavia>Norway","VestreOykjamyrtorn.EPD"
"320",4768,6,59.82,"Europe>Northern Europe>Scandinavia>Norway","VestreOykjamyrtorn.EPD"
"321",4769,6,59.82,"Europe>Northern Europe>Scandinavia>Norway","VestreOykjamyrtorn.EPD"
"322",4770,6,59.82,"Europe>Northern Europe>Scandinavia>Norway","VestreOykjamytjorn.Velle.2005"
"323",4771,6,59.82,"Europe>Northern Europe>Scandinavia>Norway","VestreOykjamytjorn.Velle.2005"
"324",4772,6,59.82,"Europe>Northern Europe>Scandinavia>Norway","VestreOykjamytjorn.Velle.2005"
"325",4773,6,59.82,"Europe>Northern Europe>Scandinavia>Norway","VestreOykjamytjorn.Velle.2005"
"326",4781,14.063,68.227,"Europe>Northern Europe>Scandinavia>Norway","vikjordvatnet.Balascio.2012"
"327",4782,14.063,68.227,"Europe>Northern Europe>Scandinavia>Norway","vikjordvatnet.Balascio.2012"
"328",4783,14.063,68.227,"Europe>Northern Europe>Scandinavia>Norway","vikjordvatnet.Balascio.2012"
"329",4824,15.72,66.25,"Europe>Northern Europe>Scandinavia>Sweden","Vuoksjavratje.Berntsson.2014"
"330",4825,15.72,66.25,"Europe>Northern Europe>Scandinavia>Sweden","Vuoksjavratje.Berntsson.2014"
"331",4826,15.72,66.25,"Europe>Northern Europe>Scandinavia>Sweden","Vuoksjavratje.Berntsson.2014"
"332",4827,15.72,66.25,"Europe>Northern Europe>Scandinavia>Sweden","Vuoksjavratje.Berntsson.2014"
"333",4828,15.72,66.25,"Europe>Northern Europe>Scandinavia>Sweden","Vuoksjavratje.Berntsson.2014"
"334",4829,18.75,68.33,"Europe>Northern Europe>Scandinavia>Sweden","VuolepNjakajaure.Heinrichs.2006"
"335",4830,18.75,68.33,"Europe>Northern Europe>Scandinavia>Sweden","VuolepNjakajaure.Heinrichs.2006"
"336",4831,18.75,68.33,"Europe>Northern Europe>Scandinavia>Sweden","VuolepNjakajaure.Heinrichs.2006"
"337",4832,18.75,68.33,"Europe>Northern Europe>Scandinavia>Sweden","VuolepNjakajaure.Heinrichs.2006"
"338",4833,18.75,68.33,"Europe>Northern Europe>Scandinavia>Sweden","VuolepNjakajaure.Heinrichs.2006"
"339",4834,18.75,68.33,"Europe>Northern Europe>Scandinavia>Sweden","VuolepNjakajaure.Heinrichs.2006"
"340",4835,18.75,68.33,"Europe>Northern Europe>Scandinavia>Sweden","VuolepNjakajaure.Heinrichs.2006"
"341",4836,18.75,68.33,"Europe>Northern Europe>Scandinavia>Sweden","VuolepNjakajaure.Heinrichs.2006"
"342",4837,18.75,68.33,"Europe>Northern Europe>Scandinavia>Sweden","VuolepNjakajaure.Heinrichs.2006"
"343",4838,19.1,68.33,"Europe>Northern Europe>Scandinavia>Sweden","vuoskkujavri.Bigler.2002"
"344",4839,19.1,68.33,"Europe>Northern Europe>Scandinavia>Sweden","vuoskkujavri.Bigler.2002"
"345",4840,19.1,68.33,"Europe>Northern Europe>Scandinavia>Sweden","vuoskkujavri.Bigler.2002"
"346",4841,19.1,68.33,"Europe>Northern Europe>Scandinavia>Sweden","vuoskkujavri.Bigler.2002"
"347",4842,19.1,68.33,"Europe>Northern Europe>Scandinavia>Sweden","vuoskkujavri.Bigler.2002"
"348",4843,19.1,68.33,"Europe>Northern Europe>Scandinavia>Sweden","vuoskkujavri.Bigler.2002"
"349",4844,19.1,68.33,"Europe>Northern Europe>Scandinavia>Sweden","vuoskkujavri.Bigler.2002"
"350",4845,19.1,68.33,"Europe>Northern Europe>Scandinavia>Sweden","vuoskkujavri.Bigler.2002"
"351",4846,19.1,68.33,"Europe>Northern Europe>Scandinavia>Sweden","vuoskkujavri.Bigler.2002"
"352",5035,36.07,69.07,"Europe>Eastern Europe>Russian Federation","Yarnyshnoe.Seppa.2008"
"353",5036,36.07,69.07,"Europe>Eastern Europe>Russian Federation","Yarnyshnoe.Seppa.2008"
"354",5037,36.07,69.07,"Europe>Eastern Europe>Russian Federation","Yarnyshnoe.Seppa.2008"
"355",5038,22.87,62.13,"Europe>Northern Europe>Scandinavia>Finland","Ylimysneva.Huttunen.1990"
"356",5039,22.87,62.13,"Europe>Northern Europe>Scandinavia>Finland","Ylimysneva.Huttunen.1990"
"357",5040,22.87,62.13,"Europe>Northern Europe>Scandinavia>Finland","Ylimysneva.Huttunen.1990"
"358",5041,22.87,62.13,"Europe>Northern Europe>Scandinavia>Finland","Ylimysneva.Huttunen.1990"
"359",5042,22.87,62.13,"Europe>Northern Europe>Scandinavia>Finland","Ylimysneva.Huttunen.1990"
"360",5043,22.87,62.13,"Europe>Northern Europe>Scandinavia>Finland","Ylimysneva.Huttunen.1990"
"361",5044,22.87,62.13,"Europe>Northern Europe>Scandinavia>Finland","Ylimysneva.Huttunen.1990"
