Year (BP),Minimum,5th Percentile,Median,95th Percentile,Maximum,Area Mean
9700,-3.47707448324,-3.29089258423,-2.19052746073,0.254439473979,0.769733500163,-1.82717035963
9600,-3.49914586385,-3.30191440175,-2.22554538981,0.196664266459,0.717988657633,-1.87897377752
9500,-3.58499608358,-3.3906937851,-2.30675408936,0.104342145793,0.625595774333,-1.95641745626
9400,-3.04584203084,-2.86409715373,-1.79194329834,0.640197202555,1.15694577026,-1.41765328443
9300,-3.16374908447,-2.96802370046,-1.86331381734,0.582514486186,1.10153886922,-1.51080069687
9200,-2.45090911865,-2.25666681264,-1.15995141602,1.21803945211,1.70442374674,-0.819358867976
9100,-2.44045522054,-2.23737125244,-1.14477596537,1.1979520752,1.66425747681,-0.831618516912
9000,-2.94745264689,-2.71693755697,-1.6009647522,0.721986465963,1.19701763916,-1.33172783922
8900,-2.70878570557,-2.48227213135,-1.41311987813,0.913192693583,1.39915275065,-1.12885675919
8800,-2.93516179403,-2.7034000356,-1.62146277364,0.717163780721,1.20778322347,-1.34145556561
8700,-3.10662694295,-2.89107086029,-1.8156891276,0.513074046326,0.990430826823,-1.518478599
8600,-3.05030858358,-2.84075728455,-1.79880634562,0.486859380595,0.953140838623,-1.49264369422
8500,-3.3453565979,-3.13328079071,-2.10122580465,0.200565974426,0.678531616211,-1.79263146861
8400,-3.07149581909,-2.86037248586,-1.80799478149,0.511740270487,0.985405395508,-1.49917984011
8300,-2.87328018188,-2.65884691976,-1.52745591736,0.836452240499,1.30341234334,-1.23225066205
8200,-3.20393651326,-2.98686561178,-1.91360561625,0.423302676392,0.902216359456,-1.61022324807
8100,-3.20435017904,-3.01250052236,-1.97412431335,0.355104706319,0.823700378418,-1.63756738332
8000,-3.17386367798,-2.95912278086,-1.85631603495,0.454647624207,0.925805633545,-1.57430244936
7900,-2.04988352458,-1.87176730194,-0.789544158936,1.45924564667,1.89501436361,-0.471949447788
7800,-1.96016153971,-1.76620420685,-0.651063730876,1.62145136312,2.06907849121,-0.359384559879
7700,-1.37501536051,-1.19177556712,-0.120274597168,2.10830672251,2.5488022054,0.183292663978
7600,-1.36929377238,-1.18655412394,-0.101517298381,2.12615687358,2.56357200114,0.199573096129
7500,-1.70514053345,-1.51663318736,-0.378107645671,1.90139365184,2.34624010213,-0.076158345702
7400,-1.81397196452,-1.62400475413,-0.529430048625,1.7098755778,2.15503201294,-0.231575606725
7300,-1.63731541951,-1.45731073354,-0.386757242839,1.87406964417,2.31762315877,-0.0658524641845
7200,-1.55499572754,-1.37222992808,-0.32192338562,1.92213646495,2.36885072835,-0.00609890934255
7100,-1.57825953166,-1.402477034,-0.283973993937,1.94367715251,2.3720802002,0.021962528452
7000,-1.07496149699,-0.897930354818,0.212932418823,2.48812099762,2.91943585205,0.533020445295
6900,-1.41435348511,-1.23559539642,-0.155344558716,2.09531225128,2.53387341309,0.167513049574
6800,-1.6323332723,-1.45309641876,-0.356205637614,1.88380196431,2.31793626912,-0.0407457858089
6700,-0.931618601481,-0.79043678894,0.294674585978,2.36483413747,2.77465883382,0.576399824184
6600,-1.08188730876,-0.938447536214,0.235848266602,2.29122561442,2.70244254557,0.472801614426
6500,-0.968569234212,-0.835009189351,0.375338216146,2.41031287944,2.81614056396,0.589571014062
6400,-0.739248860677,-0.59501487325,0.548641565959,2.63455225169,3.04798764038,0.807114266389
6300,-1.13283650716,-0.967416525269,0.163337381999,2.33818080699,2.76083228556,0.451045327967
6200,-1.500787913,-1.32684750468,-0.241457865397,2.01924431152,2.45866340129,0.0899247310582
6100,-1.06317708333,-0.895903690084,0.185708368937,2.37560077464,2.80366350301,0.50096337287
6000,0.0325213623047,0.162063709513,1.32447812907,3.34675622609,3.75069154867,1.55779929381
5900,0.517162373861,0.616656004842,1.75002401225,3.64291842194,4.03162345378,1.96607468692
5800,-0.13563486735,-0.029238239034,1.22223279826,3.13505362498,3.52693188477,1.38653980781
5700,-0.360887400309,-0.235809133911,0.961794260661,3.01267064718,3.42681474813,1.18770462646
5600,-0.848761952718,-0.707762218221,0.548389312744,2.61879903208,3.0332792867,0.750673374094
5500,-0.622049051921,-0.481788079325,0.699003351847,2.75418871867,3.16408688354,0.930355438056
5400,-0.836440124512,-0.683108714803,0.414555465698,2.54964832102,2.96900163778,0.705210822826
5300,-0.973568064372,-0.801347873433,0.342203755697,2.54110053813,2.97255586751,0.629561814273
5200,-0.948619893392,-0.783805230204,0.367917841593,2.54534465586,2.96896883138,0.643869867016
5100,-0.738071797689,-0.591143542989,0.532213165283,2.62923815206,3.04294425456,0.800152292072
5000,-0.571725972493,-0.428219531759,0.789170283,2.85069756368,3.26024243164,1.00423943562
4900,-0.615507914225,-0.46968485616,0.653633758545,2.76030171763,3.17825797526,0.92569126536
4800,-0.342568715413,-0.219153255208,0.90578868103,2.8799170639,3.28109173584,1.14406955423
4700,-0.0681103515625,0.0538486623128,1.36886653137,3.28929346008,3.67855211385,1.50192229509
4600,0.19393157959,0.304376702881,1.50749616496,3.43985279897,3.83359926351,1.69647915454
4500,-0.408244832357,-0.284826595052,0.941724477132,2.9464023112,3.35059175618,1.13870943504
4400,-0.133854166667,-0.000615339660645,1.23193342082,3.25627546234,3.66216244507,1.42970555594
4300,-0.733564147949,-0.581194487,0.592838470459,2.67338928019,3.08264436849,0.832283065862
4200,-0.569722798665,-0.426215361023,0.675697840373,2.74155273488,3.15331000773,0.946767395703
4100,-0.613548177083,-0.468464592997,0.734281316121,2.81195608063,3.22249061076,0.95979330649
