Year (BP),Minimum,5th Percentile,Median,95th Percentile,Maximum,Area Mean
4300,3.90284997559,4.00036926676,5.22595230103,6.61546501719,6.7774891154,5.36477124794
4200,3.93146605428,4.03770712941,5.23731321208,6.59582611135,6.70140024821,5.38092078204
4100,3.99395893351,4.09636641846,5.26060214233,6.60207217204,6.72979629517,5.41144853644
4000,4.37342502848,4.45478770599,5.67811332703,7.03008343557,7.21908620199,5.78708241525
3900,4.76885008748,4.84311578013,6.03560142517,7.33692870382,7.52347005208,6.13402542532
3800,3.87349720256,3.96662176921,5.18308891296,6.5756277242,6.74011744181,5.32444763674
3700,4.29484638468,4.38600147146,5.54942609151,6.89429101359,7.04760803223,5.69406848213
3600,4.3351599528,4.43148516235,5.58131688944,6.93988095652,7.07805628459,5.74188040076
3500,4.5073311259,4.60891803131,5.78542681885,7.14232696584,7.28021942139,5.93718566963
3400,4.0980165507,4.18508693339,5.40553751628,6.76594419912,6.94314005534,5.52886622864
3300,4.15164737956,4.22964314423,5.51485664368,6.89266465047,7.08863677979,5.61009780757
3200,4.54381560262,4.64164649862,5.81600972493,7.16018285166,7.30028274536,5.9645889664
3100,4.76644718424,4.84694696706,6.05924326579,7.36329047953,7.55430018107,6.15490980388
3000,5.05627959188,5.12578656413,6.39481369019,7.70230567729,7.91051488241,6.45994844133
2900,5.13117512004,5.21269662628,6.41383911133,7.69686933187,7.87234568278,6.50814527658
2800,4.69683170573,4.77457655233,5.99875676473,7.2993090978,7.4981258138,6.08352896082
2700,4.44781818644,4.54484035899,5.74037244161,7.11615423889,7.27042134603,5.88564868779
2600,3.91386193848,4.0180979833,5.21318756612,6.58345947571,6.70714879354,5.36363017886
2500,4.02762399292,4.13764966736,5.34261269124,6.68714462585,6.78476338704,5.48099330083
2400,3.7644421285,3.86939534149,5.10550982666,6.497415861,6.62819564819,5.24592006055
2300,3.73343555705,3.83284055227,5.03576675924,6.43637702484,6.58163050334,5.19140358917
2200,3.96492191569,4.07395963694,5.25197596741,6.58913943278,6.70255045573,5.39380472001
2100,2.94891285197,3.06913802999,4.33776395671,5.71723863017,5.80980962118,4.46294134267
2000,3.61665989176,3.75308506673,5.02809799703,6.36547833303,6.44283208211,5.13279579009
1900,3.6853846639,3.79827418671,5.04425367228,6.43411405487,6.54745417277,5.18027865802
1800,4.57103835042,4.65436288859,5.8729283905,7.23768791504,7.40166778564,5.9976526384
1700,4.71106825765,4.78731379089,6.02636561076,7.35402834371,7.54929412842,6.11661710458
1600,4.9266628418,5.00241294759,6.27470163981,7.61698287252,7.8048034668,6.35993502562
1500,4.57413964844,4.65873187917,5.86610699972,7.18704402212,7.36750111898,5.97305653588
1400,3.36322427368,3.48462266947,4.69041924032,6.00264459279,6.08284907023,4.81009327499
1300,4.10177484131,4.20111030223,5.40076375834,6.79500645243,6.9311445109,5.55575222153
1200,4.33887536621,4.42006958415,5.67429870605,7.03527162984,7.2265586853,5.7744753822
1100,3.87931888835,3.98223280233,5.22093218994,6.63959743042,6.79288269043,5.37109214536
1000,4.13294605509,4.22389985555,5.50364992778,6.90489123077,7.08449768066,5.61791232928
900,3.9596714681,4.0610209137,5.25696170044,6.62723180186,6.75216339111,5.40657808928
800,3.83475249227,3.93174267476,5.14208552043,6.5468312027,6.70789545695,5.29318987425
700,3.46201511637,3.5790017156,4.80777804565,6.14968218028,6.24924489339,4.93417765635
600,4.06085244751,4.16138813171,5.35914403788,6.74695707753,6.88961791992,5.51211175278
500,4.41219613647,4.50299379628,5.70532877604,7.06416374512,7.22925374349,5.83764576939
400,4.5256282959,4.60803146006,5.81077097575,7.13646461029,7.30838500977,5.92266354992
