"","human.footprint.Age","human.footprint.Material"
"2282",1514,"Charcoal"
"2283",1514,""
"2284",1515,"Burned bone"
"2285",1515,"macrofossil"
"2286",1515,"charcoal"
"2287",1515,"Charcoal"
"2288",1515,"Charcoal"
"2289",1516,"Charcoal"
"2290",1517,"Charcoal"
"2291",1517,"Cereal"
"2292",1518,"Charcoal"
"2293",1519,"Charcoal"
"2294",1520,"Charcoal"
"2295",1520,"Charcoal"
"2296",1520,"Charcoal"
"2297",1520,"charcoal"
"2298",1520,"macrofossil"
"2299",1520,"Charcoal"
"2300",1520,"Charcoal"
"2301",1521,"Charcoal"
"2302",1522,"Charcoal"
"2303",1522,"Charcoal"
"2304",1524,"Charcoal"
"2305",1524,"Charcoal"
"2306",1525,"Charcoal"
"2307",1525,"Charcoal"
"2308",1526,"Charcoal"
"2309",1527,"Charcoal"
"2310",1530,"Charcoal"
"2311",1530,"Charcoal"
"2312",1530,"charcoal"
"2313",1530,"charcoal"
"2314",1530,"charcoal"
"2315",1530,"charcoal"
"2316",1530,"macrofossil"
"2317",1530,"charcoal"
"2318",1530,"Charcoal"
"2319",1530,"Charcoal"
"2320",1530,"Cereal"
"2321",1530,"Charcoal"
"2322",1532,"Charcoal"
"2323",1532,"Charcoal"
"2324",1532,"Charcoal"
"2325",1533,"Charcoal"
"2326",1533,"Charcoal"
"2327",1534,"Charcoal"
"2328",1535,"Charcoal"
"2329",1538,"Charcoal"
"2330",1538,"Bark"
"2331",1538,"Charcoal"
"2332",1538,"Cereal"
"2333",1540,"Charcoal"
"2334",1540,"charcoal"
"2335",1540,"charcoal"
"2336",1540,"charcoal"
"2337",1540,"charcoal"
"2338",1540,"charcoal"
"2339",1540,"Charcoal"
"2340",1540,"Charcoal"
"2341",1540,"Charcoal"
"2342",1540,"Charcoal"
"2343",1540,"Cereal"
"2344",1540,"Charcoal"
"2345",1541,"Charcoal"
"2346",1541,"Wood"
"2347",1542,"Charcoal"
"2348",1542,"bone"
"2349",1543,"Charcoal"
"2350",1543,"Charcoal"
"2351",1545,"Macrofossil"
"2352",1545,"charcoal"
"2353",1545,"macrofossil"
"2354",1545,"charcoal"
"2355",1545,"macrofossil"
"2356",1545,"charcoal"
"2357",1545,"Charcoal"
"2358",1545,"Charcoal"
"2359",1549,""
"2360",1550,"Charcoal"
"2361",1550,"Cereal"
"2362",1550,"Charcoal"
"2363",1550,"Charcoal"
"2364",1550,"bone"
"2365",1550,"charcoal"
"2366",1550,"charcoal"
"2367",1550,"charcoal"
"2368",1550,"macrofossil"
"2369",1550,"charcoal"
"2370",1550,"charcoal"
"2371",1550,"Wood"
"2372",1550,"Charcoal"
"2373",1550,"Charcoal"
"2374",1550,"Charcoal"
"2375",1551,"Charcoal"
"2376",1551,"Charcoal"
"2377",1551,"Charcoal"
"2378",1552,"Charcoal"
"2379",1553,"Charcoal"
"2380",1553,"Charcoal"
"2381",1554,"Charcoal"
"2382",1555,"bone"
"2383",1555,"burned bone"
"2384",1555,"charcoal"
"2385",1555,"Charcoal"
"2386",1555,"Charcoal"
"2387",1555,"Charcoal"
"2388",1555,"Charcoal"
"2389",1555,"Charcoal"
"2390",1557,"Charcoal"
"2391",1560,"Charcoal"
"2392",1560,"Charcoal"
"2393",1560,"peat"
"2394",1560,"charcoal"
"2395",1560,"charcoal"
"2396",1560,"Burned bone"
"2397",1560,"Charcoal"
"2398",1560,"macrofossil"
"2399",1560,"charcoal"
"2400",1560,"charcoal"
"2401",1560,"Charcoal"
"2402",1560,"Charcoal"
"2403",1560,"Charcoal"
"2404",1560,"Charcoal"
"2405",1561,"Charcoal"
"2406",1561,"Charcoal"
"2407",1561,"Cereal"
"2408",1561,"Charcoal"
"2409",1562,"Wood"
"2410",1562,"Charcoal"
"2411",1563,"Wood"
"2412",1564,"Wood"
"2413",1564,"Charcoal"
"2414",1564,"Charcoal"
"2415",1564,"Charcoal"
"2416",1565,"charcoal"
"2417",1565,"charcoal"
"2418",1565,"charcoal"
"2419",1565,"charcoal"
"2420",1565,"macrofossil"
"2421",1565,"macrofossil"
"2422",1565,"charcoal"
"2423",1565,"charcoal"
"2424",1565,"Charcoal"
"2425",1565,"Charcoal"
"2426",1565,"Cereal"
"2427",1566,"Charcoal"
"2428",1567,"Charcoal"
"2429",1567,"Charcoal"
"2430",1568,"Charcoal"
"2431",1568,"Charcoal"
"2432",1569,"Charcoal"
"2433",1570,"Charcoal"
"2434",1570,"charcoal"
"2435",1570,"charcoal"
"2436",1570,"charcoal"
"2437",1570,"charcoal"
"2438",1570,"macrofossil"
"2439",1570,"macrofossil"
"2440",1570,"macrofossil"
"2441",1570,"macrofossil"
"2442",1570,"macrofossil"
"2443",1570,"charcoal"
"2444",1570,"Charcoal"
"2445",1570,"Charcoal"
"2446",1571,"Charcoal"
"2447",1571,"Charcoal"
"2448",1572,"Charcoal"
"2449",1573,"Charcoal"
"2450",1573,"Cereal"
"2451",1573,"Charcoal"
"2452",1573,"Charcoal"
"2453",1574,"Charcoal"
"2454",1575,"charcoal"
"2455",1575,"Charcoal"
"2456",1575,"Burned bone"
"2457",1575,"Burned bone"
"2458",1575,"macrofossil"
"2459",1575,"macrofossil"
"2460",1575,"Charcoal"
"2461",1575,"charcoal"
"2462",1575,"Charcoal"
"2463",1575,"Charcoal"
"2464",1575,"Charcoal"
"2465",1575,"Burned bone"
"2466",1578,"Charcoal"
"2467",1579,"Charcoal"
"2468",1579,"Charcoal"
"2469",1580,"Charcoal"
"2470",1580,"Charcoal"
"2471",1580,"Cereal"
"2472",1580,"Charcoal"
"2473",1580,"charcoal"
"2474",1580,"Charcoal"
"2475",1580,"Charcoal"
"2476",1580,"macrofossil"
"2477",1580,"macrofossil"
"2478",1580,"macrofossil"
"2479",1580,"Charcoal"
"2480",1580,"Charcoal"
"2481",1580,"Birchbark"
"2482",1580,"Charcoal"
"2483",1580,"Charcoal"
"2484",1580,"plant macrofossils"
"2485",1581,"Charcoal"
"2486",1581,"Charcoal"
"2487",1583,"Charcoal"
"2488",1584,"Charcoal"
"2489",1585,"Charcoal"
"2490",1585,"charcoal"
"2491",1585,"charcoal"
"2492",1585,"charcoal"
"2493",1585,"charcoal"
"2494",1585,"charcoal"
"2495",1585,"Cereal"
"2496",1585,"Cereal"
"2497",1587,"Charcoal"
"2498",1588,"Charcoal"
"2499",1589,"Charcoal"
"2500",1589,"Charcoal"
"2501",1590,"Cereal"
"2502",1590,"Cereal"
"2503",1590,"Hazel nutshell"
"2504",1590,"Charcoal"
"2505",1590,"Burned bone"
"2506",1590,"bone"
"2507",1590,"charcoal"
"2508",1590,"Charcoal"
"2509",1590,"charcoal"
"2510",1590,"charcoal"
"2511",1590,"charcoal"
"2512",1590,"Cereal"
"2513",1590,"Charcoal"
"2514",1590,"Charcoal"
"2515",1591,"Charcoal"
"2516",1592,"Charcoal"
"2517",1593,"Charcoal"
"2518",1593,"bone"
"2519",1595,"macrofossil"
"2520",1595,"macrofossil"
"2521",1595,"Charcoal"
"2522",1595,"Charcoal"
"2523",1595,"Charcoal"
"2524",1595,"Cereal"
"2525",1595,"Charcoal"
"2526",1597,"Charcoal"
"2527",1597,"Charcoal"
"2528",1598,"Charcoal"
"2529",1598,"Charcoal"
"2530",1598,"Charcoal"
"2531",1598,"Charcoal"
"2532",1599,"Charcoal"
"2533",1599,"Charcoal"
"2534",1600,"Charcoal"
"2535",1600,"Charcoal"
"2536",1600,"charcoal"
"2537",1600,"charcoal"
"2538",1600,"charcoal"
"2539",1600,"charcoal"
"2540",1600,"Charcoal"
"2541",1600,"Charcoal"
"2542",1600,"Charcoal"
"2543",1600,"Burned  bone"
"2544",1602,"Charcoal"
"2545",1604,"Charcoal"
"2546",1604,"Charcoal"
"2547",1604,"Charcoal"
"2548",1604,"Charcoal"
"2549",1604,"Charcoal"
"2550",1605,"charcoal"
"2551",1605,"charcoal"
"2552",1605,"Charcoal"
"2553",1605,"Charcoal"
"2554",1605,"Charcoal"
"2555",1605,"Charcoal"
"2556",1606,"Charcoal"
"2557",1606,"Wood"
"2558",1607,"Charcoal"
"2559",1608,"Charcoal"
"2560",1610,"Cereal"
"2561",1610,"Charcoal"
"2562",1610,"Charcoal"
"2563",1610,"Charcoal"
"2564",1610,"Charcoal"
"2565",1610,"Charcoal"
"2566",1610,"charcoal"
"2567",1610,"charcoal"
"2568",1610,"charcoal"
"2569",1610,"charcoal"
"2570",1610,"Charcoal"
"2571",1610,"Charcoal"
"2572",1610,"Charcoal"
"2573",1610,"Charcoal"
"2574",1610,"Charcoal"
"2575",1610,"Charcoal"
"2576",1610,"Charcoal"
"2577",1610,"Charcoal"
"2578",1610,"Cereal"
"2579",1610,"Charcoal"
"2580",1612,"Wood"
"2581",1612,"Charcoal"
"2582",1613,"Charcoal"
"2583",1613,"Charcoal"
"2584",1614,"Charcoal"
"2585",1615,"charcoal"
"2586",1615,"Burned bone"
"2587",1615,"Charcoal"
"2588",1615,"Charcoal"
"2589",1616,"Charcoal"
"2590",1616,"Charcoal"
"2591",1618,"Charcoal"
"2592",1618,"Charcoal"
"2593",1619,"Charcoal"
"2594",1619,"Charcoal"
"2595",1619,"Charcoal"
"2596",1620,"charcoal"
"2597",1620,"charcoal"
"2598",1620,"bone"
"2599",1620,"Charcoal"
"2600",1620,"charcoal"
"2601",1620,"Charcoal"
"2602",1620,"Charcoal"
"2603",1620,"Charcoal"
"2604",1620,"Hazel nutshell"
"2605",1620,"Charcoal"
"2606",1620,"Charcoal"
"2607",1620,"Charcoal"
"2608",1622,"Charcoal"
"2609",1622,"Charcoal"
"2610",1622,"Charcoal"
"2611",1623,"Charcoal"
"2612",1624,"Charcoal"
"2613",1624,"Cereal"
"2614",1625,"Burned bone"
"2615",1625,"Burned bone"
"2616",1625,"Charcoal"
"2617",1625,"Charcoal"
"2618",1625,"Cereal"
"2619",1626,"Charcoal"
"2620",1626,"Charcoal"
"2621",1626,"Food crust"
"2622",1626,"Charcoal"
"2623",1627,"Charcoal"
"2624",1627,"Charcoal"
"2625",1628,"Charcoal"
"2626",1628,"Charcoal"
"2627",1628,"Charcoal"
"2628",1629,"Charcoal"
"2629",1629,"Charcoal"
"2630",1629,"Charcoal"
"2631",1630,"charcoal"
"2632",1630,"charcoal"
"2633",1630,"charcoal"
"2634",1630,"Charcoal"
"2635",1630,"charcoal"
"2636",1630,"charcoal"
"2637",1630,"Charcoal"
"2638",1630,"Charcoal"
"2639",1630,"Charcoal"
"2640",1630,"Charcoal"
"2641",1630,"Charcoal"
"2642",1630,"Charcoal"
"2643",1630,"Charcoal"
"2644",1630,"Charcoal"
"2645",1631,"Charcoal"
"2646",1632,"Charcoal"
"2647",1632,"Charcoal"
"2648",1632,"Charcoal"
"2649",1633,"Charcoal"
"2650",1633,"Charcoal"
"2651",1633,"Charcoal"
"2652",1634,"Charcoal"
"2653",1635,"charcoal"
"2654",1635,"Burned bone"
"2655",1635,"macrofossil"
"2656",1635,"Charcoal"
"2657",1635,"Charcoal"
"2658",1635,"Charcoal"
"2659",1635,"Charcoal"
"2660",1635,"Charcoal"
"2661",1636,"Charcoal"
"2662",1636,"Charcoal"
"2663",1636,"Charcoal"
"2664",1637,"Charcoal"
"2665",1637,"Charcoal"
"2666",1637,"Charcoal"
"2667",1638,"Charcoal"
"2668",1639,"Charcoal"
"2669",1639,"Charcoal"
"2670",1639,"Charcoal"
"2671",1640,"Charcoal"
"2672",1640,"Charcoal"
"2673",1640,"charcoal"
"2674",1640,"Charcoal"
"2675",1640,"charcoal"
"2676",1640,"charcoal"
"2677",1640,"charcoal"
"2678",1640,"charcoal"
"2679",1640,"charcoal"
"2680",1640,"Charcoal"
"2681",1640,"Charcoal"
"2682",1640,"Charcoal"
"2683",1640,"Charcoal"
"2684",1640,"Charcoal"
"2685",1640,"Charcoal"
"2686",1640,"Birchbark"
"2687",1640,"Charcoal"
"2688",1640,"Charcoal"
"2689",1640,"Charcoal"
"2690",1641,"Charcoal"
"2691",1641,"Charcoal"
"2692",1641,"Charcoal"
"2693",1641,"Charcoal"
"2694",1642,"Charcoal"
"2695",1642,"Charcoal"
"2696",1642,"Charcoal"
"2697",1642,"Charcoal"
"2698",1643,"Charcoal"
"2699",1644,"Charcoal"
"2700",1645,"bone"
"2701",1645,"burned bone"
"2702",1645,"Charcoal"
"2703",1645,"Charcoal"
"2704",1645,"Charcoal"
"2705",1645,"Charcoal"
"2706",1646,"Charcoal"
"2707",1646,"Charcoal"
"2708",1646,"Charcoal"
"2709",1646,"Charcoal"
"2710",1648,"Charcoal"
"2711",1649,"Charcoal"
"2712",1650,"Charcoal"
"2713",1650,"Cereal"
"2714",1650,"Charcoal"
"2715",1650,"charcoal"
"2716",1650,"charcoal"
"2717",1650,"charcoal"
"2718",1650,"charcoal"
"2719",1650,"bone"
"2720",1650,"charcoal"
"2721",1650,"charcoal"
"2722",1650,"charcoal"
"2723",1650,"Burned bone"
"2724",1650,"Charcoal"
"2725",1650,"charcoal"
"2726",1650,"Charcoal"
"2727",1650,"Charcoal"
"2728",1650,"Charcoal"
"2729",1650,"Charcoal"
"2730",1651,"Charcoal"
"2731",1651,"Charcoal"
"2732",1652,"Charcoal"
"2733",1653,"Charcoal"
"2734",1653,"Charcoal"
"2735",1654,"Charcoal"
"2736",1654,"Charcoal"
"2737",1655,"Burned bone"
"2738",1655,"charcoal"
"2739",1655,"charcoal"
"2740",1655,"Charcoal"
"2741",1655,"Charcoal"
"2742",1655,"Charcoal"
"2743",1655,"Charcoal"
"2744",1658,"Charcoal"
"2745",1659,"Charcoal"
"2746",1659,"Charcoal"
"2747",1660,"Charcoal"
"2748",1660,"charcoal"
"2749",1660,"charcoal"
"2750",1660,"charcoal"
"2751",1660,"bone"
"2752",1660,"Charcoal"
"2753",1660,"charcoal"
"2754",1660,"Charcoal"
"2755",1660,"Charcoal"
"2756",1660,"Charcoal"
"2757",1660,"Birchbark"
"2758",1660,"Charcoal"
"2759",1660,"Charcoal"
"2760",1660,"Charcoal"
"2761",1660,"charcoal"
"2762",1661,"Charcoal"
"2763",1661,"Charcoal"
"2764",1661,"Charcoal"
"2765",1662,"Charcoal"
"2766",1662,"Nutshell"
"2767",1663,"Charcoal"
"2768",1663,"Charcoal"
"2769",1663,"Charcoal"
"2770",1664,"Charcoal"
"2771",1665,"bone"
"2772",1665,"charcoal"
"2773",1665,"charcoal"
"2774",1665,"Bark"
"2775",1666,"Charcoal"
"2776",1667,"Charcoal"
"2777",1667,"Charcoal"
"2778",1667,"Charcoal"
"2779",1668,"Charcoal"
"2780",1668,"Charcoal"
"2781",1668,"Charcoal"
"2782",1668,"Charcoal"
"2783",1668,"Charcoal"
"2784",1670,"Charcoal"
"2785",1670,"Charcoal"
"2786",1670,"charcoal"
"2787",1670,"charcoal"
"2788",1670,"Charcoal"
"2789",1670,"Charcoal"
"2790",1670,"Charcoal"
"2791",1670,"Charcoal"
"2792",1670,"Charcoal"
"2793",1670,"Charcoal"
"2794",1670,"Charcoal"
"2795",1670,"Charcoal"
"2796",1670,"Charcoal"
"2797",1670,"Charcoal"
"2798",1670,"Burned  bone"
"2799",1670,"Charcoal"
"2800",1670,"Charcoal"
"2801",1670,"Charcoal"
"2802",1670,"Charcoal"
"2803",1672,"Charcoal"
"2804",1673,"Charcoal"
"2805",1673,"Charcoal"
"2806",1673,"Charcoal"
"2807",1674,"Charcoal"
"2808",1674,"Charcoal"
"2809",1675,"Charcoal"
"2810",1675,"macrofossil"
"2811",1675,"Charcoal"
"2812",1675,"Charcoal"
"2813",1675,"Charcoal"
"2814",1675,"Charcoal"
"2815",1677,"Charcoal"
"2816",1678,"Charcoal"
"2817",1679,"Charcoal"
"2818",1679,"Charcoal"
"2819",1680,"Cereal"
"2820",1680,"Charcoal"
"2821",1680,"Charcoal"
"2822",1680,"Charcoal"
"2823",1680,"Charcoal"
"2824",1680,"charcoal"
"2825",1680,"charcoal"
"2826",1680,"charcoal"
"2827",1680,"charcoal"
"2828",1680,"macrofossil"
"2829",1680,"Charcoal"
"2830",1680,"Charcoal"
"2831",1680,"Charcoal"
"2832",1680,"Charcoal"
"2833",1681,"Charcoal"
"2834",1682,"Charcoal"
"2835",1682,"Charcoal"
"2836",1683,"Charcoal"
"2837",1683,"Charcoal"
"2838",1685,"bone"
"2839",1685,"bone"
"2840",1685,"charcoal"
"2841",1685,"charcoal"
"2842",1685,"Charcoal"
"2843",1685,"Charcoal"
"2844",1687,"Charcoal"
"2845",1688,"Charcoal"
"2846",1689,"Charcoal"
"2847",1689,"Charcoal"
"2848",1689,"Charcoal"
"2849",1690,""
"2850",1690,"Charcoal"
"2851",1690,"charcoal"
"2852",1690,"bone"
"2853",1690,"charcoal"
"2854",1690,"Charcoal"
"2855",1690,"Wood"
"2856",1690,"Charcoal"
"2857",1690,"Charcoal"
"2858",1690,"Charcoal"
"2859",1690,"Charcoal"
"2860",1690,"Charcoal"
"2861",1690,"Charcoal"
"2862",1691,"Charcoal"
"2863",1691,"Charcoal"
"2864",1691,"Charcoal"
"2865",1692,"Charcoal"
"2866",1694,"Charcoal"
"2867",1694,"Charcoal"
"2868",1695,"bone"
"2869",1695,"Charcoal"
"2870",1695,"macrofossil"
"2871",1695,"charcoal"
"2872",1695,"Charcoal"
"2873",1695,"Charcoal"
"2874",1695,"Charcoal"
"2875",1696,"Charcoal"
"2876",1696,"Charcoal"
"2877",1697,"Charcoal"
"2878",1697,"Charcoal"
"2879",1697,"Charcoal"
"2880",1698,"Charcoal"
"2881",1698,"Charcoal"
"2882",1699,"Charcoal"
"2883",1699,"Charcoal"
"2884",1700,"charcoal"
"2885",1700,"charcoal"
"2886",1700,"macrofossil"
"2887",1700,"Charcoal"
"2888",1700,"charcoal"
"2889",1700,"Charcoal"
"2890",1700,"charcoal"
"2891",1700,"Charcoal"
"2892",1700,"Charcoal"
"2893",1700,"Charcoal"
"2894",1700,"Charcoal"
"2895",1700,"Charcoal"
"2896",1701,"Charcoal"
"2897",1702,"Charcoal"
"2898",1702,"Charcoal"
"2899",1702,"Charcoal"
"2900",1703,"Charcoal"
"2901",1704,"Charcoal"
"2902",1704,"Charcoal"
"2903",1704,"Charcoal"
"2904",1705,"charcoal"
"2905",1705,"Charcoal"
"2906",1705,"charcoal"
"2907",1705,"Charcoal"
"2908",1705,"Charcoal"
"2909",1705,"Charcoal"
"2910",1707,"Charcoal"
"2911",1709,"Charcoal"
"2912",1709,"Charcoal"
"2913",1710,"Charcoal"
"2914",1710,"Charcoal"
"2915",1710,"Charcoal"
"2916",1710,"Charcoal"
"2917",1710,"charcoal"
"2918",1710,"charcoal"
"2919",1710,"charcoal"
"2920",1710,"charcoal"
"2921",1710,"charcoal"
"2922",1710,"charcoal"
"2923",1710,"charcoal"
"2924",1710,"Charcoal"
"2925",1710,"Charcoal"
"2926",1710,"Charcoal"
"2927",1710,"Charcoal"
"2928",1711,"Charcoal"
"2929",1711,"Charcoal"
"2930",1712,"Charcoal"
"2931",1713,"Charcoal"
"2932",1714,"Charcoal"
"2933",1714,"Charcoal"
"2934",1714,"Charcoal"
"2935",1714,"Charcoal"
"2936",1715,"charcoal"
"2937",1715,"charcoal"
"2938",1715,"Charcoal"
"2939",1715,"charcoal"
"2940",1715,"charcoal"
"2941",1715,"charcoal"
"2942",1715,"charcoal"
"2943",1715,"Burned bone"
"2944",1715,"Charcoal"
"2945",1715,"Charcoal"
"2946",1715,"Charcoal"
"2947",1715,"Charcoal"
"2948",1715,"Charcoal"
"2949",1715,"Cereal"
"2950",1715,"Charcoal"
"2951",1715,"Charcoal"
"2952",1717,"Charcoal"
"2953",1717,"Charcoal"
"2954",1718,"Charcoal"
"2955",1719,"Charcoal"
"2956",1719,"Charcoal"
"2957",1719,"Charcoal"
"2958",1720,"Charcoal"
"2959",1720,"Charcoal"
"2960",1720,"charcoal"
"2961",1720,"burned bone"
"2962",1720,"charcoal"
"2963",1720,"macrofossil"
"2964",1720,"charcoal"
"2965",1720,"Charcoal"
"2966",1720,"Charcoal"
"2967",1720,"Charcoal"
"2968",1720,"Charcoal"
"2969",1720,"Charcoal"
"2970",1720,"Charcoal"
"2971",1721,"Charcoal"
"2972",1724,"Charcoal"
"2973",1724,"Charcoal"
"2974",1724,"Charcoal"
"2975",1725,"charcoal"
"2976",1725,"charcoal"
"2977",1725,"Charcoal"
"2978",1725,"charcoal"
"2979",1725,"macrofossil"
"2980",1725,"Charcoal"
"2981",1725,"Cereal"
"2982",1725,"Charcoal"
"2983",1726,"Charcoal"
"2984",1726,"Charcoal"
"2985",1726,"Charcoal"
"2986",1726,"Charcoal"
"2987",1727,"Charcoal"
"2988",1727,"Charcoal"
"2989",1727,"Charcoal"
"2990",1727,"Charcoal"
"2991",1727,"Charcoal"
"2992",1727,"Charcoal"
"2993",1728,"Charcoal"
"2994",1728,"Charcoal"
"2995",1729,"Charcoal"
"2996",1729,"Charcoal"
"2997",1730,"Charcoal"
"2998",1730,"Charcoal"
"2999",1730,"charcoal"
"3000",1730,"burned bone"
"3001",1730,"charcoal"
"3002",1730,"Charcoal"
"3003",1730,"Charcoal"
"3004",1730,"Charcoal"
"3005",1730,"Charcoal"
"3006",1730,"Charcoal"
"3007",1730,"Charcoal"
"3008",1730,"Charcoal"
"3009",1730,"Charcoal"
"3010",1730,"Charcoal"
"3011",1730,"Charcoal"
"3012",1731,"Charcoal"
"3013",1732,"Charcoal"
"3014",1732,"Charcoal"
"3015",1733,"Charcoal"
"3016",1734,"Charcoal"
"3017",1734,"Charcoal"
"3018",1735,"bone"
"3019",1735,"charcoal"
"3020",1735,"Charcoal"
"3021",1735,"Charcoal"
"3022",1735,"Cereal"
"3023",1735,"Charcoal"
"3024",1737,"Charcoal"
"3025",1737,"Charcoal"
"3026",1738,"Charcoal"
"3027",1738,"Charcoal"
"3028",1739,"Charcoal"
"3029",1739,"Charcoal"
"3030",1739,"Charcoal"
"3031",1739,"Charcoal"
"3032",1740,"Charcoal"
"3033",1740,"Cereal"
"3034",1740,"Charcoal"
"3035",1740,"charcoal"
"3036",1740,"bone"
"3037",1740,"bone"
"3038",1740,"Charcoal"
"3039",1740,"Charcoal"
"3040",1740,"Bone"
"3041",1740,"Gevir"
"3042",1740,"Charcoal"
"3043",1740,"Charcoal"
"3044",1740,"Charcoal"
"3045",1740,"Charcoal"
"3046",1741,"Charcoal"
"3047",1742,"Charcoal"
"3048",1742,"Charcoal"
"3049",1742,"Charcoal"
"3050",1743,"Charcoal"
"3051",1743,"Charcoal"
"3052",1743,"Charcoal"
"3053",1743,"Charcoal"
"3054",1745,"charcoal"
"3055",1745,"charcoal"
"3056",1745,"Charcoal"
"3057",1745,"Charcoal"
"3058",1745,"Charcoal"
"3059",1745,"Cereal"
"3060",1745,"Charcoal"
"3061",1745,"Charcoal"
"3062",1746,"Charcoal"
"3063",1749,"Charcoal"
"3064",1749,"Charcoal"
"3065",1750,"Charcoal"
"3066",1750,"Charcoal"
"3067",1750,"Charcoal"
"3068",1750,"charcoal"
"3069",1750,"charcoal"
"3070",1750,"charcoal"
"3071",1750,"charcoal"
"3072",1750,"charcoal"
"3073",1750,"Charcoal"
"3074",1750,"Charcoal"
"3075",1750,"Charcoal"
"3076",1750,"Charcoal"
"3077",1750,"Charcoal"
"3078",1751,"Charcoal"
"3079",1751,"Charcoal"
"3080",1751,"Charcoal"
"3081",1751,"Hazel nutshell"
"3082",1753,"Charcoal"
"3083",1753,"Charcoal"
"3084",1754,"Charcoal"
"3085",1755,"bone"
"3086",1755,"charcoal"
"3087",1755,"Charcoal"
"3088",1755,"Charcoal"
"3089",1755,"Charcoal"
"3090",1755,"Charcoal"
"3091",1755,"Charcoal"
"3092",1755,"Charcoal"
"3093",1756,"Charcoal"
"3094",1757,"Cereal"
"3095",1758,"Charcoal"
"3096",1758,"Charcoal"
"3097",1758,"Charcoal"
"3098",1759,"Charcoal"
"3099",1759,"Charcoal"
"3100",1760,"Charcoal"
"3101",1760,"Charcoal"
"3102",1760,"Charcoal"
"3103",1760,"charcoal"
"3104",1760,"charcoal"
"3105",1760,"charcoal"
"3106",1760,"charcoal"
"3107",1760,"Charcoal"
"3108",1760,"Charcoal"
"3109",1760,"Charcoal"
"3110",1760,"Charcoal"
"3111",1760,"Charcoal"
"3112",1760,"Charcoal"
"3113",1761,"Charcoal"
"3114",1761,"Charcoal"
"3115",1762,"Charcoal"
"3116",1762,"Charcoal"
"3117",1762,"Charcoal"
"3118",1763,"Charcoal"
"3119",1763,"Charcoal"
"3120",1765,"Charcoal"
"3121",1765,"Charcoal"
"3122",1765,"Charcoal"
"3123",1765,"Charcoal"
"3124",1766,"Charcoal"
"3125",1766,"Cone"
"3126",1767,"Charcoal"
"3127",1768,"Charcoal"
"3128",1768,"Charcoal"
"3129",1768,"Charcoal"
"3130",1769,"Charcoal"
"3131",1769,"Charcoal"
"3132",1770,"Charcoal"
"3133",1770,"charcoal"
"3134",1770,"charcoal"
"3135",1770,"charcoal"
"3136",1770,"charcoal"
"3137",1770,"charcoal"
"3138",1770,"Charcoal"
"3139",1770,"Charcoal"
"3140",1770,"Charcoal"
"3141",1770,"Charcoal"
"3142",1770,"Charcoal"
"3143",1770,"Charcoal"
"3144",1775,"charcoal"
"3145",1775,"charcoal"
"3146",1775,"charcoal"
"3147",1775,"charcoal"
"3148",1775,"Charcoal"
"3149",1775,"Charcoal"
"3150",1776,"Charcoal"
"3151",1776,"Charcoal"
"3152",1776,"Charcoal"
"3153",1776,"Charcoal"
"3154",1777,"Charcoal"
"3155",1777,"Charcoal"
"3156",1778,"Charcoal"
"3157",1780,"Charcoal"
"3158",1780,"Charcoal"
"3159",1780,""
"3160",1780,"charcoal"
"3161",1780,"E-S peat"
"3162",1780,"charcoal"
"3163",1780,"charcoal"
"3164",1780,"charred crust"
"3165",1780,"charcoal"
"3166",1780,"charcoal"
"3167",1780,"Charcoal"
"3168",1780,"Charcoal"
"3169",1780,"Charcoal"
"3170",1780,"charcoal"
"3171",1780,"Charcoal"
"3172",1780,"Charcoal"
"3173",1781,"Charcoal"
"3174",1781,"Charcoal"
"3175",1781,"Charcoal"
"3176",1782,"Charcoal"
"3177",1782,"Charcoal"
"3178",1783,"Charcoal"
"3179",1784,"Charcoal"
"3180",1784,"Charcoal"
"3181",1784,"Cereal"
"3182",1785,"charcoal"
"3183",1785,"charcoal"
"3184",1785,"Charcoal"
"3185",1785,"Charcoal"
"3186",1785,"Charcoal"
"3187",1785,"Charcoal"
"3188",1785,"Cereal"
"3189",1785,"Cereal"
"3190",1785,"Charcoal"
"3191",1785,"Charcoal"
"3192",1785,"Charcoal"
"3193",1785,"Charcoal"
"3194",1786,"Charcoal"
"3195",1786,"Charcoal"
"3196",1786,"Charcoal"
"3197",1787,"Charcoal"
"3198",1787,"Charcoal"
"3199",1787,""
"3200",1787,"Charcoal"
"3201",1788,"Charcoal"
"3202",1789,"Charcoal"
"3203",1789,"Charcoal"
"3204",1789,"Charcoal"
"3205",1790,"Charcoal"
"3206",1790,"Charcoal"
"3207",1790,"charcoal"
"3208",1790,"charcoal"
"3209",1790,"charcoal"
"3210",1790,"charcoal"
"3211",1790,"Charcoal"
"3212",1790,"Charcoal"
"3213",1790,"Charcoal"
"3214",1790,"Charcoal"
"3215",1791,"Charcoal"
"3216",1791,"Charcoal"
"3217",1792,"Charcoal"
"3218",1794,"Charcoal"
"3219",1795,"charcoal"
"3220",1795,"Charcoal"
"3221",1795,"Charcoal"
"3222",1795,"Charcoal"
"3223",1795,"Charcoal"
"3224",1795,"Charcoal"
"3225",1795,"Charcoal"
"3226",1795,"Charcoal"
"3227",1796,"Charcoal"
"3228",1796,"Charcoal"
"3229",1797,"Charcoal"
"3230",1797,"Charcoal"
"3231",1797,"Charcoal"
"3232",1798,"Charcoal"
