"","human.footprint.Age","human.footprint.Material"
"4381",2199,"Charcoal"
"4382",2200,"Charcoal"
"4383",2200,"charcoal"
"4384",2200,"charcoal"
"4385",2200,"charcoal"
"4386",2200,"charcoal"
"4387",2200,"charcoal"
"4388",2200,"Charcoal"
"4389",2200,"Charcoal"
"4390",2200,"Charcoal"
"4391",2200,"Charcoal"
"4392",2200,"Charcoal"
"4393",2201,"Charcoal"
"4394",2201,"Charcoal"
"4395",2202,"Tooth"
"4396",2203,"Charcoal"
"4397",2204,"Charcoal"
"4398",2204,"Charcoal"
"4399",2204,"Charcoal"
"4400",2204,"Charcoal"
"4401",2205,"Peat"
"4402",2205,"Charcoal"
"4403",2205,"Charcoal"
"4404",2205,"Cereal"
"4405",2205,"Charcoal"
"4406",2206,"Charcoal"
"4407",2208,"Charcoal"
"4408",2208,"Charcoal"
"4409",2209,"Cereal"
"4410",2209,"Charcoal"
"4411",2210,"Charcoal"
"4412",2210,"charcoal"
"4413",2210,"charcoal"
"4414",2210,"charcoal"
"4415",2210,"charcoal"
"4416",2210,"Tre"
"4417",2210,"Charcoal"
"4418",2210,"Cereal"
"4419",2210,"Cereal"
"4420",2210,"Charcoal"
"4421",2210,"Charcoal"
"4422",2210,"Charcoal"
"4423",2210,"Charcoal"
"4424",2210,"Charcoal"
"4425",2210,"Charcoal"
"4426",2211,"Charcoal"
"4427",2211,"Charcoal"
"4428",2211,"Charcoal"
"4429",2212,"Charcoal"
"4430",2212,"Charcoal"
"4431",2212,"Charcoal"
"4432",2212,"Charcoal"
"4433",2213,"Charcoal"
"4434",2213,"Charcoal"
"4435",2214,"Charcoal"
"4436",2215,"charcoal"
"4437",2215,"Charcoal"
"4438",2215,"Charcoal"
"4439",2215,"Charcoal"
"4440",2216,"Charcoal"
"4441",2217,"Cereal"
"4442",2218,"Charcoal"
"4443",2220,"Charcoal"
"4444",2220,"charcoal"
"4445",2220,"charcoal"
"4446",2220,"burned bone"
"4447",2220,"charcoal"
"4448",2220,"charcoal"
"4449",2220,"charcoal"
"4450",2220,"Charcoal"
"4451",2220,"Charcoal"
"4452",2220,"Charcoal"
"4453",2220,"Birch bark tar"
"4454",2220,"Charcoal"
"4455",2220,"Charcoal"
"4456",2220,"Charcoal"
"4457",2220,"Charcoal"
"4458",2221,"Charcoal"
"4459",2222,"Charcoal"
"4460",2222,"Charcoal"
"4461",2223,"Charcoal"
"4462",2225,"Charcoal"
"4463",2225,"Charcoal"
"4464",2225,"Charcoal"
"4465",2225,"Cereal"
"4466",2225,"Charcoal"
"4467",2225,"Burned  bone"
"4468",2225,"Tooth"
"4469",2225,"Charcoal"
"4470",2225,"Charcoal"
"4471",2225,"Charcoal"
"4472",2225,"Cereal"
"4473",2225,"Charcoal"
"4474",2228,"Charcoal"
"4475",2229,"Charcoal"
"4476",2230,"charcoal"
"4477",2230,"charcoal"
"4478",2230,"charcoal"
"4479",2230,"charcoal"
"4480",2230,"charcoal"
"4481",2230,"Charcoal"
"4482",2230,"Cereal"
"4483",2230,"Burned bone"
"4484",2234,"Charcoal"
"4485",2235,"charcoal"
"4486",2235,"charcoal"
"4487",2235,"Charcoal"
"4488",2235,"Charcoal"
"4489",2235,"Charcoal"
"4490",2235,"Charcoal"
"4491",2236,"Charcoal"
"4492",2236,"Charcoal"
"4493",2237,"Charcoal"
"4494",2237,"Charcoal"
"4495",2237,"Charcoal"
"4496",2238,"Charcoal"
"4497",2239,"Charcoal"
"4498",2239,"Charcoal"
"4499",2239,"Charcoal"
"4500",2239,"Charcoal"
"4501",2240,"Charcoal"
"4502",2240,"Charcoal"
"4503",2240,"Charcoal"
"4504",2240,"Charcoal"
"4505",2240,"Charcoal"
"4506",2240,"Charcoal"
"4507",2240,"Charcoal"
"4508",2241,"Charcoal"
"4509",2241,"Charcoal"
"4510",2242,"bone"
"4511",2242,"Charcoal"
"4512",2243,"Charcoal"
"4513",2243,"Charcoal"
"4514",2243,"Charcoal"
"4515",2245,"Charcoal"
"4516",2245,"Cereal"
"4517",2245,""
"4518",2245,"Cereal"
"4519",2246,"Charcoal"
"4520",2247,"Charcoal"
"4521",2247,"charcoal"
"4522",2247,"Charcoal"
"4523",2247,"Charcoal"
"4524",2248,"Charcoal"
"4525",2249,"Charcoal"
"4526",2249,"Charcoal"
"4527",2250,"Charcoal"
"4528",2250,"Charcoal"
"4529",2250,"charcoal"
"4530",2250,"Charcoal"
"4531",2250,"Charcoal"
"4532",2250,"Charcoal"
"4533",2250,"Charcoal"
"4534",2250,"Birchbark"
"4535",2250,""
"4536",2250,""
"4537",2250,"Charcoal"
"4538",2250,"Charcoal"
"4539",2250,"Charcoal"
"4540",2250,"Charcoal"
"4541",2250,"charcoal"
"4542",2250,"bone"
"4543",2251,"Charcoal"
"4544",2254,"Charcoal"
"4545",2255,"charcoal"
"4546",2255,"charcoal"
"4547",2255,"Charcoal"
"4548",2255,"charcoal"
"4549",2255,"Charcoal"
"4550",2255,""
"4551",2257,"Charcoal"
"4552",2258,"Charcoal"
"4553",2258,"Charcoal"
"4554",2260,"charcoal"
"4555",2260,"Charcoal"
"4556",2260,"charcoal"
"4557",2260,"charcoal"
"4558",2260,"charcoal"
"4559",2260,"Charcoal"
"4560",2260,"bone"
"4561",2260,"Charcoal"
"4562",2260,"Charcoal"
"4563",2260,"Charcoal"
"4564",2260,"Charcoal"
"4565",2260,"Cereal"
"4566",2262,"Charcoal"
"4567",2263,"Charcoal"
"4568",2264,"Charcoal"
"4569",2265,"burned bone"
"4570",2265,"burned bone"
"4571",2265,"charcoal"
"4572",2265,"Charcoal"
"4573",2265,"Charcoal"
"4574",2265,"Charcoal"
"4575",2265,"Charcoal"
"4576",2265,"Charcoal"
"4577",2265,"Charcoal"
"4578",2265,"Charcoal"
"4579",2266,""
"4580",2268,"Charcoal"
"4581",2269,"Charcoal"
"4582",2270,"charcoal"
"4583",2270,"charcoal"
"4584",2270,"burned bone"
"4585",2270,"Charcoal"
"4586",2270,"Charcoal"
"4587",2270,"Birchbark"
"4588",2270,"Charcoal"
"4589",2270,"Charcoal"
"4590",2270,"Charcoal"
"4591",2270,"Charcoal"
"4592",2274,"Charcoal"
"4593",2275,"Charcoal"
"4594",2275,"Cereal"
"4595",2275,"Nutshell"
"4596",2275,"Charcoal"
"4597",2278,"Food crust"
"4598",2279,"Charcoal"
"4599",2280,"Charcoal"
"4600",2280,"Reed"
"4601",2280,"charcoal"
"4602",2280,"burned bone"
"4603",2280,"Bone"
"4604",2280,"Charcoal"
"4605",2280,"Charcoal"
"4606",2281,"Charcoal"
"4607",2281,"Charcoal"
"4608",2281,"Charcoal"
"4609",2282,"Charcoal"
"4610",2283,"Charcoal"
"4611",2283,"Charcoal"
"4612",2285,"charcoal"
"4613",2285,"Charcoal"
"4614",2285,"Charcoal"
"4615",2285,"Charcoal"
"4616",2285,"Charcoal"
"4617",2285,"Charcoal"
"4618",2285,"Charcoal"
"4619",2285,""
"4620",2290,"charcoal"
"4621",2290,"Charcoal"
"4622",2290,"Charcoal + sand"
"4623",2290,"Charcoal"
"4624",2290,"Charcoal"
"4625",2290,"charcoal"
"4626",2290,"Charcoal"
"4627",2293,"Charcoal"
"4628",2295,"burned bone"
"4629",2295,"Charcoal"
"4630",2295,"Charcoal"
"4631",2295,"Charcoal"
"4632",2295,"Charcoal"
"4633",2296,"Charcoal"
"4634",2298,"Charcoal"
"4635",2299,"Charcoal"
"4636",2300,"C & S peat"
"4637",2300,"charcoal"
"4638",2300,"wood"
"4639",2300,"Charcoal"
"4640",2300,""
"4641",2300,"Charcoal"
"4642",2300,"Charcoal"
"4643",2300,"Charcoal"
"4644",2300,"Charcoal"
"4645",2300,"Charcoal"
"4646",2300,"charcoal"
"4647",2300,""
"4648",2301,"Charcoal"
"4649",2301,"Charcoal"
"4650",2304,"Charcoal"
"4651",2304,"Charcoal"
"4652",2305,"burned bone"
"4653",2305,"charcoal"
"4654",2305,"Cereal"
"4655",2306,"Charcoal"
"4656",2307,"Charcoal"
"4657",2307,"Charcoal"
"4658",2307,"Cereal"
"4659",2310,"Charcoal"
"4660",2310,"Charcoal"
"4661",2310,""
"4662",2310,"Wood/Charcoal"
"4663",2310,"Wood"
"4664",2310,"Charcoal"
"4665",2310,"Charcoal"
"4666",2310,"Charcoal"
"4667",2310,"Charcoal"
"4668",2310,"Charcoal"
"4669",2310,"Charcoal"
"4670",2310,""
"4671",2312,"bone"
"4672",2316,"Charcoal"
"4673",2318,"Charcoal"
"4674",2320,"charcoal"
"4675",2320,"resin"
"4676",2320,"Charcoal"
"4677",2320,""
"4678",2321,"Charcoal"
"4679",2322,"Charcoal"
"4680",2323,"Burned  bone"
"4681",2323,"Charcoal"
"4682",2325,"Charcoal"
"4683",2325,"Charcoal"
"4684",2325,"Burned  bone"
"4685",2325,"Charcoal"
"4686",2325,"Charcoal"
"4687",2325,"Cereal"
"4688",2325,"Charcoal"
"4689",2325,"Charcoal"
"4690",2326,"charcoal"
"4691",2327,"Charcoal"
"4692",2327,"Charcoal"
"4693",2330,"Cremated bone (human)"
"4694",2330,"Burned bone"
"4695",2330,"Bark"
"4696",2330,"Charcoal"
"4697",2330,"Charcoal"
"4698",2330,"Charcoal"
"4699",2330,"Charcoal"
"4700",2332,"Charcoal"
"4701",2334,"bone"
"4702",2335,"Birch bark tar"
"4703",2335,"Charcoal"
"4704",2335,"Charcoal"
"4705",2338,"Charcoal"
"4706",2339,"Charcoal"
"4707",2340,"Charcoal"
"4708",2340,"charcoal"
"4709",2340,"charcoal"
"4710",2340,"Charcoal"
"4711",2340,""
"4712",2340,"Charcoal"
"4713",2340,"Charcoal"
"4714",2342,"Charcoal"
"4715",2344,"charcoal"
"4716",2344,"Charcoal"
"4717",2345,"burned bone"
"4718",2345,"Charcoal"
"4719",2345,"Charcoal"
"4720",2345,""
"4721",2345,""
"4722",2347,"Birch bark tar"
"4723",2347,"Nutshell"
"4724",2349,"Charcoal"
"4725",2350,""
"4726",2350,"-"
"4727",2350,"charcoal"
"4728",2350,"charcoal"
"4729",2350,"Charcoal"
"4730",2350,"charcoal"
"4731",2350,"Charcoal"
"4732",2350,""
"4733",2350,"Charcoal"
"4734",2350,""
"4735",2350,"Charcoal"
"4736",2350,""
"4737",2351,"charcoal"
"4738",2351,"Charcoal"
"4739",2351,"Charcoal"
"4740",2353,"Charcoal"
"4741",2355,"Charcoal"
"4742",2355,"Cereal"
"4743",2356,"Charcoal"
"4744",2358,"Charcoal"
"4745",2359,"Charcoal"
"4746",2360,"charcoal"
"4747",2360,"charcoal"
"4748",2360,"charred crust"
"4749",2360,"charcoal"
"4750",2360,"Charcoal"
"4751",2360,"Charcoal"
"4752",2361,"Birch bark tar"
"4753",2361,"Burned bone"
"4754",2363,"Charcoal"
"4755",2364,"Charcoal"
"4756",2365,"charcoal"
"4757",2365,""
"4758",2365,"miscellaneous"
"4759",2365,""
"4760",2367,"Charcoal"
"4761",2367,"Charcoal"
"4762",2369,"Charcoal"
"4763",2369,"Charcoal"
"4764",2369,"Charcoal"
"4765",2370,"charcoal"
"4766",2370,"charcoal"
"4767",2370,"wood"
"4768",2370,"charcoal"
"4769",2370,"Charcoal"
"4770",2370,"Charcoal"
"4771",2370,"Charcoal"
"4772",2370,"Wood"
"4773",2370,""
"4774",2370,""
"4775",2370,""
"4776",2371,"Charcoal"
"4777",2371,"Charcoal"
"4778",2372,"Charcoal"
"4779",2372,"Birch bark tar"
"4780",2373,"Charcoal"
"4781",2373,"Charcoal"
"4782",2374,"Charcoal"
"4783",2375,"Charcoal"
"4784",2375,"Charcoal"
"4785",2375,"Cereal"
"4786",2377,"Charcoal"
"4787",2377,"Charcoal"
"4788",2378,"Charcoal"
"4789",2379,"Charcoal"
"4790",2380,"charcoal"
"4791",2380,"Charcoal"
"4792",2380,"charcoal"
"4793",2380,"charcoal"
"4794",2380,"Charcoal"
"4795",2382,"Charcoal"
"4796",2383,"Cereal"
"4797",2384,"Charcoal"
"4798",2385,"Charcoal"
"4799",2387,"Charcoal"
"4800",2387,"Charcoal"
"4801",2388,"Charcoal"
"4802",2388,"Charcoal"
"4803",2388,"Charcoal"
"4804",2389,"Charcoal"
"4805",2390,"Charcoal"
"4806",2390,"Charcoal"
"4807",2390,"Charcoal"
"4808",2390,"charcoal"
"4809",2390,"charcoal"
"4810",2390,"charcoal"
"4811",2390,""
"4812",2390,"Charcoal"
"4813",2390,"Charcoal"
"4814",2390,"Charcoal"
"4815",2390,"plant macrofossils"
"4816",2392,"Charcoal"
"4817",2393,"bone"
"4818",2394,"Charcoal"
"4819",2394,"Charcoal"
"4820",2395,"Charcoal"
"4821",2395,"Charcoal"
"4822",2395,""
"4823",2396,"Charcoal"
"4824",2397,"Charcoal"
"4825",2398,"Charcoal"
"4826",2400,"charred crust"
"4827",2400,"Charcoal"
"4828",2400,"wood"
"4829",2400,""
"4830",2400,""
"4831",2400,"Charcoal"
"4832",2400,"Charcoal"
"4833",2400,"Charcoal"
"4834",2404,"Charcoal"
"4835",2405,"Charcoal"
"4836",2405,"Charcoal"
"4837",2405,"resin"
"4838",2407,"Charcoal"
"4839",2408,"Charcoal"
"4840",2410,"Charcoal"
"4841",2410,"Charcoal"
"4842",2410,"Charcoal"
"4843",2410,"Charcoal"
"4844",2410,"charred crust"
"4845",2410,"Burned  bone"
"4846",2410,"Charcoal"
"4847",2411,"Charcoal"
"4848",2412,"Charcoal"
"4849",2413,"Charcoal"
"4850",2414,"Charcoal"
"4851",2414,"Charcoal"
"4852",2414,"Charcoal"
"4853",2415,"charcoal"
"4854",2415,"Charcoal"
"4855",2415,"Charcoal"
"4856",2415,"Charcoal"
"4857",2415,"Cereal"
"4858",2417,"Charcoal"
"4859",2418,"bone"
"4860",2420,"Charcoal"
"4861",2420,"bone"
"4862",2420,"gyttja"
"4863",2420,"charcoal"
"4864",2420,"charcoal"
"4865",2420,"Charcoal"
"4866",2420,"Charcoal"
"4867",2420,"Charcoal"
"4868",2420,"Wood"
"4869",2420,""
"4870",2420,""
"4871",2420,""
"4872",2420,"Charcoal"
"4873",2420,"Charcoal"
"4874",2420,"Charcoal"
"4875",2420,""
"4876",2425,"charcoal"
"4877",2425,"Charcoal"
"4878",2425,"Charcoal"
"4879",2426,"Charcoal"
"4880",2427,"Charcoal"
"4881",2428,"Charcoal"
"4882",2430,"Charcoal"
"4883",2430,"Charcoal"
"4884",2430,"charcoal"
"4885",2430,"charcoal"
"4886",2430,"Charcoal"
"4887",2430,"charcoal"
"4888",2430,"charcoal"
"4889",2430,"Charcoal"
"4890",2430,""
"4891",2430,""
"4892",2430,"Charcoal"
"4893",2430,"Cereal"
"4894",2430,"Charcoal"
"4895",2430,"Charcoal"
"4896",2431,"Charcoal"
"4897",2433,"Charcoal"
"4898",2435,"Charcoal"
"4899",2435,"Charcoal"
"4900",2435,"Charcoal"
"4901",2435,"Charcoal"
"4902",2435,"Charcoal"
"4903",2437,"Charcoal"
"4904",2438,"Charcoal"
"4905",2438,"Charcoal"
"4906",2439,"Wood"
"4907",2439,"Charcoal"
"4908",2440,"Bone"
"4909",2440,"Charcoal"
"4910",2440,"collagen bone"
"4911",2440,"resin"
"4912",2440,"Wood"
"4913",2440,"charcoal"
"4914",2440,"Charcoal"
"4915",2440,"Cereal"
"4916",2440,"Charcoal"
"4917",2440,"Charcoal"
"4918",2440,"Charcoal"
"4919",2440,"Charcoal"
"4920",2441,"Charcoal"
"4921",2442,"Charcoal"
"4922",2445,"Charcoal"
"4923",2445,""
"4924",2446,"Nutshell"
"4925",2446,"Charcoal"
"4926",2448,"Cereal"
"4927",2450,"charcoal"
"4928",2450,"Charcoal"
"4929",2450,"Bast"
"4930",2450,""
"4931",2450,"Charcoal"
"4932",2450,"Ceramics"
"4933",2450,"Charcoal"
"4934",2455,""
"4935",2455,"charcoal"
"4936",2455,"Charcoal"
"4937",2455,"charcoal"
"4938",2455,""
"4939",2456,"Charcoal"
"4940",2456,"Charcoal"
"4941",2460,"Charcoal"
"4942",2460,"-"
"4943",2460,"charcoal"
"4944",2460,"Charcoal"
"4945",2460,"resin"
"4946",2460,"wood"
"4947",2460,""
"4948",2460,""
"4949",2460,""
"4950",2463,"Charcoal"
"4951",2463,"Charcoal"
"4952",2463,"Charcoal"
"4953",2464,"Charcoal"
"4954",2465,"charred crust"
"4955",2465,"Charcoal"
"4956",2465,"Cereal"
"4957",2465,""
"4958",2466,"Charcoal"
"4959",2468,"Charcoal"
"4960",2470,"charcoal"
"4961",2470,"charcoal"
"4962",2470,"charred crust"
"4963",2470,"charcoal"
"4964",2470,"Charcoal"
"4965",2470,""
"4966",2470,"Charcoal"
"4967",2470,"Charcoal"
"4968",2470,"Charcoal"
"4969",2470,""
"4970",2471,"Charcoal"
"4971",2471,"Charcoal"
"4972",2471,"Charcoal"
"4973",2473,"Charcoal"
"4974",2474,"Charcoal"
"4975",2474,"Charcoal"
"4976",2475,"Charcoal"
"4977",2475,"charcoal"
"4978",2475,"miscellaneous"
"4979",2475,"Charcoal"
"4980",2475,""
"4981",2476,"Charcoal"
"4982",2477,"Charcoal"
"4983",2480,"Charcoal"
"4984",2480,"charcoal"
"4985",2480,"resin"
"4986",2480,""
"4987",2480,"Charcoal"
"4988",2480,"Charcoal"
"4989",2481,"Charcoal"
"4990",2484,"Charcoal"
"4991",2485,"Charcoal"
"4992",2485,"charcoal"
"4993",2485,"Charcoal"
"4994",2485,"Charcoal"
"4995",2485,"Charcoal"
"4996",2485,"Charcoal"
"4997",2488,"Charcoal"
"4998",2489,"Food crust"
"4999",2490,"Charcoal"
"5000",2490,"Charcoal"
"5001",2490,"Charcoal"
"5002",2490,"charcoal"
"5003",2490,"charcoal"
"5004",2490,""
"5005",2490,"Charcoal"
"5006",2490,"Charcoal"
"5007",2490,"resin"
"5008",2490,"charcoal"
"5009",2491,"Charcoal"
"5010",2492,"Charcoal"
"5011",2492,"Charcoal"
"5012",2493,"Charcoal"
"5013",2493,"Charcoal"
"5014",2495,"charcoal"
"5015",2495,"Charcoal"
"5016",2495,"Charcoal"
"5017",2499,"Cone"
"5018",2500,"Charcoal"
"5019",2500,"charcoal"
"5020",2500,"charcoal"
"5021",2500,""
"5022",2500,"Charcoal"
"5023",2500,"Burned bone"
"5024",2500,"Charcoal"
"5025",2500,"charcoal"
"5026",2500,""
"5027",2500,"collagen bone"
"5028",2504,"Charcoal"
"5029",2505,"charcoal"
"5030",2505,"resin"
"5031",2505,"bark"
"5032",2505,"Charcoal"
"5033",2505,""
"5034",2505,""
"5035",2507,"Charcoal"
"5036",2508,"Charcoal"
"5037",2509,"Charcoal"
"5038",2509,"Charcoal"
"5039",2510,"Charcoal"
"5040",2510,"charcoal"
"5041",2510,"charcoal"
"5042",2510,"charcoal"
"5043",2510,"charcoal"
"5044",2510,"charcoal"
"5045",2510,"charcoal"
"5046",2510,"resin"
"5047",2510,"Charcoal"
"5048",2510,""
"5049",2510,"Charcoal"
"5050",2510,"charcoal"
"5051",2515,"Hazel nutshell"
"5052",2520,"charcoal"
"5053",2520,"charred crust"
"5054",2520,""
"5055",2520,"Charcoal"
"5056",2520,"Charcoal"
"5057",2520,"Charcoal"
"5058",2520,"Charcoal"
"5059",2520,""
"5060",2521,"Charcoal"
"5061",2525,"resin"
"5062",2525,"Charcoal"
"5063",2525,"Cereal"
"5064",2526,"Charcoal"
"5065",2528,"Charcoal"
"5066",2530,"Charcoal"
"5067",2530,"charcoal"
"5068",2530,"charcoal"
"5069",2530,"charcoal"
"5070",2530,"Wood"
"5071",2530,"collagen bone"
"5072",2530,"Charcoal"
"5073",2530,"Charcoal"
"5074",2533,"Charcoal"
"5075",2535,"Charcoal"
"5076",2535,"Charcoal"
"5077",2536,"Charcoal"
"5078",2538,"Charcoal"
"5079",2540,"Charcoal"
"5080",2540,"Charcoal"
"5081",2540,"Charcoal"
"5082",2540,"charcoal"
"5083",2540,"wood (runner)"
"5084",2540,"charred crust"
"5085",2540,"charred crust"
"5086",2540,"charcoal"
"5087",2540,""
"5088",2540,"Charcoal"
"5089",2540,"Charcoal"
"5090",2540,"Charcoal"
"5091",2540,"Charcoal"
"5092",2540,"Cereal"
"5093",2545,"charcoal"
"5094",2545,"Charcoal"
"5095",2545,"Charcoal"
"5096",2545,"Hazel nutshell"
"5097",2550,"charcoal"
"5098",2550,"charcoal"
"5099",2550,"Charcoal"
"5100",2550,"Charcoal"
"5101",2550,"Ceramics"
"5102",2550,"Charcoal"
"5103",2555,"Wood"
"5104",2555,"Charcoal"
"5105",2560,"Charcoal"
"5106",2560,"peat"
"5107",2560,"charred crust"
"5108",2560,"charred crust"
"5109",2560,"Charcoal"
"5110",2560,"Charcoal"
"5111",2560,"charcoal"
"5112",2561,"Charcoal"
"5113",2561,"Charcoal"
"5114",2565,"Charcoal"
"5115",2565,"Charcoal"
"5116",2567,"Charcoal"
"5117",2570,"charcoal"
"5118",2570,""
"5119",2570,""
"5120",2570,"Charcoal"
"5121",2571,"Charcoal"
"5122",2573,"Charcoal"
"5123",2575,"charred crust"
"5124",2575,"Food crust"
"5125",2576,"Charcoal"
"5126",2579,"Charcoal"
"5127",2580,"charcoal"
"5128",2580,"charcoal"
"5129",2580,"charcoal"
"5130",2580,"Charcoal"
"5131",2580,"Ceramics"
"5132",2582,"Charcoal"
"5133",2585,"Burned bone"
"5134",2585,"Charcoal"
"5135",2585,"Charcoal"
"5136",2588,"Charcoal"
"5137",2589,"Charcoal"
"5138",2590,"peat"
"5139",2590,"bone"
"5140",2590,"charcoal"
"5141",2595,"charcoal"
"5142",2595,"Charcoal"
"5143",2595,"Charcoal"
"5144",2595,""
"5145",2596,"Charcoal"
"5146",2597,"Charcoal"
"5147",2599,"Charcoal"
"5148",2600,"charcoal"
"5149",2600,"charred crust"
"5150",2600,"charcoal"
"5151",2600,"Charcoal"
"5152",2601,"Charcoal"
"5153",2605,"charcoal"
"5154",2608,"Charcoal"
"5155",2609,"Cerealia"
"5156",2610,"charcoal"
"5157",2610,"charcoal"
"5158",2610,"Charcoal"
"5159",2610,""
"5160",2610,"Charcoal"
"5161",2611,"Charcoal"
"5162",2612,"Food crust"
"5163",2615,""
"5164",2617,"Charcoal"
"5165",2620,"charcoal"
"5166",2620,"charcoal"
"5167",2624,"Charcoal"
"5168",2625,"Charcoal"
"5169",2625,"Charcoal"
"5170",2625,"resin"
"5171",2630,"Charcoal"
"5172",2630,"charcoal"
"5173",2630,"charcoal"
"5174",2630,"charcoal"
"5175",2630,"charcoal"
"5176",2630,"charred crust"
"5177",2633,"Charcoal"
"5178",2635,"charred crust"
"5179",2635,"resin"
"5180",2636,"Charcoal"
"5181",2640,"Charcoal"
"5182",2640,""
"5183",2640,"Charcoal"
"5184",2640,"Charcoal"
"5185",2640,"charcoal"
"5186",2641,"Charcoal"
"5187",2642,"Charcoal"
"5188",2645,"Charcoal"
"5189",2646,"Charcoal"
"5190",2646,"Charcoal"
"5191",2647,"Charcoal"
"5192",2647,"Charcoal"
"5193",2650,"Ceramics"
"5194",2650,"charcoal"
"5195",2650,"Charcoal"
"5196",2650,"charcoal"
"5197",2652,"Charcoal"
"5198",2655,"Charcoal"
"5199",2655,"Charcoal"
"5200",2655,""
"5201",2659,"Charcoal"
"5202",2660,"Charcoal"
"5203",2660,"charcoal"
"5204",2660,"charcoal"
"5205",2660,"Birchbark"
"5206",2660,"Charcoal"
"5207",2660,"collagen bone"
"5208",2660,""
"5209",2665,"Charcoal"
"5210",2667,"Charcoal"
"5211",2668,"Charcoal"
"5212",2670,"Charcoal"
"5213",2670,"Charcoal"
"5214",2672,"Charcoal"
"5215",2673,"Charcoal"
"5216",2674,"Charcoal"
"5217",2674,"Hazel nutshell"
"5218",2674,"Hazel nutshell"
"5219",2675,"Cereal"
"5220",2680,"Food crust"
"5221",2680,"food remains"
"5222",2680,""
"5223",2680,""
"5224",2681,"Charcoal"
"5225",2682,"Charcoal"
"5226",2682,"Charcoal"
"5227",2684,"Charcoal"
"5228",2685,"collagen bone"
"5229",2688,"Charcoal"
"5230",2690,"Charcoal"
"5231",2690,"charcoal"
"5232",2690,"charcoal"
"5233",2690,"charcoal"
"5234",2690,"charcoal"
"5235",2690,"charcoal"
"5236",2690,"charcoal"
"5237",2692,"Charcoal"
"5238",2695,"charred crust"
"5239",2695,""
"5240",2696,"Charcoal"
"5241",2700,"Charcoal"
"5242",2700,"wood"
"5243",2700,"Charcoal"
"5244",2700,""
"5245",2700,"Charcoal"
"5246",2700,"charcoal"
"5247",2700,""
"5248",2703,"Charcoal"
"5249",2705,"charcoal"
"5250",2705,"Charcoal"
"5251",2705,"Charcoal"
"5252",2710,"charcoal"
"5253",2710,"charcoal"
"5254",2710,""
"5255",2710,""
"5256",2710,"Charcoal"
"5257",2712,"Charcoal"
"5258",2712,"Charcoal"
"5259",2715,"charred crust"
"5260",2715,"Charcoal"
"5261",2715,"Charcoal"
"5262",2715,"charcoal"
"5263",2715,"Charcoal"
"5264",2720,"Ceramics"
"5265",2720,"charcoal"
"5266",2720,""
"5267",2720,""
"5268",2724,"Nutshell"
"5269",2725,"Charcoal"
"5270",2725,"charcoal"
"5271",2725,""
"5272",2725,""
"5273",2729,"Charcoal"
"5274",2730,"charcoal"
"5275",2730,"charcoal"
"5276",2730,"charcoal"
"5277",2730,"Charcoal"
"5278",2730,"charcoal"
"5279",2730,"charcoal"
"5280",2731,"Charcoal"
"5281",2731,"Charcoal"
"5282",2735,"charcoal"
"5283",2737,"Charcoal"
"5284",2738,"Charcoal"
"5285",2739,"Charcoal"
"5286",2740,"Charcoal"
"5287",2740,"Ceramics"
"5288",2740,"charcoal"
"5289",2740,""
"5290",2740,""
"5291",2740,"charcoal"
"5292",2745,""
"5293",2746,"Charcoal"
"5294",2747,"Charcoal"
"5295",2750,"Charcoal"
"5296",2750,"charcoal"
"5297",2750,"charcoal"
"5298",2750,"wood"
"5299",2750,"charcoal"
"5300",2750,"Charcoal"
"5301",2755,"charcoal"
"5302",2755,"Charcoal"
"5303",2755,"Charcoal"
"5304",2758,"Charcoal"
"5305",2758,"Charcoal"
"5306",2760,"charcoal"
"5307",2760,"Charcoal"
"5308",2760,"Charcoal"
"5309",2760,"Charcoal"
"5310",2761,"charcoal"
"5311",2762,"Charcoal"
"5312",2765,"collagen bone"
"5313",2765,"Charcoal"
"5314",2765,"Charcoal"
"5315",2765,"Charcoal"
"5316",2767,"Charcoal"
"5317",2767,"Charcoal"
"5318",2770,"Charcoal"
"5319",2770,"charcoal"
"5320",2770,"charcoal"
"5321",2770,"resin"
"5322",2770,"Charcoal"
"5323",2770,"Charcoal"
"5324",2772,"Charcoal"
"5325",2772,"Charcoal"
"5326",2775,""
"5327",2775,""
"5328",2775,""
"5329",2778,"Charcoal"
"5330",2779,"Charcoal"
"5331",2780,"Charcoal"
"5332",2780,"charcoal"
"5333",2780,"charcoal"
"5334",2785,"charcoal"
"5335",2785,"Charcoal"
"5336",2785,"Charcoal"
"5337",2785,"charcoal"
"5338",2785,""
"5339",2786,"Charcoal"
"5340",2789,"Charcoal"
"5341",2790,"Charcoal"
"5342",2790,"Wood"
"5343",2790,"Charcoal"
"5344",2790,"Charcoal"
"5345",2790,"cremated bones"
"5346",2790,"charcoal"
"5347",2790,""
"5348",2791,"Charcoal"
"5349",2791,"bone"
"5350",2792,"Charcoal"
"5351",2793,"Cereal"
"5352",2795,"charred crust"
"5353",2795,"Charcoal"
"5354",2795,"charcoal"
"5355",2795,""
"5356",2800,"Charcoal"
"5357",2800,"charcoal"
"5358",2800,"charcoal"
"5359",2800,"resin"
"5360",2800,"Charcoal"
"5361",2800,""
"5362",2800,""
"5363",2802,"Charcoal"
"5364",2805,"Charcoal"
"5365",2805,""
"5366",2805,""
"5367",2805,""
"5368",2807,"Charcoal"
