"","LabID","weighted_mean","long","lat","Material"
"4991","T-8846",1203.59346920166,10.5,59.416667,"Charcoal"
"4992","T-8847",1136.54235271109,10.5,59.416667,"Charcoal"
"4993","T-8848",441.737202632487,10.5,59.416667,"Charcoal"
"4994","T-8849",1164.40275188164,10.5,59.416667,"Charcoal"
"4995","T-8850",1178.56142273157,10.5,59.416667,"Charcoal"
"4996","T-8851",1217.07576764615,10.5,59.416667,"Charcoal"
"4997","T-8853",161.982730452201,10.433333,59.366667,"Peat"
"4998","T-8855",1218.01185742207,11.583333,60.8,"Charcoal"
"4999","T-8856",1109.33198286672,11.583333,60.8,"Charcoal"
"5000","T-887",1438.48691213945,11.25,59.15,"Charcoal"
"5001","T-888",1118.6174164782,11.25,59.15,"Charcoal"
"5002","T-9023",693.844628828685,11.25,60.25,"Charcoal"
"5003","T-9115",5213.69735907886,10.75,59.75,"Charcoal"
"5004","T-9116",5290.08705792576,10.75,59.75,"Charcoal"
"5005","T-9117",3557.57585684834,10.783333,59.666667,"Charcoal"
"5006","T-9118",1834.76664276882,10.733333,59.65,"Charcoal"
"5007","T-9119",2169.79079466164,10.733333,59.65,"Charcoal"
"5008","T-9120",1604.27426246533,10.733333,59.65,"Charcoal"
"5009","T-9121",481.079778343014,10.733333,59.65,"Charcoal"
"5010","T-9134",614.502653621633,7.383333,59.566667,"Charcoal"
"5011","T-9135",726.831834848422,7.383333,59.566667,"Charcoal"
"5012","T-9136",785.598249811121,7.383333,59.566667,"Charcoal"
"5013","T-9137",765.040241814985,7.383333,59.566667,"Charcoal"
"5014","T-9138",606.107459316726,7.433333,59.483333,"Charcoal"
"5015","T-9189",321.084043143209,9.25,61.916667,"Charcoal"
"5016","T-9191",611.355460225924,10.8,60.9,"Charcoal"
"5017","T-9192",840.109173765966,10.8,60.9,"Charcoal"
"5018","T-9193",608.407622956388,10.7,60.916667,"Charcoal"
"5019","T-9194",720.543881841611,10.7,60.916667,"Charcoal"
"5020","T-9195",2557.33991024372,10.5,60.216667,"Charcoal"
"5021","T-9196",2579.69738890968,10.5,60.216667,"Charcoal"
"5022","T-9197",1517.70948577469,9.2,61.666667,"Charcoal"
"5023","T-9198",569.575368953923,9.2,61.666667,"Charcoal"
"5024","T-9199",442.277840357451,9.2,61.666667,"Charcoal"
"5025","T-9201",629.587122342075,7.383333,59.566667,"Charcoal"
"5026","T-9202",818.593181953939,7.383333,59.566667,"Charcoal"
"5027","T-9203",799.329780022007,7.383333,59.566667,"Charcoal"
"5028","T-9204",695.80179968104,7.383333,59.566667,"Charcoal"
"5029","T-9205",727.814584688848,7.383333,59.566667,"Charcoal"
"5030","T-9206",817.498148398064,7.383333,59.566667,"Charcoal"
"5031","T-9207",585.285446086467,7.383333,59.566667,"Charcoal"
"5032","T-9208",795.277206011832,7.383333,59.566667,"Charcoal"
"5033","T-9209",804.570021918068,7.383333,59.566667,"Charcoal"
"5034","T-9210",591.21554244154,7.383333,59.566667,"Charcoal"
"5035","T-9211",654.533052495842,7.383333,59.566667,"Charcoal"
"5036","T-9212",618.242861077099,7.383333,59.566667,"Charcoal"
"5037","T-9213",585.668181789342,7.383333,59.566667,"Charcoal"
"5038","T-9214",818.608054079511,7.383333,59.566667,"Charcoal"
"5039","T-9215",713.379656611272,7.383333,59.566667,"Charcoal"
"5040","T-9216",998.092522089462,7.383333,59.566667,"Charcoal"
"5041","T-9217",970.186283986275,7.383333,59.566667,"Charcoal"
"5042","T-9218",577.605456336963,7.383333,59.566667,"Charcoal"
"5043","T-9219",624.961350578609,7.383333,59.566667,"Charcoal"
"5044","T-9220",622.083353729844,7.383333,59.566667,"Charcoal"
"5045","T-9221",595.927453306083,7.383333,59.566667,"Charcoal"
"5046","T-9222",740.768042045711,7.383333,59.566667,"Charcoal"
"5047","T-9223",792.464096277364,7.383333,59.566667,"Charcoal"
"5048","T-9224",798.57185127587,7.383333,59.566667,"Charcoal"
"5049","T-9225",602.603017400983,7.383333,59.566667,"Charcoal"
"5050","T-9226",455.930051610725,7.383333,59.566667,"Charcoal"
"5051","T-9227",891.885441570861,7.383333,59.566667,"Charcoal"
"5052","T-9228",468.36584770325,7.383333,59.566667,"Charcoal"
"5053","T-9229",607.406151620734,7.383333,59.566667,"Charcoal"
"5054","T-9230",828.552132197498,7.383333,59.566667,"Charcoal"
"5055","T-9241",2162.83806940943,10.247651,60.778306,"Charcoal"
"5056","T-9242",1153.18184573534,11.2963,60.7889,"Charcoal"
"5057","T-9243",1664.05206076751,11.020207,60.841907,"Charcoal"
"5058","T-9245",806.419461078291,8.333333,60.3,"Charcoal"
"5059","T-9246",445.0761314305,8.8,60.316667,"Charcoal"
"5060","T-925",3110.20939106254,11.30688,63.86179,"charcoal"
"5061","T-928",1977.25426910752,10.4,59.433333,"bone"
"5062","T-929",2275.38929762858,10.4,59.433333,"bone"
"5063","T-9341",367.32063047756,10.65,60.8,"Charcoal"
"5064","T-9342",443.326232867497,10.65,60.8,"Charcoal"
"5065","T-9373",2466.98675153237,11.166667,60.633333,"bone"
"5066","T-9374",2112.57157994425,11.166667,60.633333,"bone"
"5067","T-9375",964.895482973347,10.5261,60.3929,"bone"
"5068","T-9376",2527.03969761592,11.366667,60.6,"Wood"
"5069","T-9377",1148.61496266181,11.366667,60.6,"Wood"
"5070","T-9378",619.570875854591,11.366667,60.6,"Charcoal"
"5071","T-9379",1170.12240679486,11.366667,60.6,"Wood"
"5072","T-9380",1027.70606979421,11.366667,60.6,"Birchbark"
"5073","T-9381",603.211971791638,11.366667,60.6,"Charcoal"
"5074","T-9397",1030.91716911644,11.333333,60.95,"Charcoal"
"5075","T-9398",799.163699879218,11.4,60.916667,"Charcoal"
"5076","T-9399",869.567522456455,11.4,60.916667,"Charcoal"
"5077","T-9472",375.859641942579,11.2963,60.7889,"Charcoal"
"5078","T-9473",1580.28719825368,11.020207,60.841907,"Charcoal"
"5079","T-9474",215.675765876493,8.41,61.22,"Charcoal"
"5080","T-9475",1539.59214340434,8.41,61.22,"Charcoal"
"5081","T-9476",4469.16389796404,8.41,61.22,"Charcoal"
"5082","T-9477",1229.27563812101,8.41,61.22,"Charcoal"
"5083","T-9478",1233.57543808893,8.41,61.22,"Charcoal"
"5084","T-9479",623.692436183144,11.119173,59.632516,"Charcoal"
"5085","T-9480",812.198384138554,10.367257,59.314908,"Charcoal"
"5086","T-9481",491.121372192845,10.367257,59.314908,"Charcoal"
"5087","T-9482",1574.21161838238,10.367257,59.314908,"Charcoal"
"5088","T-9521",1801.60478303079,6.55303,58.54199,"charcoal"
"5089","T-9540",274.354383507947,7.95,58.616667,"Wood"
"5090","T-9541",353.42093219212,7.95,58.616667,"Wood"
"5091","T-9542",792.443634246565,7.95,58.616667,"Wood"
"5092","T-9543",857.110533156738,7.95,58.616667,"Wood"
"5093","T-9552",143.123976031181,7.366731,59.314082,"Charcoal"
"5094","T-9553",633.32296341637,8.54,59.37,"Charcoal"
"5095","T-9554",719.892319361551,8.54,59.37,"Charcoal"
"5096","T-9555",797.617322676449,8.54,59.37,"Charcoal"
"5097","T-9557",149.011246913085,8.698613,59.304512,"Charcoal"
"5098","T-9558",692.350551897311,8.698613,59.304512,"Charcoal"
"5099","T-9559",1308.24934927412,9.6,59.19,"Charcoal"
"5100","T-9560",138.688985863843,9.6,59.19,"Charcoal"
"5101","T-9561",626.845399007716,10.4,59.28,"Charcoal"
"5102","T-9562",396.454198853249,10.474686,59.308965,"Charcoal"
"5103","T-9563",148.475699217298,10.27,59.23,"Charcoal"
"5104","T-9567",1673.08822199738,11.34,60.65,"Charcoal"
"5105","T-9568",1717.20540420023,11.34,60.65,"Charcoal"
"5106","T-9569",1672.92764008872,11.34,60.65,"Charcoal"
"5107","T-9570",1677.46337223263,11.34,60.65,"Charcoal"
"5108","T-9571",1692.49231198899,11.34,60.65,"Charcoal"
"5109","T-9574",2186.80229354218,9.333333,61.65,"Charcoal"
"5110","T-9586",1913.01476959924,10.47,59.38,"Charcoal"
"5111","T-9587",1930.68019924571,10.47,59.38,"Charcoal"
"5112","T-9599",635.779624202708,8.916667,61.8,"Birchbark"
"5113","T-9600",739.013536152804,8.916667,61.8,"Charcoal"
"5114","T-9601",727.669073084691,8.916667,61.8,"Charcoal"
"5115","T-9617",1869.92243709923,10.280033,60.052292,"Charcoal"
"5116","T-9620",423.864814729979,10.9,62.4,"Charcoal"
"5117","T-9621",394.743907291925,10.866667,62.4,"Charcoal"
"5118","T-9624",5810.16727194988,11.583333,60.783333,"Charcoal"
"5119","T-9625",6312.35072748767,11.583333,60.783333,"Charcoal"
"5120","T-9675",1345.3995522908,11.083333,59.283333,"Charcoal"
"5121","T-9676",1495.0675368493,11.083333,59.283333,"Charcoal"
"5122","T-9677",1054.1498024629,11.083333,59.283333,"Charcoal"
"5123","T-969",479.766261604129,10.4,59.433333,"Charcoal"
"5124","T-9697",4290.28692420319,10.07,60.33,"Butter"
"5125","T-970",4254.92064322885,10.4,59.433333,"Charcoal"
"5126","T-9704",618.646636550666,8.016667,58.15,"bone"
"5127","T-9705",751.478330315231,8.016667,58.15,"bone"
"5128","T-9706",285.298696338133,7.533333,59.083333,"Charcoal"
"5129","T-9707",779.829525310751,7.333333,59.566667,"Charcoal"
"5130","T-9707eks.",888.517068750047,7.333333,59.566667,"Charcoal"
"5131","T-9708",704.673497674046,7.333333,59.566667,"Charcoal"
"5132","T-9709",826.701159918995,7.333333,59.566667,"Charcoal"
"5133","T-971",384.803258441824,9.75,61.833333,"Wood"
"5134","T-9710",623.820503804952,7.333333,59.55,"Charcoal"
"5135","T-9711",619.92952931701,7.333333,59.55,"Charcoal"
"5136","T-9712",834.147686410091,7.333333,59.55,"Charcoal"
"5137","T-9713",714.994893200561,7.333333,59.55,"Charcoal"
"5138","T-9714",644.331739239845,7.333333,59.55,"Charcoal"
"5139","T-9715",606.398911735403,7.333333,59.55,"Charcoal"
"5140","T-9716",937.438581081312,7.333333,59.55,"Charcoal"
"5141","T-9717",1015.01201929051,7.333333,59.55,"Charcoal"
"5142","T-9718",1739.93552178502,7.033333,58.116667,"Charcoal"
"5143","T-9719",2062.23453048302,7.033333,58.116667,"Charcoal"
"5144","T-972",2320.88074369688,9.75,61.833333,"Charcoal + sand"
"5145","T-9720",3022.9509314947,7.033333,58.116667,"Charcoal"
"5146","T-9721",3154.49716765462,7.033333,58.116667,"Charcoal"
"5147","T-9722",2594.57488100366,7.033333,58.116667,"Charcoal"
"5148","T-9723",3612.31347746007,7.033333,58.116667,"Charcoal"
"5149","T-9729",1598.62943735542,11.34,60.65,"Charcoal"
"5150","T-9730",1817.39957804643,11.34,60.65,"Charcoal"
"5151","T-9731",1616.73270678954,11.34,60.65,"Charcoal"
"5152","T-9732",1708.62139649465,11.34,60.65,"Charcoal"
"5153","T-9733",1760.16853164299,11.34,60.65,"Charcoal"
"5154","T-9734",1838.84672318343,11.34,60.65,"Charcoal"
"5155","T-9735",1562.17787500384,11.34,60.65,"Charcoal"
"5156","T-9736",1537.83804697576,11.34,60.65,"Charcoal"
"5157","T-9737",1347.50647742888,11.34,60.65,"Charcoal"
"5158","T-9738",1758.90974025982,11.34,60.65,"Charcoal"
"5159","T-9739",1880.10034227957,11.34,60.65,"Charcoal"
"5160","T-9740",1793.68239417002,11.34,60.65,"Charcoal"
"5161","T-9741",1619.80007466086,11.34,60.65,"Charcoal"
"5162","T-9742",1531.41522883334,11.34,60.65,"Charcoal"
"5163","T-9743",1420.23052798583,11.34,60.65,"Charcoal"
"5164","T-9744",1609.66188752057,11.34,60.65,"Charcoal"
"5165","T-9745",1706.75541895794,11.34,60.65,"Charcoal"
"5166","T-9746",1821.89127277512,11.34,60.65,"Charcoal"
"5167","T-9747",1578.02971107813,11.34,60.65,"Charcoal"
"5168","T-9748",1751.32314979555,11.34,60.65,"Charcoal"
"5169","T-9786",5331.53781962625,11.86,58.07,"charcoal"
"5170","T-9795",780.178159319165,8.533333,60.683333,"Charcoal"
"5171","T-9796",749.733177937804,8.233333,60.533333,"Charcoal"
"5172","T-9797",835.477802851929,11.083333,60.25,"Charcoal"
"5173","T-9798",1705.35717709297,10.49,59.61,"Charcoal"
"5174","T-9871",2343.21330095506,10.466667,59.366667,"Charcoal"
"5175","T-9872",292.82064675088,10.466667,59.366667,"Charcoal"
"5176","T-9873",368.110631935467,10.466667,59.366667,"Husk"
"5177","T-9874",2077.53667748354,10.466667,59.366667,"Charcoal"
"5178","T-9875",1652.30652259036,10.466667,59.366667,"Charcoal"
"5179","T-9876",1508.2431275185,11.266667,60.2,"Charcoal"
"5180","T10431",3618.44879946771,25.073286,70.331449,"Charcoal"
"5181","T10435",5112.08298270045,30.85945,70.26825,"Bone"
"5182","T10436",1684.49139080057,30.85945,70.26825,"Charcoal"
"5183","T10799",1630.62702585005,30.85945,70.26825,"Bone"
"5184","T11505",6105.76651886452,13.672,66.516,"Charcoal"
"5185","T11506",5807.95314988057,13.672,66.516,"Charcoal"
"5186","T11507",6318.38361691817,13.672,66.516,"Charcoal"
"5187","T11620",2504.28487277281,22.178091,70.615062,"Charcoal"
"5188","T11622",3852.58319943973,22.178091,70.615062,"Charcoal"
"5189","T12014",6113.22279176883,23.27403,70.14208,"Charcoal"
"5190","T12140",2027.47776295723,21.276594,70.189349,"Charcoal"
"5191","T12902",4342.10568723884,27.96125,70.81392,"Bone"
"5192","T12903",4337.32158833677,27.96125,70.81392,"Bone"
"5193","T12905",4742.22156304453,27.96125,70.81392,"Bone"
"5194","T12906",4374.74889861952,27.96125,70.81392,"Bone"
"5195","T12907",5356.35163506034,27.96125,70.81392,"Bone"
"5196","T12908",4895.88710682022,27.96125,70.81392,"Bone"
"5197","T1343",7449.87989501647,19.709571,68.898679,"Charcoal"
"5198","T13459",2219.23810936596,12.0701,65.0815,"Charcoal"
"5199","T13460",2325.2760779403,12.0701,65.0815,"Charcoal"
"5200","T13726",5154.80284879904,23.598,70.6888,"Charcoal"
"5201","T13727",1987.9355551563,23.598,70.6888,"Charcoal"
"5202","T13728",5343.60791914072,23.598,70.6888,"Charcoal"
"5203","T13911",2256.82733483722,18.209002,69.523362,"Charcoal"
"5204","T13914",2325.2760779403,18.209002,69.523362,"Charcoal"
"5205","T13915",2149.45903826534,18.209002,69.523362,"Charcoal"
"5206","T13977",4624.52435285764,28.321572,70.505736,"Charcoal"
"5207","T13978",1916.16917304346,28.321572,70.505736,"Charcoal"
"5208","T14669",4745.85193221131,25.107209,70.534692,"Charcoal"
"5209","T14670",4424.82787860421,25.107209,70.534692,"Charcoal"
"5210","T14761",2406.08239633328,16.063805,68.737625,"Charcoal"
"5211","T14762",2435.66029830643,16.063805,68.737625,"Charcoal"
"5212","T14763",2231.69789710694,16.063805,68.737625,"Charcoal"
"5213","T14909",2090.27735104123,16.063805,68.737625,"Charcoal"
"5214","T14910",1860.77515860615,16.063805,68.737625,"Charcoal"
"5215","T15003",2160.6900408524,18.1169,69.5557,"Charcoal"
"5216","T15072",2571.9932394958,29.28959,69.23929,"Charcoal"
"5217","T15073",2309.4742960894,29.70042,69.380988,"Charcoal"
"5218","T15135",2213.66897051939,16.13185,68.75391,"Charcoal"
"5219","T15847",3979.02719145358,29.30186,69.22637,"Never"
"5220","T16060",2887.45343377652,16.06373,68.73761,"Charcoal"
"5221","T16061",2107.99899969849,16.06373,68.73761,"Charcoal"
"5222","T16690",2205.48217042603,19.7072,68.4854,"Peat"
"5223","T1728",1904.59577121268,30.031897,69.878445,"Bone"
"5224","T1729",1974.59403381729,30.031897,69.878445,"Bone"
"5225","T1730",3952.845145194,29.8753,69.7298,"Charcoal"
"5226","T1731",4177.12085501545,29.8753,69.7298,"Charcoal"
"5227","T17375",2165.43077798297,19.7072,68.4854,"Charcoal"
"5228","T17376",6352.4887048961,19.500794,69.024302,"Charcoal"
"5229","T17377",7262.9961237624,19.500794,69.024302,"Charcoal"
"5230","T17379",7042.906780029,19.500794,69.024302,"Charcoal"
"5231","T18055",2177.71301994054,18.056987,69.607634,"Charcoal"
"5232","T1816",4973.4473262387,28.7869,70.0758,"Charcoal"
"5233","T1817",2559.21249056545,28.81876,70.074772,"Charcoal"
"5234","T1837",3805.05849289644,27.979123,70.488937,"Charcoal"
"5235","T1914",8077.14663422815,28.846,70.0703,"Shell"
"5236","T1915",4702.74318487743,28.846,70.0703,"Shell"
"5237","T1916",4117.23483474076,28.81876,70.074772,"Shell"
"5238","T1917",4724.61241835566,28.81876,70.074772,"Shell"
"5239","T1918",3992.8123700332,28.81876,70.074772,"Shell"
"5240","T19461",3584.07282653584,23.581,69.202,"Charcoal"
"5241","T19589",2549.49266997097,19.7072,68.4854,"Charcoal"
"5242","T196",5378.79958804626,28.57979,70.111422,"Charcoal"
"5243","T197",5509.22020577269,28.7869,70.0758,"Charcoal"
"5244","T198",3987.48622993741,28.81876,70.074772,"Charcoal"
"5245","T2003",3979.78914015334,29.7847,69.4002,"Charcoal"
"5246","T20064",3160.23036290675,20.2803,68.83051,"Charcoal"
"5247","T2048",3295.12740293381,27.959185,70.814046,"Charcoal"
"5248","T2049",2670.15461659604,27.959185,70.814046,"Charcoal"
"5249","T2050",2555.68316580121,27.959185,70.814046,"Charcoal"
"5250","T2053",5073.63370874772,28.846,70.07,"Shell"
"5251","T2054",5490.65447670206,28.7869,70.0758,"Shell"
"5252","T2055",5161.01308752872,28.846,70.07,"Shell"
"5253","T2056",4093.01104648278,28.7869,70.0758,"Shell"
"5254","T2057",5022.59559213839,28.7869,70.0758,"Shell"
"5255","T2058",3908.5549555291,28.7869,70.0758,"Shell"
"5256","T2058B",3951.30171432382,28.7869,70.0758,"Shell"
"5257","T2059",3836.08893359229,28.81876,70.074772,"Shell"
"5258","T2060",3909.34063970468,28.81876,70.074772,"Charcoal"
"5259","T2159",7666.21410870772,28.57979,70.111422,"Charcoal / Shell"
"5260","T2161",4323.90332597551,28.81876,70.074772,"Bone"
"5261","T2162",4359.07383182734,28.81876,70.074772,"Bone"
"5262","T2163",3965.21724446399,28.81876,70.074772,"Shell"
"5263","T2164",4295.54314625503,28.81876,70.074772,"Charcoal"
"5264","T2165",4665.09409930798,28.7869,70.0758,"Bone / gevir"
"5265","T2166",5331.56398517419,29.8753,69.7298,"Shell"
"5266","T2167",5600.93306935313,29.8753,69.7298,"Shell"
"5267","T2168",4009.86250749186,29.8753,69.7298,"Shell"
"5268","T2238",3955.45351358469,28.7869,70.0758,"Charcoal"
"5269","T2239",3908.5549555291,28.81876,70.074772,"Charcoal"
"5270","T2240",3831.52150060652,28.81876,70.074772,"Shell"
"5271","T2273",3662.28599454886,27.961212,70.814101,"Charcoal"
"5272","T232",6901.91028963695,28.7869,70.0758,"Charcoal"
"5273","T233",4123.76560716791,28.7869,70.0758,"Charcoal"
"5274","T2336",1879.71390394786,17.048,69.037,"Charcoal"
"5275","T234",4254.71442192329,28.81876,70.074772,"Charcoal"
"5276","T2347",4331.53897756414,27.961212,70.814101,"Shell"
"5277","T2348",3761.65509757237,27.961212,70.814101,"Charcoal"
"5278","T2349",3854.32588480585,27.961212,70.814101,"Charcoal"
"5279","T235",5198.46698577471,30.171,69.555,"Charcoal"
"5280","T2350",2939.42304316743,27.961212,70.814101,"Charcoal"
"5281","T2351",3229.22873146798,27.961212,70.814101,"Charcoal"
"5282","T236",5315.84494773574,30.171,69.555,"Charcoal"
"5283","T238",6795.15335484653,19.841138,68.408872,"Charcoal"
"5284","T2468",7219.10936892399,28.846,70.0703,"Bone"
"5285","T2471",6196.86480788386,29.7847,69.4002,"Charcoal"
"5286","T2472",6679.64080655334,28.846,70.0703,"Bone"
"5287","T2473",1631.98695847567,30.031897,69.878445,"Gevir"
"5288","T2474",4873.94007123372,28.846,70.07,"Shell"
"5289","T2475",4193.11647217226,28.81876,70.074772,"Charcoal"
"5290","T2476",3908.5549555291,28.81876,70.074772,"Shell"
"5291","T2477",4490.24454688787,29.8753,69.7298,"Shell"
"5292","T2485",4659.45150253446,27.961212,70.814101,"Shell"
"5293","T2486",3757.506407368,27.961212,70.814101,"Charcoal"
"5294","T2487",3893.88558384736,27.961212,70.814101,"Charcoal"
"5295","T2627",3473.54846980717,17.048,69.037,"Charcoal"
"5296","T2770",2257.15764817617,23.189,69.949,"Charcoal"
"5297","T2771",3969.77092682683,27.961212,70.814101,"Charcoal"
"5298","T2772",4093.01104648278,27.961212,70.814101,"Charcoal"
"5299","T2773",3662.28599454886,27.961212,70.814101,"Charcoal"
"5300","T2881",4772.51117343753,27.96125,70.81392,"Charcoal"
"5301","T2934",2198.18638276078,29.046,70.126,"Tre"
"5302","T3028",3245.73610439817,17.048,69.037,"Charcoal"
"5303","T3064",1911.0195123686,18.03,69.597,"Bone"
"5304","T3214",2493.035800565,28.846,70.07,"Charcoal"
"5305","T3215",5446.65376054133,28.846,70.07,"Charcoal"
"5306","T3216",5141.6740943986,28.846,70.07,"Charcoal"
"5307","T3312",1911.0195123686,16.817,69.065,"Charcoal"
"5308","T3358",5125.62887720727,28.846,70.07,"Charcoal"
"5309","T3359",5395.77423902269,28.846,70.07,"Charcoal"
"5310","T3360",5728.71504885772,28.846,70.07,"Charcoal"
"5311","T3361",5008.80193970831,28.846,70.07,"Charcoal"
"5312","T37-1",1166.68742911212,10.4,59.28,"Wood"
"5313","T3723",4920.12289550553,28.846,70.07,"Bone"
"5314","T4113",8340.35593198499,23.295,70.716,"Charcoal"
"5315","T4114",4614.43588783396,23.295,70.716,"Charcoal"
"5316","T4283",3001.05956848576,23.581,69.202,"Charcoal"
"5317","T4284",3631.40372805962,23.581,69.202,"Charcoal"
"5318","T4285",4808.46382101585,23.581,69.202,"Charcoal"
"5319","T4335",5185.50251591907,23.295,70.716,"Charcoal"
"5320","T4336",5437.76125796317,23.295,70.716,"Charcoal"
"5321","T4337",1494.2476545644,23.295,70.716,"Charcoal"
"5322","T4338",5239.35040077123,23.295,70.716,"Charcoal"
"5323","T4339",5689.77418749462,23.295,70.716,"Charcoal"
"5324","T4340",2528.68126153981,29.773742,69.912139,"Charcoal"
"5325","T4341",3239.98497080848,30.066,69.877,"Bone"
"5326","T4342",3528.77882072036,30.066,69.877,"Shell"
"5327","T4574",2286.04538850611,23.11569,70.75901,"Charcoal"
"5328","T4575",2286.04538850611,23.11569,70.75901,"Charcoal"
"5329","T4576",4250.80368034607,23.11569,70.75901,"Charcoal"
"5330","T4577",3850.27122564666,23.11569,70.75901,"Charcoal"
"5331","T4632",3279.32146669306,30.209,69.784,"Charcoal"
"5332","T4814",2484.91060697824,30.066,69.877,"Charcoal"
"5333","T4815",2293.9057927183,30.066,69.877,"Bone"
"5334","T4847",4678.68555317103,23.295,70.716,"Charcoal"
"5335","T4848",3400.63688977867,23.295,70.716,"Charcoal"
"5336","T4849",2938.34350279486,23.295,70.716,"Charcoal"
"5337","T4955",2939.10072749839,23.11569,70.75901,"Charcoal"
"5338","T5055",4315.29929847347,23.976,70.505,"Charcoal"
"5339","T5131",4666.62893303276,23.295,70.716,"Bone"
"5340","T5393",10401.0866669135,19.011,69.834,"Charcoal"
"5341","T5394",4519.03794732509,23.513,70.541,"Charcoal"
"5342","T5427",2144.75495590874,28.57979,70.111422,"Charcoal"
"5343","T5429",4770.52050719866,30.592,70.544,"Bone"
"5344","T5465",3877.38424563774,23.201,70.213,"Charcoal"
"5345","T6147",2600.54291974358,30.031897,69.878445,"Ceramics"
"5346","T6413",3971.97626837588,28.57605,70.12437,"Charcoal"
"5347","T6414",5121.43029889897,28.57605,70.12437,"Charcoal"
"5348","T6415",9480.77385803361,29.046,70.126,"Charcoal"
"5349","T6416",6596.32466337039,29.046,70.126,"Charcoal"
"5350","T6418",4275.35372028819,29.046,70.126,"Charcoal"
"5351","T6472",2157.82861992888,30.031897,69.878445,"Ceramics"
"5352","T6473",3254.49839004616,24.30738,69.713976,"Ceramics"
"5353","T6474",2520.97306831858,30.031897,69.878445,"Ceramics"
"5354","T6520",4202.61941108919,27.094,70.465,"Charcoal"
"5355","T6522",3910.75354490018,24.6722,70.8831,"Charcoal"
"5356","T6523",2192.84211758652,24.6722,70.8831,"Charcoal"
"5357","T6524",3632.57393109593,24.6722,70.8831,"Charcoal"
"5358","T6525",1706.80359997619,24.6722,70.8831,"Charcoal"
"5359","T6526",2381.34352267977,24.6722,70.8831,"Charcoal"
"5360","T6623",2192.84211758652,24.6722,70.8831,"Charcoal"
"5361","T674",2134.15406743458,29.046,70.126,"Charcoal"
"5362","T675",2494.65843956027,29.046,70.126,"Charcoal"
"5363","T7219",6498.75278189091,29.046,70.126,"Charcoal"
"5364","T7220",5514.41612312753,29.046,70.126,"Charcoal"
"5365","T7305",1785.63702442718,24.6722,70.8831,"Charcoal"
"5366","T7307",1874.11728184246,24.6722,70.8831,"Charcoal"
"5367","T7308",2755.70628288,24.653252,70.888157,"Charcoal"
"5368","T7309",1937.441960476,24.653252,70.888157,"Charcoal"
"5369","T7310",2481.78574667826,24.653252,70.888157,"Charcoal"
"5370","T7311",1514.0414424587,24.653252,70.888157,"Charcoal"
"5371","T7312",3063.18460272727,24.653252,70.888157,"Charcoal"
"5372","T7313",3292.70702358804,24.653252,70.888157,"Charcoal"
"5373","T7314",2948.400961193,24.653252,70.888157,"Charcoal"
"5374","T7315",2835.89828342583,24.653252,70.888157,"Charcoal"
"5375","T7316",3478.54448029801,24.653252,70.888157,"Charcoal"
"5376","T7317",1524.69069019962,24.653252,70.888157,"Charcoal"
"5377","T7318",3478.54448029801,24.653252,70.888157,"Charcoal"
"5378","T7320",1569.49260847489,24.653252,70.888157,"Charcoal"
"5379","T7321",1558.87023842491,24.653252,70.888157,"Charcoal"
"5380","T7581",3784.16798883322,27.101,70.4653,"Charcoal"
"5381","T7654",1494.8023295962,25.360276,70.646411,"Charcoal"
"5382","T7740",3612.85969727202,29.046,70.126,"Charcoal"
"5383","T7741",4094.73382248321,29.046,70.126,"Charcoal"
"5384","T7742",3230.78239362612,29.046,70.126,"Bone"
"5385","T7742b",5121.43029889897,28.57605,70.12437,"Charcoal"
"5386","T7743",3646.50057080982,28.57605,70.12437,"Charcoal"
"5387","T7744",3971.97626837588,28.57605,70.12437,"Charcoal"
"5388","T82-1",1335.76909268947,11.133333,60.133333,"Wood"
"5389","T83-1",1313.9849052438,11.133333,60.133333,"Wood"
"5390","T8341",1795.40000531324,25.360276,70.646411,"Charcoal"
"5391","T8596",3543.53677511778,25.401,70.671,"Charcoal"
"5392","T8598",4844.12968942246,25.401,70.671,"Charcoal"
"5393","T8599",3964.83547840573,25.401,70.671,"Charcoal"
"5394","T86-1",1335.45326560202,11.133333,60.133333,"Wood"
"5395","T873",1959.80571738263,29.3778,70.1006,"Never"
"5396","T8763",2975.66652696908,25.401,70.671,"Charcoal"
"5397","T916",5443.1984189064,28.57979,70.111422,"Charcoal"
"5398","T9457",1965.29032410904,13.967,67.14,"Charcoal"
"5399","T9461",4322.0018959012,23.048399,69.002732,"Charcoal"
"5400","T9862",3662.74076587945,28.919,70.144,"Charcoal"
"5401","T9863",3696.52141024357,28.919,70.144,"Charcoal"
"5402","T9864",3899.06559191084,28.919,70.144,"Charcoal"
"5403","T9865",3814.3264481042,28.919,70.144,"Charcoal"
"5404","T9866",4072.85343645301,28.919,70.144,"Charcoal"
"5405","T9867",3937.20293563624,28.919,70.144,"Charcoal"
"5406","T9868",3667.65968894277,28.919,70.144,"Charcoal"
"5407","T9869",3800.98096066953,28.919,70.144,"Charcoal"
"5408","TRa - 3955",2572.27838729217,11.059196,59.214037,"Charcoal"
"5409","TRa - 3956",876.061235730769,11.059196,59.214037,"Charcoal"
"5410","TRa - 3957",3759.39505150401,11.059196,59.214037,"Charcoal"
"5411","TRa - 3958",1354.69911007744,11.059196,59.214037,"Charcoal"
"5412","TRa - 3959",1015.22346520523,11.059196,59.214037,"Charcoal"
