"","Row.Id","LabID","Age","Error","Material","Taxa","d13C","Method","Long","Lat","LocAccuracy","Period","SiteID","SiteName","Country","Province","Continent","Source","Reference"
"5261",153791,"T2162",3930,70,"Bone","","","",28.81876,70.074772,2,"","","Gressbakken NVHus 11","Norway","","Europe","Jorgensen_2020","Jørgensen E. K. 2017. The Palaeodemographic and Environmental Dynamics of Prehistoric Arctic Norway: An Overview of Human-Climate Covariation"
"5262",153792,"T2163",3640,80,"Shell","","","",28.81876,70.074772,2,"","","Gressbakken Nò (Nyelv 4)Hus 22","Norway","","Europe","Jorgensen_2020","Jørgensen E. K. 2017. The Palaeodemographic and Environmental Dynamics of Prehistoric Arctic Norway: An Overview of Human-Climate Covariation"
"5263",153793,"T2164",3880,110,"Charcoal","","","",28.81876,70.074772,2,"","","Gressbakken Nò (Nyelv 4)Hus 24","Norway","","Europe","Jorgensen_2020","Jørgensen E. K. 2017. The Palaeodemographic and Environmental Dynamics of Prehistoric Arctic Norway: An Overview of Human-Climate Covariation"
"5264",153794,"T2165",4150,100,"Bone / gevir","","","",28.7869,70.0758,2,"","","AdvikHus a","Norway","","Europe","Jorgensen_2020","Jørgensen E. K. 2017. The Palaeodemographic and Environmental Dynamics of Prehistoric Arctic Norway: An Overview of Human-Climate Covariation"
"5265",153795,"T2166",4640,100,"Shell","","","",29.8753,69.7298,2,"","","Høybukt S√ò","Norway","","Europe","Jorgensen_2020","Jørgensen E. K. 2017. The Palaeodemographic and Environmental Dynamics of Prehistoric Arctic Norway: An Overview of Human-Climate Covariation"
"5266",153796,"T2167",4870,60,"Shell","","","",29.8753,69.7298,2,"","","Høybukt S√ò","Norway","","Europe","Jorgensen_2020","Jørgensen E. K. 2017. The Palaeodemographic and Environmental Dynamics of Prehistoric Arctic Norway: An Overview of Human-Climate Covariation"
"5267",153797,"T2168",3670,100,"Shell","","","",29.8753,69.7298,2,"","","Høybukt NV","Norway","","Europe","Jorgensen_2020",""
"5268",153801,"T2238",3620,190,"Charcoal","","","",28.7869,70.0758,2,"","","AdvikHus n","Norway","","Europe","Jorgensen_2020","Jørgensen E. K. 2017. The Palaeodemographic and Environmental Dynamics of Prehistoric Arctic Norway: An Overview of Human-Climate Covariation"
"5269",153802,"T2239",3600,80,"Charcoal","","","",28.81876,70.074772,2,"","","Gressbakken Nò (Nyelv 4)Hus 21","Norway","","Europe","Jorgensen_2020","Jørgensen E. K. 2017. The Palaeodemographic and Environmental Dynamics of Prehistoric Arctic Norway: An Overview of Human-Climate Covariation"
"5270",153803,"T2240",3550,40,"Shell","","","",28.81876,70.074772,2,"","","Gressbakken Nò (Nyelv 4)Hus 23","Norway","","Europe","Jorgensen_2020",""
"5271",153804,"T2273",3410,80,"Charcoal","","","",27.961212,70.814101,2,"","","IversfjordHus 24","Norway","","Europe","Jorgensen_2020","Jensen 2002 406; Kneisel 2012 772"
