"","Age"
"2350",1543
"2351",1545
"2352",1545
"2353",1545
"2354",1545
"2355",1545
"2356",1545
"2357",1545
"2358",1545
"2359",1549
"2360",1550
"2361",1550
"2362",1550
"2363",1550
"2364",1550
"2365",1550
"2366",1550
"2367",1550
"2368",1550
"2369",1550
"2370",1550
"2371",1550
"2372",1550
"2373",1550
"2374",1550
"2375",1551
"2376",1551
"2377",1551
"2378",1552
"2379",1553
"2380",1553
"2381",1554
"2382",1555
"2383",1555
"2384",1555
"2385",1555
"2386",1555
"2387",1555
"2388",1555
"2389",1555
"2390",1557
"2391",1560
"2392",1560
"2393",1560
"2394",1560
"2395",1560
"2396",1560
"2397",1560
"2398",1560
"2399",1560
"2400",1560
"2401",1560
"2402",1560
"2403",1560
"2404",1560
"2405",1561
"2406",1561
"2407",1561
"2408",1561
"2409",1562
"2410",1562
"2411",1563
"2412",1564
"2413",1564
"2414",1564
"2415",1564
"2416",1565
"2417",1565
"2418",1565
"2419",1565
"2420",1565
"2421",1565
"2422",1565
"2423",1565
"2424",1565
"2425",1565
"2426",1565
"2427",1566
"2428",1567
"2429",1567
"2430",1568
"2431",1568
"2432",1569
"2433",1570
"2434",1570
"2435",1570
"2436",1570
"2437",1570
"2438",1570
"2439",1570
"2440",1570
"2441",1570
"2442",1570
"2443",1570
"2444",1570
"2445",1570
"2446",1571
"2447",1571
"2448",1572
"2449",1573
"2450",1573
"2451",1573
"2452",1573
"2453",1574
"2454",1575
"2455",1575
"2456",1575
"2457",1575
"2458",1575
"2459",1575
"2460",1575
"2461",1575
"2462",1575
"2463",1575
"2464",1575
"2465",1575
"2466",1578
"2467",1579
"2468",1579
"2469",1580
"2470",1580
"2471",1580
"2472",1580
"2473",1580
"2474",1580
"2475",1580
"2476",1580
"2477",1580
"2478",1580
"2479",1580
"2480",1580
"2481",1580
"2482",1580
"2483",1580
"2484",1580
"2485",1581
"2486",1581
"2487",1583
"2488",1584
"2489",1585
"2490",1585
"2491",1585
"2492",1585
"2493",1585
"2494",1585
"2495",1585
"2496",1585
"2497",1587
"2498",1588
"2499",1589
"2500",1589
"2501",1590
"2502",1590
"2503",1590
"2504",1590
"2505",1590
"2506",1590
"2507",1590
"2508",1590
"2509",1590
"2510",1590
"2511",1590
"2512",1590
"2513",1590
"2514",1590
"2515",1591
"2516",1592
"2517",1593
"2518",1593
"2519",1595
"2520",1595
"2521",1595
"2522",1595
"2523",1595
"2524",1595
"2525",1595
"2526",1597
"2527",1597
"2528",1598
"2529",1598
"2530",1598
"2531",1598
"2532",1599
"2533",1599
"2534",1600
"2535",1600
"2536",1600
"2537",1600
"2538",1600
"2539",1600
"2540",1600
"2541",1600
"2542",1600
"2543",1600
"2544",1602
"2545",1604
"2546",1604
"2547",1604
"2548",1604
"2549",1604
"2550",1605
"2551",1605
"2552",1605
"2553",1605
"2554",1605
"2555",1605
"2556",1606
"2557",1606
"2558",1607
"2559",1608
"2560",1610
"2561",1610
"2562",1610
"2563",1610
"2564",1610
"2565",1610
"2566",1610
"2567",1610
"2568",1610
"2569",1610
"2570",1610
"2571",1610
"2572",1610
"2573",1610
"2574",1610
"2575",1610
"2576",1610
"2577",1610
"2578",1610
"2579",1610
"2580",1612
"2581",1612
"2582",1613
"2583",1613
"2584",1614
"2585",1615
"2586",1615
"2587",1615
"2588",1615
"2589",1616
"2590",1616
"2591",1618
"2592",1618
"2593",1619
"2594",1619
"2595",1619
"2596",1620
"2597",1620
"2598",1620
"2599",1620
"2600",1620
"2601",1620
"2602",1620
"2603",1620
"2604",1620
"2605",1620
"2606",1620
"2607",1620
"2608",1622
"2609",1622
"2610",1622
"2611",1623
"2612",1624
"2613",1624
"2614",1625
"2615",1625
"2616",1625
"2617",1625
"2618",1625
"2619",1626
"2620",1626
"2621",1626
"2622",1626
"2623",1627
"2624",1627
"2625",1628
"2626",1628
"2627",1628
"2628",1629
"2629",1629
"2630",1629
"2631",1630
"2632",1630
"2633",1630
"2634",1630
"2635",1630
"2636",1630
"2637",1630
"2638",1630
"2639",1630
"2640",1630
"2641",1630
"2642",1630
"2643",1630
"2644",1630
"2645",1631
"2646",1632
"2647",1632
"2648",1632
"2649",1633
"2650",1633
"2651",1633
"2652",1634
"2653",1635
"2654",1635
"2655",1635
"2656",1635
"2657",1635
"2658",1635
"2659",1635
"2660",1635
"2661",1636
"2662",1636
"2663",1636
"2664",1637
"2665",1637
"2666",1637
"2667",1638
"2668",1639
"2669",1639
"2670",1639
"2671",1640
"2672",1640
"2673",1640
"2674",1640
"2675",1640
"2676",1640
"2677",1640
"2678",1640
"2679",1640
"2680",1640
"2681",1640
"2682",1640
"2683",1640
"2684",1640
"2685",1640
"2686",1640
"2687",1640
"2688",1640
"2689",1640
"2690",1641
"2691",1641
"2692",1641
"2693",1641
"2694",1642
"2695",1642
"2696",1642
"2697",1642
"2698",1643
"2699",1644
"2700",1645
"2701",1645
"2702",1645
"2703",1645
"2704",1645
"2705",1645
"2706",1646
"2707",1646
"2708",1646
"2709",1646
"2710",1648
"2711",1649
"2712",1650
"2713",1650
"2714",1650
"2715",1650
"2716",1650
"2717",1650
"2718",1650
"2719",1650
"2720",1650
"2721",1650
"2722",1650
"2723",1650
"2724",1650
"2725",1650
"2726",1650
"2727",1650
"2728",1650
"2729",1650
"2730",1651
"2731",1651
"2732",1652
"2733",1653
"2734",1653
"2735",1654
"2736",1654
"2737",1655
"2738",1655
"2739",1655
"2740",1655
"2741",1655
"2742",1655
"2743",1655
"2744",1658
"2745",1659
"2746",1659
"2747",1660
"2748",1660
"2749",1660
"2750",1660
"2751",1660
"2752",1660
"2753",1660
"2754",1660
"2755",1660
"2756",1660
"2757",1660
"2758",1660
"2759",1660
"2760",1660
"2761",1660
"2762",1661
"2763",1661
"2764",1661
"2765",1662
"2766",1662
"2767",1663
"2768",1663
"2769",1663
"2770",1664
"2771",1665
"2772",1665
"2773",1665
"2774",1665
"2775",1666
"2776",1667
"2777",1667
"2778",1667
"2779",1668
"2780",1668
"2781",1668
"2782",1668
"2783",1668
"2784",1670
"2785",1670
"2786",1670
"2787",1670
"2788",1670
"2789",1670
"2790",1670
"2791",1670
"2792",1670
"2793",1670
"2794",1670
"2795",1670
"2796",1670
"2797",1670
"2798",1670
"2799",1670
"2800",1670
"2801",1670
"2802",1670
"2803",1672
"2804",1673
"2805",1673
"2806",1673
"2807",1674
"2808",1674
"2809",1675
"2810",1675
"2811",1675
"2812",1675
"2813",1675
"2814",1675
"2815",1677
"2816",1678
"2817",1679
"2818",1679
"2819",1680
"2820",1680
"2821",1680
"2822",1680
"2823",1680
"2824",1680
"2825",1680
"2826",1680
"2827",1680
"2828",1680
"2829",1680
"2830",1680
"2831",1680
"2832",1680
"2833",1681
"2834",1682
"2835",1682
"2836",1683
"2837",1683
"2838",1685
"2839",1685
"2840",1685
"2841",1685
"2842",1685
"2843",1685
"2844",1687
"2845",1688
"2846",1689
"2847",1689
"2848",1689
"2849",1690
"2850",1690
"2851",1690
"2852",1690
"2853",1690
"2854",1690
"2855",1690
"2856",1690
"2857",1690
"2858",1690
"2859",1690
"2860",1690
"2861",1690
"2862",1691
"2863",1691
"2864",1691
"2865",1692
"2866",1694
"2867",1694
"2868",1695
"2869",1695
"2870",1695
"2871",1695
"2872",1695
"2873",1695
"2874",1695
"2875",1696
"2876",1696
"2877",1697
"2878",1697
"2879",1697
"2880",1698
"2881",1698
"2882",1699
"2883",1699
"2884",1700
"2885",1700
"2886",1700
"2887",1700
"2888",1700
"2889",1700
"2890",1700
"2891",1700
"2892",1700
"2893",1700
"2894",1700
"2895",1700
"2896",1701
"2897",1702
"2898",1702
"2899",1702
"2900",1703
"2901",1704
"2902",1704
"2903",1704
"2904",1705
"2905",1705
"2906",1705
"2907",1705
"2908",1705
"2909",1705
"2910",1707
"2911",1709
"2912",1709
"2913",1710
"2914",1710
"2915",1710
"2916",1710
"2917",1710
"2918",1710
"2919",1710
"2920",1710
"2921",1710
"2922",1710
"2923",1710
"2924",1710
"2925",1710
"2926",1710
"2927",1710
"2928",1711
"2929",1711
"2930",1712
"2931",1713
"2932",1714
"2933",1714
"2934",1714
"2935",1714
"2936",1715
"2937",1715
"2938",1715
"2939",1715
"2940",1715
"2941",1715
"2942",1715
"2943",1715
"2944",1715
"2945",1715
"2946",1715
"2947",1715
"2948",1715
"2949",1715
"2950",1715
"2951",1715
"2952",1717
"2953",1717
"2954",1718
"2955",1719
"2956",1719
"2957",1719
"2958",1720
"2959",1720
"2960",1720
"2961",1720
"2962",1720
"2963",1720
"2964",1720
"2965",1720
"2966",1720
"2967",1720
"2968",1720
"2969",1720
"2970",1720
"2971",1721
"2972",1724
"2973",1724
"2974",1724
"2975",1725
"2976",1725
"2977",1725
"2978",1725
"2979",1725
"2980",1725
"2981",1725
"2982",1725
"2983",1726
"2984",1726
"2985",1726
"2986",1726
"2987",1727
"2988",1727
"2989",1727
"2990",1727
"2991",1727
"2992",1727
"2993",1728
"2994",1728
"2995",1729
"2996",1729
"2997",1730
"2998",1730
"2999",1730
"3000",1730
"3001",1730
"3002",1730
"3003",1730
"3004",1730
"3005",1730
"3006",1730
"3007",1730
"3008",1730
"3009",1730
"3010",1730
"3011",1730
"3012",1731
"3013",1732
"3014",1732
"3015",1733
"3016",1734
"3017",1734
"3018",1735
"3019",1735
"3020",1735
"3021",1735
"3022",1735
"3023",1735
"3024",1737
"3025",1737
"3026",1738
"3027",1738
"3028",1739
"3029",1739
"3030",1739
"3031",1739
"3032",1740
"3033",1740
"3034",1740
"3035",1740
"3036",1740
"3037",1740
"3038",1740
"3039",1740
"3040",1740
"3041",1740
"3042",1740
"3043",1740
"3044",1740
"3045",1740
"3046",1741
"3047",1742
"3048",1742
"3049",1742
"3050",1743
"3051",1743
"3052",1743
"3053",1743
"3054",1745
"3055",1745
"3056",1745
"3057",1745
"3058",1745
"3059",1745
"3060",1745
"3061",1745
"3062",1746
"3063",1749
"3064",1749
"3065",1750
"3066",1750
"3067",1750
"3068",1750
"3069",1750
"3070",1750
"3071",1750
"3072",1750
"3073",1750
"3074",1750
"3075",1750
"3076",1750
"3077",1750
"3078",1751
"3079",1751
"3080",1751
"3081",1751
"3082",1753
"3083",1753
"3084",1754
"3085",1755
"3086",1755
"3087",1755
"3088",1755
"3089",1755
"3090",1755
"3091",1755
"3092",1755
"3093",1756
"3094",1757
"3095",1758
"3096",1758
"3097",1758
"3098",1759
"3099",1759
"3100",1760
"3101",1760
"3102",1760
"3103",1760
"3104",1760
"3105",1760
"3106",1760
"3107",1760
"3108",1760
"3109",1760
"3110",1760
"3111",1760
"3112",1760
"3113",1761
"3114",1761
"3115",1762
"3116",1762
"3117",1762
"3118",1763
"3119",1763
"3120",1765
"3121",1765
"3122",1765
"3123",1765
"3124",1766
"3125",1766
"3126",1767
"3127",1768
"3128",1768
"3129",1768
"3130",1769
"3131",1769
"3132",1770
"3133",1770
"3134",1770
"3135",1770
"3136",1770
"3137",1770
"3138",1770
"3139",1770
"3140",1770
"3141",1770
"3142",1770
"3143",1770
"3144",1775
"3145",1775
"3146",1775
"3147",1775
"3148",1775
"3149",1775
"3150",1776
"3151",1776
"3152",1776
"3153",1776
"3154",1777
"3155",1777
"3156",1778
"3157",1780
"3158",1780
"3159",1780
"3160",1780
"3161",1780
"3162",1780
"3163",1780
"3164",1780
"3165",1780
"3166",1780
"3167",1780
"3168",1780
"3169",1780
"3170",1780
"3171",1780
"3172",1780
"3173",1781
"3174",1781
"3175",1781
"3176",1782
"3177",1782
"3178",1783
"3179",1784
"3180",1784
"3181",1784
"3182",1785
"3183",1785
"3184",1785
"3185",1785
"3186",1785
"3187",1785
"3188",1785
"3189",1785
"3190",1785
"3191",1785
"3192",1785
"3193",1785
"3194",1786
"3195",1786
"3196",1786
"3197",1787
"3198",1787
"3199",1787
"3200",1787
"3201",1788
"3202",1789
"3203",1789
"3204",1789
"3205",1790
"3206",1790
"3207",1790
"3208",1790
"3209",1790
"3210",1790
"3211",1790
"3212",1790
"3213",1790
"3214",1790
"3215",1791
"3216",1791
"3217",1792
"3218",1794
"3219",1795
"3220",1795
"3221",1795
"3222",1795
"3223",1795
"3224",1795
"3225",1795
"3226",1795
"3227",1796
"3228",1796
"3229",1797
"3230",1797
"3231",1797
"3232",1798
"3233",1798
"3234",1798
"3235",1800
"3236",1800
"3237",1800
"3238",1800
"3239",1800
"3240",1800
"3241",1800
"3242",1800
"3243",1800
"3244",1800
"3245",1800
"3246",1800
"3247",1800
"3248",1800
"3249",1800
"3250",1800
"3251",1800
"3252",1801
"3253",1802
"3254",1802
"3255",1803
"3256",1803
"3257",1804
"3258",1805
"3259",1805
"3260",1805
"3261",1806
"3262",1806
"3263",1806
"3264",1807
"3265",1807
"3266",1807
"3267",1807
"3268",1808
"3269",1808
"3270",1809
"3271",1810
"3272",1810
"3273",1810
"3274",1810
"3275",1810
"3276",1810
"3277",1810
"3278",1810
"3279",1810
"3280",1810
"3281",1810
"3282",1810
"3283",1810
"3284",1810
"3285",1811
"3286",1813
"3287",1813
"3288",1813
"3289",1813
"3290",1814
"3291",1815
"3292",1815
"3293",1815
"3294",1815
"3295",1815
"3296",1815
"3297",1816
"3298",1816
"3299",1816
"3300",1817
"3301",1817
"3302",1818
"3303",1819
"3304",1819
"3305",1820
"3306",1820
"3307",1820
"3308",1820
"3309",1820
"3310",1820
"3311",1820
"3312",1822
"3313",1823
"3314",1824
"3315",1824
"3316",1825
"3317",1825
"3318",1825
"3319",1825
"3320",1825
"3321",1825
"3322",1825
"3323",1825
"3324",1826
"3325",1827
"3326",1829
"3327",1830
"3328",1830
"3329",1830
"3330",1830
"3331",1830
"3332",1830
"3333",1830
"3334",1830
"3335",1830
"3336",1830
"3337",1830
"3338",1830
"3339",1830
"3340",1830
"3341",1830
"3342",1831
"3343",1831
"3344",1832
"3345",1832
"3346",1833
"3347",1834
"3348",1834
"3349",1835
"3350",1835
"3351",1835
"3352",1835
"3353",1837
"3354",1837
"3355",1837
"3356",1837
"3357",1838
"3358",1838
"3359",1839
"3360",1840
"3361",1840
"3362",1840
"3363",1840
"3364",1840
"3365",1840
"3366",1840
"3367",1840
"3368",1840
"3369",1840
"3370",1840
"3371",1841
"3372",1841
"3373",1841
"3374",1841
"3375",1841
"3376",1842
"3377",1843
"3378",1844
"3379",1844
"3380",1844
"3381",1845
"3382",1845
"3383",1845
"3384",1845
"3385",1846
"3386",1847
"3387",1848
"3388",1849
"3389",1849
"3390",1850
"3391",1850
"3392",1850
"3393",1850
"3394",1850
"3395",1850
"3396",1850
"3397",1850
"3398",1850
"3399",1850
"3400",1850
"3401",1851
"3402",1852
"3403",1852
"3404",1854
"3405",1854
"3406",1855
"3407",1855
"3408",1856
"3409",1856
"3410",1858
"3411",1859
"3412",1859
"3413",1860
"3414",1860
"3415",1860
"3416",1860
"3417",1860
"3418",1860
"3419",1860
"3420",1860
"3421",1860
"3422",1860
"3423",1860
"3424",1860
"3425",1864
"3426",1865
"3427",1865
"3428",1865
"3429",1865
"3430",1865
"3431",1865
"3432",1865
"3433",1866
"3434",1866
"3435",1866
"3436",1867
"3437",1867
"3438",1868
"3439",1868
"3440",1869
"3441",1870
"3442",1870
"3443",1870
"3444",1870
"3445",1870
"3446",1870
"3447",1870
"3448",1870
"3449",1870
"3450",1870
"3451",1870
"3452",1870
"3453",1871
"3454",1872
"3455",1872
"3456",1873
"3457",1874
"3458",1875
"3459",1875
"3460",1875
"3461",1875
"3462",1875
"3463",1875
"3464",1875
"3465",1875
"3466",1876
"3467",1878
"3468",1879
"3469",1879
"3470",1880
"3471",1880
"3472",1880
"3473",1880
"3474",1880
"3475",1880
"3476",1880
"3477",1880
"3478",1880
"3479",1880
"3480",1880
"3481",1880
"3482",1880
"3483",1881
"3484",1882
"3485",1883
"3486",1883
"3487",1885
"3488",1885
"3489",1885
"3490",1885
"3491",1885
"3492",1885
"3493",1886
"3494",1886
"3495",1888
"3496",1889
"3497",1890
"3498",1890
"3499",1890
"3500",1890
"3501",1890
"3502",1890
"3503",1890
"3504",1890
"3505",1890
"3506",1890
"3507",1890
"3508",1890
"3509",1890
"3510",1890
"3511",1890
"3512",1890
"3513",1890
"3514",1891
"3515",1892
"3516",1893
"3517",1893
"3518",1894
"3519",1895
"3520",1895
"3521",1895
"3522",1895
"3523",1897
"3524",1900
"3525",1900
"3526",1900
"3527",1900
"3528",1900
"3529",1900
"3530",1900
"3531",1900
"3532",1900
"3533",1900
"3534",1900
"3535",1900
"3536",1900
"3537",1900
"3538",1900
"3539",1900
"3540",1900
"3541",1900
"3542",1900
"3543",1900
"3544",1900
"3545",1900
"3546",1900
"3547",1900
"3548",1901
"3549",1902
"3550",1904
"3551",1905
"3552",1905
"3553",1905
"3554",1905
"3555",1905
"3556",1905
"3557",1906
"3558",1906
"3559",1907
"3560",1907
"3561",1907
"3562",1908
"3563",1910
"3564",1910
"3565",1910
"3566",1910
"3567",1910
"3568",1910
"3569",1910
"3570",1910
"3571",1910
"3572",1910
"3573",1910
"3574",1910
"3575",1910
"3576",1911
"3577",1914
"3578",1915
"3579",1915
"3580",1915
"3581",1915
"3582",1916
"3583",1917
"3584",1918
"3585",1919
"3586",1919
"3587",1920
"3588",1920
"3589",1920
"3590",1920
"3591",1920
"3592",1920
"3593",1920
"3594",1920
"3595",1920
"3596",1920
"3597",1923
"3598",1923
"3599",1924
"3600",1925
"3601",1925
"3602",1925
"3603",1925
"3604",1925
"3605",1925
"3606",1925
"3607",1925
"3608",1925
"3609",1925
"3610",1927
"3611",1927
"3612",1930
"3613",1930
"3614",1930
"3615",1930
"3616",1930
"3617",1930
"3618",1930
"3619",1930
"3620",1930
"3621",1930
"3622",1930
"3623",1930
"3624",1930
"3625",1930
"3626",1931
"3627",1931
"3628",1931
"3629",1932
"3630",1934
"3631",1934
"3632",1935
"3633",1935
"3634",1935
"3635",1935
"3636",1935
"3637",1935
"3638",1940
"3639",1940
"3640",1940
"3641",1940
"3642",1940
"3643",1940
"3644",1940
"3645",1940
"3646",1940
"3647",1940
"3648",1940
"3649",1940
"3650",1940
"3651",1941
"3652",1941
"3653",1942
"3654",1943
"3655",1943
"3656",1943
"3657",1945
"3658",1945
"3659",1945
"3660",1945
"3661",1945
"3662",1945
"3663",1946
"3664",1947
"3665",1948
"3666",1948
"3667",1948
"3668",1948
"3669",1950
"3670",1950
"3671",1950
"3672",1950
"3673",1950
"3674",1950
"3675",1950
"3676",1950
"3677",1950
"3678",1950
"3679",1950
"3680",1950
"3681",1950
"3682",1950
"3683",1950
"3684",1950
"3685",1950
"3686",1950
"3687",1952
"3688",1954
"3689",1955
"3690",1955
"3691",1956
"3692",1956
"3693",1960
"3694",1960
"3695",1960
"3696",1960
"3697",1960
"3698",1960
"3699",1961
"3700",1962
"3701",1963
"3702",1964
"3703",1964
"3704",1965
"3705",1965
"3706",1965
"3707",1965
"3708",1965
"3709",1965
"3710",1965
"3711",1965
"3712",1966
"3713",1966
"3714",1967
"3715",1967
"3716",1970
"3717",1970
"3718",1970
"3719",1970
"3720",1970
"3721",1970
"3722",1970
"3723",1970
"3724",1971
"3725",1974
"3726",1975
"3727",1975
"3728",1975
"3729",1977
"3730",1977
"3731",1977
"3732",1977
"3733",1977
"3734",1977
"3735",1978
"3736",1979
"3737",1980
"3738",1980
"3739",1980
"3740",1980
"3741",1980
"3742",1980
"3743",1980
"3744",1980
"3745",1980
"3746",1980
"3747",1980
"3748",1982
"3749",1983
"3750",1983
"3751",1984
"3752",1984
"3753",1985
"3754",1985
"3755",1985
"3756",1985
"3757",1985
"3758",1985
"3759",1985
"3760",1985
"3761",1986
"3762",1989
"3763",1989
"3764",1990
"3765",1990
"3766",1990
"3767",1990
"3768",1990
"3769",1990
"3770",1990
"3771",1990
"3772",1990
"3773",1990
"3774",1990
"3775",1990
"3776",1991
"3777",1991
"3778",1992
"3779",1995
"3780",1995
"3781",1995
"3782",1996
"3783",1996
"3784",1996
"3785",1996
"3786",1997
"3787",2000
"3788",2000
"3789",2000
"3790",2000
"3791",2000
"3792",2000
"3793",2000
"3794",2000
"3795",2000
"3796",2000
"3797",2000
"3798",2001
"3799",2002
"3800",2003
"3801",2003
"3802",2003
"3803",2005
"3804",2005
"3805",2005
"3806",2006
"3807",2008
"3808",2009
"3809",2010
"3810",2010
"3811",2010
"3812",2010
"3813",2010
"3814",2011
"3815",2012
"3816",2013
"3817",2014
"3818",2015
"3819",2015
"3820",2015
"3821",2015
"3822",2015
"3823",2019
"3824",2019
"3825",2019
"3826",2020
"3827",2020
"3828",2020
"3829",2020
"3830",2020
"3831",2020
"3832",2020
"3833",2020
"3834",2020
"3835",2020
"3836",2020
"3837",2024
"3838",2024
"3839",2025
"3840",2025
"3841",2025
"3842",2025
"3843",2026
"3844",2026
"3845",2030
"3846",2030
"3847",2030
"3848",2030
"3849",2030
"3850",2030
"3851",2031
"3852",2031
"3853",2032
"3854",2032
"3855",2034
"3856",2035
"3857",2036
"3858",2038
"3859",2040
"3860",2040
"3861",2040
"3862",2040
"3863",2040
"3864",2040
"3865",2040
"3866",2040
"3867",2040
"3868",2040
"3869",2040
"3870",2040
"3871",2040
"3872",2040
"3873",2041
"3874",2042
"3875",2043
"3876",2045
"3877",2045
"3878",2045
"3879",2045
"3880",2045
"3881",2047
"3882",2048
"3883",2048
"3884",2049
"3885",2050
"3886",2050
"3887",2050
"3888",2050
"3889",2050
"3890",2050
"3891",2050
"3892",2050
"3893",2050
"3894",2050
"3895",2050
"3896",2050
"3897",2052
"3898",2052
"3899",2053
"3900",2054
"3901",2055
"3902",2055
"3903",2055
"3904",2057
"3905",2059
"3906",2059
"3907",2059
"3908",2060
"3909",2060
"3910",2060
"3911",2060
"3912",2060
"3913",2060
"3914",2060
"3915",2060
"3916",2060
"3917",2060
"3918",2060
"3919",2062
"3920",2062
"3921",2062
"3922",2062
"3923",2063
"3924",2063
"3925",2064
"3926",2064
"3927",2064
"3928",2064
"3929",2065
"3930",2065
"3931",2065
"3932",2065
"3933",2065
"3934",2065
"3935",2066
"3936",2067
"3937",2067
"3938",2067
"3939",2067
"3940",2068
"3941",2068
"3942",2068
"3943",2069
"3944",2070
"3945",2070
"3946",2070
"3947",2070
"3948",2070
"3949",2070
"3950",2070
"3951",2070
"3952",2070
"3953",2070
"3954",2070
"3955",2070
"3956",2070
"3957",2070
"3958",2070
"3959",2070
"3960",2070
"3961",2072
"3962",2072
"3963",2072
"3964",2073
"3965",2075
"3966",2075
"3967",2075
"3968",2075
"3969",2075
"3970",2075
"3971",2075
"3972",2075
"3973",2076
"3974",2078
"3975",2080
"3976",2080
"3977",2080
"3978",2080
"3979",2080
"3980",2080
"3981",2080
"3982",2080
"3983",2080
"3984",2080
"3985",2080
"3986",2080
"3987",2080
"3988",2080
"3989",2080
"3990",2080
"3991",2081
"3992",2081
"3993",2081
"3994",2081
"3995",2082
"3996",2083
"3997",2083
"3998",2084
"3999",2085
"4000",2085
"4001",2086
"4002",2087
"4003",2088
"4004",2088
"4005",2088
"4006",2089
"4007",2089
"4008",2090
"4009",2090
"4010",2090
"4011",2090
"4012",2090
"4013",2090
"4014",2090
"4015",2090
"4016",2090
"4017",2090
"4018",2090
"4019",2090
"4020",2090
"4021",2090
"4022",2090
"4023",2090
"4024",2090
"4025",2090
"4026",2091
"4027",2091
"4028",2091
"4029",2092
"4030",2092
"4031",2093
"4032",2094
"4033",2094
"4034",2095
"4035",2095
"4036",2095
"4037",2095
"4038",2095
"4039",2095
"4040",2096
"4041",2096
"4042",2097
"4043",2097
"4044",2098
"4045",2098
"4046",2098
"4047",2098
"4048",2099
"4049",2099
"4050",2099
"4051",2099
"4052",2099
"4053",2100
"4054",2100
"4055",2100
"4056",2100
"4057",2100
"4058",2100
"4059",2100
"4060",2100
"4061",2100
"4062",2100
"4063",2100
"4064",2104
"4065",2104
"4066",2105
"4067",2105
"4068",2105
"4069",2105
"4070",2105
"4071",2105
"4072",2105
"4073",2105
"4074",2105
"4075",2105
"4076",2105
"4077",2106
"4078",2107
"4079",2108
"4080",2108
"4081",2110
"4082",2110
"4083",2110
"4084",2110
"4085",2110
"4086",2110
"4087",2110
"4088",2110
"4089",2110
"4090",2110
"4091",2110
"4092",2110
"4093",2110
"4094",2110
"4095",2110
"4096",2110
"4097",2110
"4098",2110
"4099",2110
"4100",2110
"4101",2110
"4102",2110
"4103",2110
"4104",2110
"4105",2111
"4106",2111
"4107",2113
"4108",2114
"4109",2114
"4110",2115
"4111",2115
"4112",2115
"4113",2117
"4114",2118
"4115",2118
"4116",2118
"4117",2118
"4118",2118
"4119",2119
"4120",2120
"4121",2120
"4122",2120
"4123",2120
"4124",2120
"4125",2120
"4126",2120
"4127",2120
"4128",2120
"4129",2120
"4130",2120
"4131",2120
"4132",2120
"4133",2120
"4134",2120
"4135",2120
"4136",2122
"4137",2123
"4138",2123
"4139",2123
"4140",2123
"4141",2124
"4142",2125
"4143",2125
"4144",2125
"4145",2125
"4146",2125
"4147",2125
"4148",2126
"4149",2127
"4150",2128
"4151",2128
"4152",2129
"4153",2130
"4154",2130
"4155",2130
"4156",2130
"4157",2130
"4158",2130
"4159",2130
"4160",2130
"4161",2130
"4162",2130
"4163",2130
"4164",2130
"4165",2130
"4166",2130
"4167",2130
"4168",2131
"4169",2131
"4170",2131
"4171",2132
"4172",2132
"4173",2133
"4174",2133
"4175",2134
"4176",2135
"4177",2135
"4178",2135
"4179",2135
"4180",2136
"4181",2136
"4182",2137
"4183",2137
"4184",2138
"4185",2138
"4186",2140
"4187",2140
"4188",2140
"4189",2140
"4190",2140
"4191",2140
"4192",2140
"4193",2140
"4194",2140
"4195",2140
"4196",2140
"4197",2140
"4198",2140
"4199",2140
"4200",2141
"4201",2142
"4202",2143
"4203",2143
"4204",2143
"4205",2144
"4206",2145
"4207",2145
"4208",2145
"4209",2145
"4210",2145
"4211",2145
"4212",2145
"4213",2145
"4214",2146
"4215",2146
"4216",2147
"4217",2147
"4218",2148
"4219",2149
"4220",2149
"4221",2149
"4222",2150
"4223",2150
"4224",2150
"4225",2150
"4226",2150
"4227",2150
"4228",2151
"4229",2152
"4230",2152
"4231",2154
"4232",2154
"4233",2154
"4234",2154
"4235",2155
"4236",2155
"4237",2155
"4238",2155
"4239",2155
"4240",2155
"4241",2155
"4242",2156
"4243",2156
"4244",2158
"4245",2159
"4246",2159
"4247",2160
"4248",2160
"4249",2160
"4250",2160
"4251",2160
"4252",2160
"4253",2160
"4254",2160
"4255",2160
"4256",2160
"4257",2160
"4258",2160
"4259",2160
"4260",2160
"4261",2160
"4262",2160
"4263",2162
"4264",2163
"4265",2164
"4266",2164
"4267",2165
"4268",2165
"4269",2165
"4270",2166
"4271",2166
"4272",2166
"4273",2166
"4274",2167
"4275",2167
"4276",2168
"4277",2168
"4278",2169
"4279",2169
"4280",2169
"4281",2170
"4282",2170
"4283",2170
"4284",2170
"4285",2170
"4286",2170
"4287",2170
"4288",2170
"4289",2170
"4290",2170
"4291",2170
"4292",2170
"4293",2170
"4294",2170
"4295",2170
"4296",2170
"4297",2171
"4298",2171
"4299",2173
"4300",2173
"4301",2174
"4302",2174
"4303",2174
"4304",2175
"4305",2175
"4306",2175
"4307",2175
"4308",2175
"4309",2175
"4310",2175
"4311",2175
"4312",2175
"4313",2175
"4314",2176
"4315",2176
"4316",2176
"4317",2178
"4318",2178
"4319",2179
"4320",2180
"4321",2180
"4322",2180
"4323",2180
"4324",2180
"4325",2180
"4326",2180
"4327",2180
"4328",2180
"4329",2180
"4330",2180
"4331",2181
"4332",2181
"4333",2182
"4334",2182
"4335",2183
"4336",2183
"4337",2185
"4338",2185
"4339",2185
"4340",2185
"4341",2185
"4342",2185
"4343",2185
"4344",2185
"4345",2185
"4346",2186
"4347",2186
"4348",2186
