"calBP","conMW","decMW","wetwMW","wetmMW","pasMW","araMW","heaMW"
700,0.893220510168172,0.715069965209044,0.489266168285242,0.227303412981206,0.294507033233191,0.000908265213442325,0.205602958072304
800,0.738540549829858,0.525987825358895,0.266500572569755,0.229186462268223,0.272044766321496,0.00358265773360113,0.224525434965687
900,0.820451867758222,0.535175181255631,0.141199088307991,0.288804257317061,0.323729450357574,0.0115531237452612,0.231425815508763
1000,1.23551254376533,0.973377913282006,0.255007415478058,0.302753297223444,0.535919735786001,0.00990191299457992,0.33000630167445
1100,0.581674619348856,0.483182737804187,0.263364246456107,0.223766541233962,0.429298182826965,0.00582288480889144,0.172059703258124
1200,0.847015499665703,0.591609233601295,0.144234155011842,0.255386272460019,0.404886911098141,0.00642165907987692,0.199677908110031
1300,1.3268518037066,0.951242635593213,0.36708868338835,0.25988790017212,0.574709518092414,0.0116260873624993,0.449156721030932
1400,0.5606876877635,0.291126202317538,0.115462876473707,0.223247751045585,0.202236752417258,0.00120336943441637,0.107071268082098
1500,0.853806316788679,0.793857784932601,0.193557559195878,0.216650205366631,0.292500119088815,0.012029167050254,0.248367198872074
1600,1.03122755000175,0.759624398430844,0.291611457546349,0.325801476673489,0.259767616848897,0.00787141782070902,0.295381106404716
1700,0.730456687872671,0.627944429067163,0.159540646731852,0.249996041265301,0.281266132415969,0.00576391772129188,0.16745813901209
1800,1.1599159071821,0.720440116321804,0.390286213635466,0.246797184227426,0.348833068673165,0.00470141317452451,0.390036877273935
1900,0.798897813133099,0.638311973431271,0.171616252833061,0.262361951419104,0.191508975281368,0.0015600624024961,0.144670416068689
2000,0.934515035024988,1.04222870875578,0.221277919455808,0.204889981075149,0.39547478963502,0.00905045924621945,0.235499001150885
2100,1.16003704775177,0.883745822897496,0.321318836331455,0.302893698851527,0.267942676185776,0.00874141658559146,0.256967873747163
2200,0.482017982017982,0.47032967032967,0.137562437562438,0.14975024975025,0.110589410589411,0.0013986013986014,0.110489510489511
2300,1.56260892706852,1.1839555339511,0.375306154856213,0.330431101349878,0.344084733930857,0.0114456240201249,0.314881704415326
2400,0.676456919818188,0.569936025484289,0.216818758746263,0.325803622501926,0.285862220257414,0.00649577467024963,0.139061795034129
2500,0.567540739592081,0.681181496380153,0.144517165369411,0.207410171618541,0.207054019445799,0.00259291270527225,0.123496503240982
2600,1.23302820988083,0.93166703208771,0.295669574220659,0.298263183511814,0.207105312459663,0.00557752955943001,0.245980391394558
2700,0.780883206295583,0.695801274667669,0.20184914881038,0.168462296733566,0.155366875160974,0,0.185872684546572
2800,1.05576491732421,0.941186117991208,0.334739523080828,0.262760786656165,0.307173616348646,0.00708971843892174,0.1936699437486
2900,0.21894992278844,0.341265977870273,0.109224730306494,0.106862804083188,0.145156820597528,0.00132362673726009,0.0122891267527571
3000,0.793210071753884,0.747656466493518,0.264881202060982,0.152641896624685,0.202006723880198,0.00332753304637177,0.237042472639225
3100,1.2636755747517,0.874630263763776,0.300219010565004,0.216127433271471,0.172241248254726,0.00606060606060606,0.151341112871835
3200,1.03670316717609,1.0913782819165,0.337075738920685,0.267911013607021,0.366621096744075,0.00485644820218142,0.328471077340588
3300,0.821926373992872,0.684883764311148,0.201530795158133,0.242698543321956,0.196494599750199,0.00376642179920868,0.231354217500604
