"calBP","conMW","decMW","wetwMW","wetmMW","pasMW","araMW","heaMW"
3400,1.49312794374148,1.27692865294174,0.460177162196391,0.391388507249915,0.345809379700447,0.00628002724329422,0.302548636156533
3500,0.822458443160644,0.659965274029292,0.186998639717696,0.219448840456066,0.171837558599777,0.00402269695432426,0.108506823862628
3600,1.84279914546167,1.51406864419516,0.67335064886596,0.404655699411093,0.429554642028492,0.00239759450753409,0.363511169418994
3700,1.20929102468179,0.926941414608625,0.193747022301924,0.259674647571939,0.257449932862431,0.0033003300330033,0.290164236830662
3800,1.03167704037137,1.0610970574248,0.353902537481909,0.261644253736374,0.266281731353871,0.00237888238951772,0.17253491143255
3900,1.49990141379828,1.35532235748894,0.4209444897706,0.240461684559431,0.19816445204158,0,0.30048666555342
4000,1.4222364415073,1.29583263529538,0.360783444287567,0.336578068807671,0.295872628092776,0.00143884892086331,0.239485015492048
4100,1.55990167424954,1.26089237347594,0.42591530018275,0.211246568534263,0.25030362272258,0.00226170349796723,0.2066849988984
4200,1.01532582570935,0.838815249380855,0.299255087495693,0.158389928989001,0.217661597779,0.007441145388894,0.172663618897105
4300,0.770673518765122,0.500156297866222,0.0665547573944521,0.0980550293527393,0.101390425817907,0.00127226463104326,0.206866477858844
4400,0.943082465067701,1.02348115851886,0.323914961232378,0.17805112198783,0.164089112007822,0.00290135396518375,0.174973300854559
4500,0.548674027069655,0.582266563963369,0.103938182396166,0.0748052916651384,0.0883462323784372,0.00121654501216545,0.166776705913998
4600,1.26393775791617,1.14508896178578,0.291606210222925,0.176930400899777,0.137846246944615,0.00276977091129284,0.206668359295811
4700,0.499870340335259,0.762258952120214,0.309681140754897,0.124540471637599,0.187047593954584,0.00339529341231323,0.074176632154448
4800,0.810433542207958,0.529938043005443,0.1055639810798,0.0750126382863659,0.0721636354373631,0.00280001724293333,0.0756004655592
4900,0.99477252340826,1.30745774974333,0.40708612238913,0.165867886587412,0.201073933733233,0.00681292329725624,0.2459480163213
5000,0.951741408759619,0.7604956254352,0.275082516556281,0.11818098665991,0.0832154764296721,0.00131578947368421,0.0939544079735915
5100,1.15275475498306,1.12071576499716,0.229782202248574,0.1278532513195,0.153092758479799,0.0064438149197356,0.329302557460336
5200,0.639615807097244,0.821147384436236,0.274667030211935,0.102439483881966,0.100653808550073,0,0.0548097791415444
5300,0.899761805721528,1.20781831061042,0.302583381097006,0.146696694748231,0.161586553074389,0.00548836477162421,0.275327284085816
5400,0.368898551672279,0.523836379289676,0.124579069539347,0.0751844465513671,0.101440154313924,0.00119331742243437,0.0484601301206395
5500,0.828003679256124,0.848032151862321,0.291641497259716,0.132346024621019,0.069748909664236,0.00238379022646007,0.0677643966065258
5600,1.12448066192206,1.36762053171003,0.414334821873869,0.213119996679433,0.21529964442635,0.00427968952559116,0.245404720143173
5700,0.295073963489949,0.636739576545648,0.201445230060007,0.0608523550636543,0.110831444938291,0.0064412911759271,0.0616177629083553
5800,1.16990256964603,1.42621244882291,0.462999994709948,0.164234985954635,0.159876975718318,0.00377833753148616,0.245066016722338
5900,1.27514455821616,1.50567265088861,0.475902161173358,0.14054294119234,0.13679186896756,0.00122850122850123,0.116111310500501
6000,0.62603506884689,1.15461373108727,0.207284676561684,0.110597549819457,0.151520568952528,0.00238720993437975,0.181200010136393
6100,0.716814483842835,0.915657134989744,0.328707533298025,0.134602757084798,0.0641550622211723,0.00115340253748558,0.0632417644018906
6200,0.990221879735919,1.85535623584354,0.528083913824527,0.148796236115774,0.142581463730445,0.00155763239875389,0.133776803325896
6300,0.513520132729932,1.04493803195652,0.300578585284796,0.065141794021159,0.0773029562738689,0.00356582332338678,0.0835663868671756
6400,1.0969940009853,2.09245534717561,0.756233002462875,0.205379733514908,0.198451532118676,0.00679723169108855,0.234810124582647
6500,0.869807665368743,1.70403625260539,0.735384967894425,0.125793029249262,0.15283915802274,0,0.192830175698212
6600,0.801196978015467,1.41397279942051,0.452948278759552,0.0775293735738262,0.120776431632993,0.00275152642859026,0.163981353386924
6700,1.10713201350807,1.14565964995939,0.426750236741468,0.144233004791405,0.123847106096547,0.00541622719637487,0.200188921711651
6800,0.240683229813665,0.425465838509317,0.127329192546584,0.0108695652173913,0.0062111801242236,0,0.0139751552795031
6900,1.12256256334213,1.90676574303342,0.9068965723312,0.15125722088757,0.207835205975745,0.00544314991033775,0.261166417488714
7000,0.580598661754173,0.682417617870808,0.196563405364598,0.02780634795682,0.0423231534595009,0,0.224341362378129
7100,0.64385705882967,0.897792762190353,0.517049327484554,0.0811666145053903,0.0558022265601132,0.00648105684221253,0.0640829569435492
7200,0.799534877072507,1.18676433304661,0.663554272926948,0.108775608123355,0.138430781561726,0.00130208333333333,0.175968058703596
7300,0.695762241707323,0.952061924266436,0.452205863053033,0.100817422519147,0.0442528787796921,0.00445684488910701,0.0830869367492257
7400,0.885922242948705,0.99755364272134,0.676559456459427,0.0735115020155545,0.108559811276743,0.00474478681096808,0.192720375877823
7500,0.497121842561576,0.705975007520729,0.254450750213792,0.0476188866617768,0.0503855007115116,0.00147710487444609,0.0476188866617768
7600,0.856226406354942,1.1809510293941,0.671099441343657,0.0854430390254256,0.116215747217489,0.00534809002550938,0.158362307493662
7700,0.996019119269427,0.651056685022988,0.470193681705506,0.0922097546345161,0.057232049437454,0.00297176820208024,0.169789094729281
7800,1.24466015971021,1.04771646097281,0.420895106690666,0.114271905314601,0.0757943534671453,0.00438393012951748,0.259513646299632
7900,0.772081087544798,1.08048101227926,0.752831754102163,0.11038652204243,0.0975706612044434,0.00235294117647058,0.11737636843542
8000,1.05938013262521,0.647795606028384,0.539790446819312,0.0972062601741608,0.0997140335703856,0,0.131683377635683
8100,1.35687841640744,1.11078107108519,0.289504098498542,0.0822412077093706,0.0975155078240003,0.00229309903786419,0.15817563584387
8200,0.841426012862241,0.734946735934056,0.615850161333218,0.0642070351791458,0.046109339885244,0.00147710487444609,0.133685969778662
8300,1.22490841731864,1.00305785028012,0.561302609918445,0.137910687176562,0.145897753494209,0.00360476232715374,0.225960134456387
8400,0.488687782805429,0.310708898944193,0.0165912518853696,0.0120663650075415,0.0723981900452489,0,0.0422322775263952
8500,0.602869856892315,0.74015099786479,0.424176897102322,0.0910812912972429,0.047940962003732,0.000946073793755913,0.0987551463796785
8600,1.22600513551486,1.21850450315685,0.220388869947365,0.141868377829052,0.171473335208239,0.00142247510668563,0.196372175475896
8700,1.19770223276411,1.73190695795917,0.222788121460007,0.111849438352768,0.252966430688306,0.00995287157858984,0.266419212677443
8800,0.975152069725448,0.83767083435931,0.263356402700288,0.110622087263003,0.0634334318946498,0.00118483412322275,0.153971018481703
8900,0.657690306481397,1.08650412676367,0.165650305053243,0.0511195004404671,0.207860278381737,0.00592776810613277,0.193381658707636
9000,1.44381302958663,1.08419184758338,0.185347584695411,0.0697036144592067,0.0934307031173622,0.0187792798822112,0.184157379631471
9100,1.48459228845917,1.53264120114283,0.201345768774447,0.138539890319464,0.274203192775741,0.0111932020526952,0.331733237910153
9200,0.508948014162022,0.546520839906053,0.129715707925825,0.0324268237108704,0.15024222666246,0.00367511480351947,0.194349213026256
9300,1.03384816433127,1.26574672809115,0.140335916616594,0.078512548909447,0.196633069318834,0.0122126587961307,0.263542617142948
9400,1.18416516340583,0.962934034832701,0.1409721088777,0.0784100134388921,0.122478755298876,0.00463554285189133,0.176876357809796
9500,0.632274561559464,1.07062715964421,0.116756018990927,0.124278349299878,0.0957768901457948,0.0122556910030247,0.238057489167002
9600,0.315073584265853,0.72630451000339,0.0678521532722957,0.0498867412682265,0.103388267209223,0.00712105798575788,0.109106815869786
9700,0.961714679659301,0.991355739633301,0.121661383773837,0.0559064230192772,0.147336137097626,0.00147710487444609,0.180523336411721
