"calBP","conSW","decSW","wetwSW","wetmSW","pasSW","araSW","heaSW"
4100,1.82650939258827,2.91744431850273,1.00285120577065,0.189108970971818,0.329020863429098,0.0192687284779792,0.233752938884181
4200,1.85872957113851,1.73560027487446,0.485579229568709,0.268986325473458,0.333147576742967,0.00303189397916766,0.233301593972313
4300,0.87610633453914,1.02067485138446,0.308244697952313,0.0592918364996187,0.102132774598741,0.00403025889716933,0.0910719908400964
4400,1.9333758738995,2.34123623340002,0.748894942842862,0.209414463672735,0.321083426630094,0.00858053736713601,0.218534883260589
4500,2.01741997258946,2.45546554400231,0.77157289782967,0.211549345301557,0.265545283487794,0.00812065366127899,0.279492853884636
4600,0.994293518021753,0.814413230926412,0.220607104137948,0.084017122868626,0.169623444065952,0.00614533517131853,0.114047708893264
4700,1.80926785841961,2.84208133842327,0.884009997461466,0.129476760895732,0.235083010258934,0.00935120226333547,0.231335966073084
4800,1.52199057816305,1.49741231402663,0.466746422652664,0.140422005359745,0.28547998864526,0.00818918318199521,0.196839290169976
4900,1.49020290144791,1.81270232806994,0.44997551973395,0.0939696342780324,0.212144722530517,0.00338299636821184,0.191523469644544
5000,1.24304543993955,1.79533359678549,0.601955253421652,0.125709552157437,0.214546927695725,0.00275683624653301,0.145588194895291
5100,1.78704552347654,1.77319450393543,0.445610870016009,0.252511206640607,0.346860958571224,0.00814644967359246,0.320445032826923
5200,1.67398303417319,2.5653558440285,0.904910935441716,0.0912123132520159,0.26289723508243,0.00632686499397911,0.214698294516535
5300,1.29652840253394,1.27400516310713,0.390672776225261,0.11767040933688,0.160982581562008,0.00747351552439548,0.212360136767807
5400,1.36769126760643,2.22132723139524,0.859242548339578,0.103429980596377,0.264018664703684,0.00893745616783158,0.175856670071271
5500,1.47707293323914,1.54902892336793,0.506818917171186,0.137854310578564,0.248881528672184,0.00417338502999678,0.192853781925787
5600,1.87612605137915,2.14523971156881,0.773666585442803,0.163641420220011,0.305795573874682,0.00269351539768963,0.225121004740162
5700,1.31453880018517,1.37066966073339,0.456133526296789,0.090029468842576,0.144280464030157,0.00619193454978779,0.139580665197632
5800,1.92237745332058,2.56098831037769,0.909607590793678,0.234038103057653,0.403194024806376,0.00916096191257612,0.331715202471576
5900,1.35258872993515,1.79422500416022,0.723677484702575,0.0705728041613209,0.158279635643746,0.0011037527593819,0.0873385080381281
6000,1.21133161602003,2.30980786940093,0.739605733609274,0.126921874817273,0.299519790763254,0.00659090645855709,0.205127510701672
6100,2.21746549860302,2.67598810150323,1.06653517456454,0.123703267518865,0.131822874442776,0.00412050160033256,0.137653598179071
6200,0.90958706592301,1.88678411267596,0.718911976330298,0.104196825212089,0.208194203975584,0.00386361756989393,0.154132324241502
6300,1.78082017638002,2.84869849279542,1.04444011891587,0.105245161048404,0.160031289662587,0.00428135325637176,0.185923196894368
6400,1.88482085955696,2.1931746268053,0.916477149745862,0.194099822059835,0.287091146370732,0,0.208315854727362
6500,1.12306441844009,2.16496249494897,0.842468740840224,0.0775297693622289,0.121276063939068,0,0.144452925810059
6600,2.19808237049049,2.97284778202996,1.05497895349287,0.136137528039556,0.307330066820737,0.00519491919667832,0.251924355726842
6700,1.76525036857213,2.17602092005286,0.62774774269953,0.113944807518294,0.233383677080368,0.00441443903395902,0.212050611700468
6800,0.903426459478183,1.08384975888227,0.432361986614437,0.055981501248895,0.052286245098531,0.00124223602484472,0.056230370265757
6900,1.691670742303,2.88754397416386,0.817892131328065,0.126862878728202,0.260175488329303,0.00976344299635872,0.251163097760157
7000,1.86966509445893,2.62037587237604,0.914238160660233,0.160120867182179,0.293743080549714,0.00545756637336742,0.232560513153175
7100,1.0593002355444,1.61009986345174,0.587022826092052,0.0370271923013662,0.146631301647114,0.00116144018583043,0.122899173715847
7200,1.14509125744524,1.89939047484508,0.717580144899722,0.112356951495366,0.262092365673164,0.00420527117068862,0.158378568586331
7300,1.11762589363285,2.04146660761545,0.696503613670148,0.0993376568484675,0.204153329717342,0.00328160337680262,0.127683621681344
7400,2.34024951523514,3.34083275653906,1.09377086148778,0.102609103771093,0.179492883743365,0.0018724158553008,0.207708456033951
7500,1.56871833725205,2.37162336333686,0.849880671832211,0.0597459126817746,0.245680124926169,0.00408306933916934,0.149031055584584
7600,0.789814438361541,1.61970519860131,0.538633250260834,0.071344132482863,0.243921762453478,0.00345174389368339,0.0957569588923515
7700,1.38821463223172,2.68960749134178,0.885844368480266,0.0851987628972415,0.160238233969429,0.00300524059933728,0.145980176013565
7800,2.37315581210301,3.19846563770547,0.822772130413281,0.134127299586174,0.325563189655199,0.00410716747350411,0.298438411849731
7900,1.67722114508793,2.95525701915569,1.04397057889082,0.0782483954043629,0.22538612157926,0.00509408735682459,0.186079490159341
8000,1.58889131041113,3.110569766877,0.676167077803221,0.0917107378727175,0.361145953098487,0.00528317039295975,0.232700330982591
8100,2.51026723881792,2.77452680851661,0.817388264188713,0.143638260348435,0.431181571497553,0.00363404841715387,0.358933355692589
8200,1.83628912422584,3.4230638505217,0.935872895941898,0.132646736914298,0.400315667736466,0.00178412132024978,0.292329808229467
8300,1.47607238355756,2.43272934239798,0.675776517716545,0.103117743121895,0.328224995062882,0.00648846323835331,0.279835996390382
8400,1.83332270818397,1.75732868391272,0.406896587851917,0.0791014269440778,0.234877429128551,0,0.296778012994575
8500,2.2525310544184,3.51353728104742,0.97357144161323,0.135453551227226,0.437037194099119,0.0110919838258621,0.49234719321944
8600,2.11004118864138,2.65539663681605,0.617124703585063,0.165977393826525,0.531065818175814,0.0112372577208787,0.430621378368983
8700,2.61283519279879,4.1544626191938,0.778617225145605,0.195737649318259,0.465138941813084,0.00817322570538008,0.467441226750611
8800,1.33563647673106,2.19417129829191,0.316423082860071,0.0850617703552463,0.227398651450516,0.00388805115274881,0.246121267529289
8900,1.39533337434345,1.846392813059,0.334052639471055,0.0973320016335721,0.311265325624102,0.00473186119873817,0.249474130002587
9000,2.61861634968872,4.02988545773256,0.786881363061315,0.121651287954084,0.423073330352773,0.0103705615483297,0.235835553141694
9100,1.69090046749542,3.72581920887736,0.634300928728343,0.156999543199496,0.530582093912172,0.00498405496576684,0.185767575913535
9200,2.10826624234132,2.86776117390069,0.278313131129698,0.162070602118096,0.51822303580848,0.00556793304531452,0.276909215886411
9300,2.37010748039465,2.63264458041068,0.257324608320956,0.126340351560421,0.435374711942341,0.00385596206348674,0.253225483635489
9400,0.815829859412792,0.593952910240475,0.0363067699943011,0.0459544718219797,0.143930249359437,0.00157728706624606,0.143427671403763
9500,0.784099399170039,1.19031543915276,0.0725661941533655,0.0690270843794217,0.200805644711162,0.00240096038415366,0.0490089955434661
9600,1.81416516152594,1.86633151310723,0.164555969541353,0.0732709524210919,0.175208756930947,0,0.329866331299212
9700,1.02904434301912,2.0442426708426,0.098477800137397,0.0743365457614598,0.248936819562901,0.0060563036297146,0.186738891163441
