"yearsBP","conSM","decSM","wetwSM","wetmSM","pasSM","araSM","heaSM","SPD","clim","conSMs","decSMs","wetwSMs","wetmSMs","pasSMs","araSMs","heaSMs"
9000,2.18590850092112,2.04465098598147,0.53238154122568,0.0123930689561323,0.109677900321438,0.00451702146892611,0.0121813478127513,0.0315902056497526,3.03080930693,1.70508028503603,2.16472023996975,0.391662874727514,0.0434452936011534,0.217446930528112,0.00891469050509819,0.0416052692160846
8900,2.63722269386279,2.80226595067145,1.16204972926167,0.0272868433186967,0.17480252270609,0.00524461328367993,0.0353145696346708,0.0374562647475514,3.05110721158,1.88107892321435,2.47715148265701,0.620747044698259,0.0458569131925921,0.226553782601554,0.00488081737630301,0.0237479587237111
8800,1.41547189920205,2.106411653533,1.14488557130108,0.0333561124377099,0.128110160797341,0.00429900045380675,0.0129602952548476,0.038225495536744,2.94036242557,2.00769032996945,2.42110290636929,0.835304413014794,0.0377508229498846,0.196594867588652,0.00477180686874333,0.0241374324447592
8700,1.98363673260465,2.41499173911737,1.1900182564103,0.0258045185799682,0.131143858033774,0.00779206601763629,0.0267505965105217,0.0346590444500911,2.85657230074,2.18079661059935,2.44933739048583,1.00733377454968,0.025693126900759,0.163210344833516,0.00604553323572151,0.0198554458826847
8600,1.78837063126937,1.51620527322652,0.497793787984139,0.0136648911333071,0.097845504647105,0.00384428317578338,0.0116166576297142,0.0343483001062904,2.80901531419,2.22041661696764,2.34312949766622,0.998686836239297,0.0238290328353602,0.152932600552908,0.00581817459670982,0.019183627070118
8500,1.79816824814858,1.96468661476306,0.889682517452063,0.0250834977762602,0.113086351910129,0.00412654745529573,0.0338215997817474,0.0421940207894556,2.50599383617,2.22097216394505,2.14153536954881,0.930595033286895,0.0229314887003457,0.125777716402646,0.00398541531553954,0.0227191287057308
8400,1.93028590384809,2.50031293397444,1.10374297262376,0.036301887877322,0.130946810818671,0.00997511661439473,0.0432609165242562,0.0418395439144559,2.86279095274,2.18522320115076,2.21747902754764,0.920309383617565,0.0269162918538773,0.129322534818852,0.00705083203484522,0.0385412581530018
8300,0.937348072924398,1.24319512761776,0.591136172861097,0.0284046872684868,0.083456420282657,0.000984574991795208,0.0103439285981541,0.0418642191200059,3.19558005425,1.83455158534763,1.95763389037203,0.770588862730265,0.0271025991788424,0.114098184414946,0.00547984580309496,0.0268024225612052
8200,0.675181671366048,1.50789074466279,0.615723730598525,0.0234728862099752,0.0791698639470367,0.00281260187901959,0.0204048428962262,0.0606180598438105,2.79977080775,1.64571073165325,1.85788040556032,0.800071348383861,0.0254553948075532,0.105941468273229,0.00189858843540739,0.0153743857471902
8100,0.672808603345792,0.888908290027535,0.414097430460077,0.00949309478238453,0.0799674740079828,0.00348104625549608,0.00407898904581284,0.0682420553075852,2.78412534025,1.40015897033862,1.60353316404535,0.681175076635865,0.0227368241746226,0.0974120709355969,0.00314682406725782,0.0122419159710195
8000,0.50081122600748,1.33519763680713,0.727919639713986,0.0125136242527316,0.275540981688181,0.00536291835374947,0.025386979681448,0.0678569130604933,2.75017365744,1.2858263861893,1.57336522464212,0.587219243408421,0.0225449463611934,0.127027983775776,0.00442198230462276,0.0147329843636304
7900,1.25665182581004,1.44345669161299,0.607809815152754,0.0322838683910792,0.118394023240756,0.00908549703330969,0.0167276939047308,0.0871298018229269,3.94016538936,1.19495327283998,1.48649357078377,0.591387653981335,0.0237450081303299,0.127912595664214,0.00722420769352957,0.0210573367930894
7800,1.04397778859196,0.563473528392134,0.214693723433786,0.0344460222607125,0.0165830365775757,0.00098864087100667,0.00159362549800797,0.105519078935788,4.01253251459,1.1019041675053,1.16368700318672,0.49113015219015,0.0234356971942283,0.108851966624032,0.00503706895215817,0.0091606597013694
7700,0.560019262854267,1.14697385613631,0.341114991518894,0.0258520727972825,0.0349994661213944,0.00297951582867784,0.031123861291459,0.101493833271581,4.4276238809,0.94713554434351,1.14765012460648,0.472884542454855,0.0230102614490276,0.100775807597154,0.00198407834984224,0.0163587433947335
7600,0.198185614692662,0.620417746765868,0.304549347007718,0.012037930025168,0.032503263419919,0.00299737729486699,0.00112401648557512,0.0952966918555369,4.54791843539,0.730623008199081,0.999737958290328,0.367041969278288,0.0211044354182264,0.0929980408426348,0.0029884465617724,0.0161239388885171
7500,0.577608304827073,1.49853040620563,0.486815858277044,0.067402398724617,0.0737887267081401,0.00439490500448283,0.0138302376946934,0.0758826707146461,4.40693500001,0.685655537186916,1.10134164432001,0.33679348005936,0.0307559860752651,0.0919682496259943,0.0036961411496749,0.00747712709013428
7400,1.1712067644851,2.04374156599816,0.698076594450244,0.293875481799019,0.0720632299704501,0.00740764739686838,0.0339515116958347,0.0839626429572275,4.19959092767,0.747658673826797,1.21943229918518,0.457639197813475,0.0776496289996464,0.0580552910063725,0.00590127620067559,0.0238908746952641
7300,0.425049721757259,1.30735159210414,0.708715281981221,0.0146308651335012,0.116489140883958,0.00411207486354898,0.00368400136419938,0.0933476137769322,4.32853826294,0.71668881362823,1.19674811593371,0.549539270429056,0.07470746179005,0.0577378106135729,0.00575986113020867,0.0188177565300171
7200,0.633921159945185,1.93764275270774,0.76918878715846,0.0455786423982564,0.13874834740333,0.00381450926941277,0.0198748635140916,0.0632511616724496,4.24126223548,0.733327555370444,1.42577631998631,0.665699130466742,0.0765628984796407,0.0780986957511986,0.00396329206648086,0.0117794324391455
7100,0.677494078709496,1.34168264845638,0.669811899623859,0.0207774300450138,0.0854567007264846,0.00678172743551644,0.0357352615075354,0.0588038908609143,4.46457337061,0.660932836982876,1.45822778537299,0.711448140803446,0.0757171246875959,0.086508234852047,0.00529811835246459,0.0278050625108135
7000,0.177091606344596,0.929803263064739,0.657826363203159,0.0111160906759854,0.043678663005741,0.00449011776986089,0.123224375411287,0.05874095101969,4.98065104025,0.552572064201955,1.50979203808947,0.701385582991675,0.0755634847960654,0.0883708014496839,0.00563592260268865,0.0794798184594112
6900,0.854409551906353,1.2270737067842,0.580845833037132,0.0157890215871662,0.093656844624535,0.00604102983341628,0.132166299376792,0.0612316577915068,4.64351838042,0.589370850333466,1.46454925485256,0.669418220755652,0.066961255273157,0.0916821544357497,0.00526557380163858,0.12769533739404
6800,0.113870856842403,1.03372363445166,0.571670475304522,0.00178635226866738,0.0413166427362872,0.000714540907466952,0.212035295624448,0.0710869993217112,4.48891015366,0.578831505602183,1.29621293292814,0.620038642792168,0.018279733684765,0.0865577232300559,0.00337778537044161,0.17210079750062
6700,0.288995352929234,1.12733011497364,0.409611465782369,0.0141263807740606,0.0577932429485589,0,0.0388299232255784,0.0811992867862291,5.00724129354,0.542754886614953,1.26620935340639,0.554988534331795,0.0181956529581916,0.0767750735741561,0.000357270453733466,0.125432609425013
6600,0.131158877727169,0.872278030822987,0.604212162808593,0.00757835735529627,0.0343378881470851,0.00183284457478006,0.317802250369169,0.0738490267649589,5.04214096892,0.412748900770212,1.0886485664256,0.541584984233154,0.0118622721176983,0.0593733303647819,0.00091642228739002,0.178316086797374
6500,0.83732170273549,1.73019749131599,0.875454290639989,0.0138328723959131,0.0818447434117457,0.00807318968231332,0.279054307905551,0.071734079060781,5.11223431802,0.464282898392491,1.15340104023554,0.615237098633868,0.0107048458428481,0.0587713374789921,0.00495301712854668,0.29842827913736
6400,0.177755958704458,0.809019297955345,0.806157727199263,0.00878466129082745,0.0353734095907816,0.0007097232079489,0.131551764118925,0.0749365704046029,5.20204954674,0.4072622482374,1.13327037938397,0.673858911607553,0.0103162742786551,0.0573871285764989,0.0043914564451311,0.205303036012238
6300,0.414649923974644,1.18134992486883,1.01236191564987,0.011884678397491,0.0753508549114296,0.00490749674316093,0.216582313369078,0.0789740936856406,4.93205889874,0.374406728895544,1.12564974906474,0.824546524074429,0.00966555041370928,0.0543361302909813,0.00280860997555491,0.174067038744002
6200,0.597951131913365,0.988253906709215,0.772748630275934,0.0133093207880035,0.0237730210009695,0.00390820869441898,0.505682068337321,0.0627518796691164,4.50389266608,0.42701416959164,1.11807146110767,0.866680640941264,0.011586045166932,0.051412193335095,0.00440785271878994,0.361132190853199
6100,0.394011623160002,1.44172671962805,0.73154997344963,0.0126803724329575,0.0704699641543243,0.00074878322725571,0.257435346010677,0.0810470686714404,4.86137378889,0.369464428498346,1.17047089521674,0.830704561643674,0.0113450437767481,0.0535249802027226,0.00232849596083733,0.381558707173999
6000,0.0598086124401914,0.226674641148325,0.614234449760765,0.000598086124401914,0.000598086124401914,0.000598086124401914,0.0944976076555024,0.085212167481652,5.86948630641,0.362706647948069,1.06287033027096,0.782723742284049,0.0101816652382657,0.0479016798656087,0.000673434675828802,0.17596647683309
5900,0.383450964576191,0.979296901256973,0.472528063453653,0.0125562949519392,0.0574309336559791,0.0041809504604423,0.0231498285944747,0.124935988192113,6.14914359239,0.374513599403939,0.937720231927789,0.647765279234995,0.00996890233093674,0.043832711572981,0.0023895182924221,0.0588237181249886
5800,0.0719738276990185,0.302071973827699,0.366412213740458,0.00872410032715376,0.00763358778625954,0.00218102508178844,0.227917121046892,0.182799578618216,5.82336769034,0.36711546815042,0.853229011239848,0.546181175101126,0.00995880883699112,0.0392094079388939,0.00318098777111536,0.125533474820683
5700,0.396184043216788,0.997727799814464,0.42905547247369,0.00848701257157481,0.0634326716995618,0.00181686046511628,0.0338950689357346,0.191214405058101,5.62822780902,0.311973260710582,0.822625323730787,0.470557549857141,0.00939253119933842,0.0372230440702493,0.00199894277345235,0.130906094991313
5600,0.585955957556672,1.07145918054377,0.633789452539094,0.00862335643294722,0.068268369339178,0.00811326214947343,0.525872837931122,0.286935368291124,5.36182516132,0.362998260567109,0.83649286936988,0.475446300551723,0.00861153714016238,0.0446389354599507,0.00496506130729484,0.279883953433428
5500,0.552430362100808,1.42042420838562,1.1962299830868,0.0105666846301621,0.0984696242606296,0.00975911327995813,0.62083905108343,0.325141259254457,5.43116042044,0.38022081533288,0.832942450829475,0.65637178046001,0.00825925583969648,0.0493055454776683,0.00893618771471577,0.573355944507276
5400,0.103879849812265,0.375469336670839,0.289111389236546,0.00250312891113892,0.0125156445556946,0,0.207759699624531,0.303539970567995,5.08147142088,0.318461905070242,0.857741566749894,0.637046574334032,0.00857676297081931,0.0512918052162171,0.00487955663997905,0.41429937535398
5300,0.346757948990893,1.29594575278853,0.783292132310717,0.0115244684851234,0.0650887928346723,0.00449664346224933,0.422617090536712,0.298541800917724,5.11577250378,0.312555195799104,0.910516375338486,0.725605739293289,0.00840479189301668,0.0525681150793326,0.00224832173112465,0.315188395080622
5200,0.713562954066611,1.58532497604153,1.40541889992228,0.0157722051280464,0.073846901948892,0.00693683486738789,0.0230993676522125,0.221878944500004,5.14624760399,0.394274488502406,1.12439187570746,0.918513101139085,0.00957947602649878,0.0636036674397713,0.0057167391648186,0.222858229094462
5100,0.0612400152149106,0.645872955496387,0.223278813236972,0.000760745530620008,0.0437428680106504,0.00418410041841004,0.00114111829593001,0.222986817441281,5.21662133867,0.353998119832246,1.06574940165445,0.675275308676628,0.00829176485300632,0.0603220334916194,0.00556046764289895,0.0121202429740713
5000,0.724024253331228,1.56350173761671,1.38835481545661,0.0129735614521092,0.0722973960078839,0.0120193494557989,0.0698096680575386,0.229421752521631,5.51490249122,0.435504423036272,1.14775649449994,0.950086165231644,0.00901679902286665,0.0609935379364037,0.00810172493710446,0.0354753931767344
4900,0.134503545938803,0.447307243792533,0.817103931232472,0.000857632933104631,0.00611280324527698,0.000857632933104631,0.585472889898639,0.271340323254892,5.37966896516,0.402794360876524,0.985570333734421,0.958539114962083,0.00739862374002374,0.045600734433845,0.00643849119445176,0.327641278978089
4800,0.352684807318342,0.678561483753754,0.398607040800489,0.0102092520062447,0.0242381291482932,0.0043103448275862,0.490364775912282,0.275277332060325,5.48078802083,0.373635467096733,1.03608569158157,0.706836150181635,0.00868297758920803,0.0475544818659447,0.0025839888803454,0.537918832905461
4700,0.0812572740431021,0.607772130468374,1.13893183034759,0.00381533765738268,0.0494861680957719,0.00228920259442961,0.0512771348871834,0.226055927863505,6.0213224197,0.314738831089519,0.921390087861547,0.93574940445929,0.00739812245125125,0.0449540444094613,0.00329977371100789,0.270820955399733
4600,0.282388542265093,0.66608104316691,0.349574921953978,0.0042804698645124,0.0261578496558256,0.00303203041382576,0.616406958602579,0.21210829680677,6.06385072427,0.337052417646123,0.768182765715777,0.676054431083632,0.00548283324066225,0.0370058690272836,0.00266061650412767,0.333842046744881
4500,0.526677172139562,1.08841024930518,0.995749800526378,0.00948547094739363,0.0720655490683413,0.00590832332139993,0.173664374950173,0.201818990919839,5.63421767299,0.359542320539707,0.841938981350576,0.720715898407108,0.00693695414345785,0.0417263158702321,0.00447017686761284,0.395035666776376
4400,0.352715893115335,0.612390496250231,0.835679335998279,0.00348585894466153,0.0255360743249666,0,0.123565382056144,0.196051203829478,5.89558679987,0.314436437920797,0.68342044112283,0.829983972206556,0.00535567039221657,0.0339327622564125,0.00295416166069996,0.148614878503159
