"yearsBP","conMM","decMM","wetwMM","wetmMM","pasMM","araMM","heaMM","SPD","clim","conMMs","decMMs","wetwMMs","wetmMMs","pasMMs","araMMs","heaMMs"
6900,1.81057912148487,3.04842905179429,0.595734444648528,0.0572509303918269,0.0433918435926563,0.00509488074970988,0.0305045164126978,0.00893603819197359,0.167513049574,1.46687217882785,2.78817116920378,0.620546056151987,0.0371541866456299,0.0325772238887187,0.00415926910593484,0.0306916831033307
6800,1.08822810898139,2.20971005509306,0.414123106912257,0.0146624726638986,0.0179574705244197,0.000664010624169987,0.00897852884163479,0.00976606317720316,-0.0407457858089,1.40658632459836,2.74907791066321,0.562677436454445,0.0369562123437449,0.035929067416893,0.00380860804424591,0.0288483905362423
6700,1.48725634233558,2.81473129912092,0.760867969128407,0.0521281733166294,0.0479194830573866,0.00266460100195386,0.0650108793887839,0.0115250746177271,0.576399824184,1.39690686291105,2.65171668213457,0.590215693249492,0.0365529019998632,0.0364229323914876,0.00342142182165076,0.0348313082143722
6600,1.37818245149812,2.6696067690008,0.635050142342782,0.0271956691686591,0.0408669639568149,0.00434548903023737,0.02999557085929,0.0165778888925529,0.472801614426,1.50864688164513,2.75909762134273,0.601443915757994,0.0350552428190227,0.0355813058462071,0.00302190093044374,0.0346616596965696
6500,1.48328877609932,2.39846985575839,0.626301570721645,0.042528515043702,0.0339775376108516,0.0016597510373444,0.037006816151224,0.0176556639475802,0.589571014062,1.44950696007986,2.62818940615349,0.609085697276273,0.0370730731377682,0.0409213282083511,0.0028857464886831,0.0440044221330993
6400,1.40045126616889,1.97421535636431,0.367861565089951,0.0243560276297802,0.0324785397425579,0.00183359152799591,0.0312388716307743,0.0123001381666488,0.807114266389,1.36748138901666,2.4133466670675,0.597520311820697,0.0346567063400089,0.0357743471034082,0.0022334886443403,0.0327470862137628
6300,1.53489137002745,3.31710761279413,0.665749395955831,0.0246679390006508,0.0249196617097568,0.0043702878945577,0.0239180689011069,0.012616108505525,0.451045327967,1.45681404122587,2.63482617860771,0.573740668527553,0.0343486765310437,0.0304585796877221,0.00297474409841785,0.0307212522277017
6200,1.21549887615557,2.57525694221178,0.503891191463615,0.0306803564991459,0.0376849363663973,0.00483354764416447,0.0376775511117125,0.0246114757977164,0.0899247310582,1.40246254798987,2.58693130722588,0.540950930807761,0.0341837604642866,0.031694379272904,0.00340853342685997,0.0309448305478646
6100,1.64264459105425,2.39867458921697,0.404078102704315,0.0289846572023658,0.0519866873499013,0.00212132763213184,0.0563966577555266,0.0211226158694251,0.50096337287,1.4553549759011,2.53274487126912,0.485395063803428,0.030650476315604,0.0381970951420185,0.00296370114723886,0.0393307592561153
6000,0.91957772302541,2.17138934855823,0.467112975774295,0.0214187080839891,0.0205647426881996,0.00593057735914878,0.0181139898700205,0.0207024329513403,1.55779929381,1.34261276528631,2.48732876982908,0.510207916474514,0.0314950057431153,0.0367454554681661,0.00381786641159974,0.0373960662457532
5900,2.39305138281785,3.95659444363329,0.803312383110267,0.0634647020693331,0.0434351815008351,0.0135034884496863,0.0645007401331269,0.0276657935414934,1.96607468692,1.54113278861611,2.88380458728288,0.544598663263123,0.0329120718372032,0.038662203846312,0.00615184579593782,0.0463371292528913
5800,1.82852397785694,2.89554385234106,0.482285513207384,0.0540213223223235,0.0577425235571249,0.00574078639693226,0.0618342202044169,0.0208380732334571,1.38653980781,1.599859310182,2.79949183519227,0.539197243699066,0.0362652784814113,0.0405808159153866,0.00642594549641273,0.0481496500691881
5700,1.3284315404425,2.40145135883859,0.495582920085235,0.0388753810271795,0.0412809018250802,0.00561585881484564,0.0408068422767867,0.0235836967680849,1.18770462646,1.62244584303939,2.76473071851763,0.562073448044295,0.035808636729346,0.0474862022943468,0.00658240773054896,0.0557139342047768
5600,2.61475290031043,3.87656228432877,0.790916234957179,0.0535142467410341,0.0581289713418377,0.00950890086626832,0.0570164017562784,0.0227515282564877,0.750673374094,1.81686750489063,3.06030825753999,0.643024262840017,0.0394534141182527,0.0523841322413476,0.00805992237737626,0.0532191547458273
5500,2.46994124310165,3.39527657446334,0.582427136538653,0.0375536265894205,0.0429580678310733,0.0116469267001796,0.0370069190823717,0.0204195263123744,0.930355438056,2.12694020890587,3.30508570272101,0.587802951197113,0.0410641250668489,0.0474559803326638,0.00920319224558242,0.0449433877051456
5400,1.68138555966264,2.38121822260455,0.344278326483128,0.0287471016277123,0.0401311889108211,0.00248844222360042,0.0351682702347847,0.00990502481432169,0.705210822826,1.98460704427483,2.99001045851526,0.553301154516049,0.0408224682079197,0.0470727426945774,0.00700018300036525,0.0430638636911449
5300,2.33849691106165,3.33918493008609,0.566623744092767,0.0474494789516117,0.0590562802557992,0.0080872050496212,0.096339437600122,0.00953678466906759,0.629561814273,2.08660163091577,3.07873867406427,0.571061360517932,0.0431305709265755,0.0473818456658979,0.00746946673090303,0.0561715423057594
5200,2.43835562487385,3.40808867565083,0.553888260781538,0.0421269642828424,0.0311455687772903,0.00518764577651169,0.0652656001084855,0.019839663889543,0.643869867016,2.30858644780204,3.28006613742672,0.511804366974022,0.0457191029514321,0.0434443459813036,0.00738382412323624,0.0655911026477974
5100,2.34110973098924,3.42427996590491,0.627186979098422,0.0395704407092792,0.0492340865434354,0.00323552945075218,0.0715673722766932,0.0200143305633808,0.800152292072,2.25385781393781,3.18960967374195,0.522994327613964,0.0427323202814254,0.046478645192175,0.00612914984013301,0.0777241366617669
5000,2.58374429264294,3.02120312403134,0.55071143711568,0.0630604235063822,0.0626910745499521,0.0036676977463544,0.120677286174206,0.0201920687468241,1.00423943562,2.27661842384606,3.11479498365555,0.574602605272102,0.0438622079294327,0.0476902432902259,0.00453330404936798,0.0858367528531282
4900,1.70973051564153,1.94752335463909,0.272672822673984,0.0173988451615179,0.0096453212523607,0.0013481034110868,0.0168127856984451,0.0299519922547222,0.92569126536,2.28228741504184,3.02805601006245,0.501114874917406,0.041177640946225,0.0405234941152494,0.00430523628686525,0.0696858147164481
4800,1.56313447522021,2.28321025926065,0.448478644404165,0.0418155820248011,0.0367005258651531,0.00740671343536322,0.0445702703419774,0.0299512707038206,1.14406955423,2.12721492787355,2.81686107589737,0.474762470823063,0.0397153078566959,0.036345640555822,0.00416913796401366,0.0606867807382095
4700,2.24132742760963,2.76537984760507,0.447291301891966,0.0387546550536145,0.0507891985589225,0.00275907260088644,0.0955873999786456,0.0215350296716837,1.50192229509,2.08780928842071,2.68831931028821,0.429788551521449,0.0398654364147202,0.0323783485588121,0.0036834233288886,0.0523234853396893
4600,2.56348201718821,3.14728831082865,0.548810568513055,0.0521252519581188,0.0532000660769894,0.00292441943425586,0.040394317161601,0.0207456248615014,1.69647915454,2.1322837456605,2.63292097927296,0.429313334370793,0.042787705206021,0.0468965968336884,0.00362120132558934,0.060183995827408
4500,1.58799149965949,1.90699934994283,0.269821134224326,0.0174534216117214,0.0158049828518838,0.00284691780684852,0.0198399673103899,0.0213598609025645,1.13870943504,1.93313318706381,2.41008022445526,0.428600412258378,0.0390381980385347,0.0399314158292653,0.00345704533768817,0.0519405614835455
4400,2.94128978953621,3.52422702199177,0.660159246633533,0.0486311068459541,0.0547586790847205,0.00493720004564765,0.101089237635082,0.0133351223081813,1.42970555594,2.17944504184275,2.7254209579258,0.48152056281572,0.0398512158589236,0.0412545760045313,0.00417486466460034,0.0537745073690243
4300,1.93494036689952,2.92976655114533,0.438084916367907,0.0565879358796902,0.046913282961511,0.00568629838276885,0.0602836260524461,0.014472923079894,0.832283065862,2.25380622017861,2.85473221630273,0.479218966434705,0.041978402755225,0.0391589816327051,0.00383078165408146,0.060404276999306
4200,2.1314195275876,2.27289975243348,0.382646485477057,0.0218645453709405,0.0189209937596318,0.00330722441126665,0.0282277036743704,0.0175769221759519,0.946767395703,2.2318246401742,2.75623619726841,0.437677945675706,0.0368289179882948,0.0401976519352878,0.0039404120161575,0.0632001891206328
4100,4.19085820744067,3.99548374322582,0.760741234017189,0.0970140123490468,0.0901813186122777,0.00828709629390576,0.130245337957558,0.0159622387367713,0.95979330649,2.5572998782247,2.92587528374785,0.560407970623922,0.0467808138867359,0.0520051984444735,0.00501294738808748,0.0729188892281248
4000,3.11871444024003,3.14272202771805,0.48336160029672,0.0463877542832297,0.0507086925190989,0.00350821288660986,0.0332885328574725,0.0134922857896518,1.31184485593,2.8634444663408,3.17301981930289,0.516208559039718,0.0473523354190395,0.0532703349636695,0.00514520640403975,0.0639205248298003
3900,3.50814236858849,3.454687921549,0.492342654437166,0.0561138361520459,0.0702820085907267,0.00519009385088956,0.110789726117357,0.0127414326675369,1.7654450172,2.97681498215126,3.15911199921434,0.529772993557033,0.0495222330563434,0.0703906732407011,0.00519578516508813,0.0914411989774625
3800,4.20491684730111,4.34911988314083,0.706069630802439,0.0534125521081335,0.0642904011446769,0.013060710070446,0.0665157609211012,0.0120272198999638,0.78069654553,3.43081027823158,3.44298266561344,0.610628779888379,0.0496831455750953,0.0617603674181675,0.00667066750262356,0.0701980066319769
3700,6.16637057120163,4.84531029436432,0.726720547373508,0.0671105102943026,0.0767166227760062,0.0114020007918428,0.0743478647168389,0.0139312134669195,1.32575054696,4.23780048695438,3.95746477399961,0.602123608227458,0.0558902816604179,0.0704296775038033,0.00828962277873879,0.083884450585099
3600,2.88989181716118,2.87058131420218,0.46366075183509,0.0803713535517339,0.0993847192372599,0.00783852988919352,0.158143642500121,0.0247321625455589,1.35458361939,3.97760720889849,3.73248428819488,0.597198396112051,0.0598578124986404,0.0801305810526477,0.00819990949779635,0.0996690893793537
3500,2.030045031307,2.07222004574343,0.380135953551718,0.0280820355212602,0.0309959538817575,0.0063407038969707,0.0354488813241092,0.0393361603397865,1.42873396391,3.75987332711188,3.51838389179995,0.569146720890689,0.0562945749538366,0.0690324319650079,0.00876640769986851,0.0893134628470231
3400,3.39942160119919,3.61926980220405,0.512077183009101,0.0633265271240099,0.0798935246326144,0.00865203956904607,0.0809509079280561,0.0395159330638826,0.992621550252,3.73812917363402,3.55130026793096,0.520648608942355,0.0614773226729703,0.070091399250544,0.00945879684349982,0.0915144772507621
3300,3.12371314457023,3.65225657021492,0.532829602186387,0.0516265753415092,0.064394657998417,0.00889492460433113,0.0894036464471503,0.0397021037732623,0.955663861995,3.52188843308784,3.41192760534578,0.472175872645574,0.0558038930470281,0.058428045504263,0.00862563975027684,0.0686011452331052
3200,3.58195842477884,4.03345440660224,0.694430965908019,0.0575037104462649,0.0530734719353846,0.00782198519379903,0.0684008621391671,0.0409536607036616,1.42658274261,3.00500600380329,3.24955642779337,0.529868426163806,0.0571933875674075,0.0657872181888054,0.00790963663066809,0.0795851388381245
3100,3.42029662574525,3.59100462883216,0.534378450333936,0.0543975142745533,0.0599004339239862,0.0120026449867938,0.0934996850552598,0.0427013398878816,1.71145815462,3.1110869655201,3.39364109071936,0.568429050359361,0.0569788473327209,0.0591228546192626,0.00874245965018814,0.0837680645471924
3000,3.17774902329161,2.72705299909563,0.528130280685039,0.0493263680793864,0.0461207491419463,0.00414866504343749,0.0456840536239386,0.0407425092035893,1.95975330237,3.34062776391702,3.5246076813898,0.572442324778345,0.0564680743291275,0.0530315516671057,0.0083040518794815,0.0691948669394552
2900,3.61682680269625,3.90823521825901,0.630267834910587,0.0749627560681065,0.129787431969405,0.012915940939429,0.127131369698778,0.05326010334218,2.05997101612,3.38410880421643,3.58240076460079,0.596801882959395,0.057449605050853,0.0786028716784459,0.00915683215355809,0.0887717027926588
2800,4.12639340760831,3.97300599475063,0.609811911697324,0.0523794944238101,0.0427973775549651,0.00199716139497162,0.0629788744531963,0.0628627846105848,1.66680303854,3.58464485682405,3.64655064950793,0.575647119406722,0.0539506226598625,0.0729018528887722,0.00777727951168619,0.0785980992586376
2700,2.4057992291727,2.32776276879578,0.502487593727181,0.0399158463554291,0.0481950175666958,0.00595872360132654,0.0530938819431792,0.0721976210356251,1.42451888806,3.34941301770282,3.30541232194664,0.567674405255033,0.0554298490141336,0.073593275697022,0.00740462719319169,0.0810680420317178
2600,4.68072347552818,3.93203018436465,0.577968840717882,0.0876149135741009,0.102481437834558,0.00449282584252492,0.133864329865645,0.0696767213094019,0.796751735433,3.60149838765941,3.37361743305314,0.580134045263244,0.058465897320395,0.064491277652073,0.00590266336433791,0.0833123620873402
2500,2.72808420015234,2.57333564130195,0.415248521397088,0.0356204554977272,0.0606200059812745,0.00724554900550118,0.0583177265361042,0.0667118417251671,0.962712806438,3.51156542303155,3.3428739614944,0.526379216884869,0.0564651323399223,0.0704321537941762,0.00652204015675065,0.0817586461149761
2400,3.87063405987671,3.3864925121738,0.570867547860725,0.0942409305672278,0.124317554640053,0.00991685681653208,0.140739445495835,0.081901911731574,0.660299150714,3.56232687446765,3.23852542027736,0.516643125925719,0.0610572848550426,0.0958063328186285,0.00592222333217127,0.110973833965861
2300,2.1923967024966,2.33341880747571,0.527279453833309,0.0642317973120978,0.101222886915582,0.00456790456655863,0.0652171382744188,0.123704493125216,0.634668119995,3.17552753344531,2.91060798282238,0.522841090952251,0.0622865702347357,0.0953868158456366,0.00643637196648867,0.088091436768786
2200,1.70986161769626,1.70744044664057,0.351549702392654,0.025854546125238,0.0436724908256995,0.00249687890137328,0.0252612641840909,0.151103733760014,0.955127905031,3.03634001115002,2.78654351839134,0.466236306370944,0.0593525924904671,0.0897376441271116,0.00574400302649802,0.0770726159847816
2100,3.91821785646494,3.2702393185502,0.65925146147042,0.0858769692233983,0.119588165020231,0.00365891768494537,0.116903589498948,0.16311762507111,-0.0513365879145,2.88383888733737,2.65418534522845,0.527237041389277,0.0607168691348786,0.0881611809205042,0.00557722139498211,0.0691273306524859
2000,3.18486405988563,2.32208217305958,0.52764427701019,0.0650217920769514,0.115458746438633,0.0121585458062885,0.0863119388920075,0.177689423342968,0.810911746516,2.97519485928403,2.60393465157997,0.516431223676644,0.0622971563415213,0.0929064674281879,0.00655982075513957,0.0761589308583488
1900,3.84628457443922,2.58487097998424,0.469984008753579,0.0764682802580961,0.138521638506828,0.00658656620424355,0.176784404165525,0.17096562603754,0.737202717423,2.97032496219653,2.44361034514206,0.502107362406711,0.0668662105793546,0.124522849988564,0.00589376263268186,0.126666644185493
1800,3.72560347994486,2.14598580441303,0.450021145367533,0.0836172691768114,0.110662447282874,0.0118552890045939,0.123796782302676,0.191963929109422,1.47358998239,3.27696631768618,2.40612374452952,0.526725223150431,0.0663665050296935,0.121547610742778,0.00735123952028892,0.12896437512007
1700,3.34514281013848,1.62820291548884,0.32507863847029,0.0291663857280367,0.0814148613932008,0.0096585327761098,0.047298194123832,0.236545094406955,1.60228615144,3.60402255617463,2.39027623829918,0.443182017400398,0.0655597463084821,0.110199649060968,0.00878357029523622,0.115959793530678
1600,4.31121323196792,2.51506104743677,0.418061124953857,0.101565539473564,0.14250914291609,0.0113136189124355,0.173240169392501,0.266513044728602,1.76118481384,3.68262163127522,2.23924058407649,0.415786229386315,0.0664753224217742,0.111528817197388,0.0103145105407342,0.11477838193967
1500,3.09148309060643,2.16442872607157,0.386494116791447,0.0818979940849333,0.151791915911485,0.0150397230946335,0.140521349928026,0.332243641556822,1.56973181325,3.66394543741938,2.20770989467889,0.394913756395782,0.0686835970183786,0.125238640073592,0.0108907459984032,0.120353237814786
1400,3.17133725021967,2.06857630086934,0.402143866003864,0.0758948550302879,0.132079132638057,0.0190067662281698,0.135265896348651,0.359110936062394,0.547511723835,3.52895597257547,2.10445095885591,0.382944436554865,0.0749386356315098,0.142126730488544,0.0133747860031885,0.149675805223059
1300,2.46561668339944,2.06317959073474,0.416887898992549,0.0834636396463565,0.185160418958816,0.019586970320973,0.216481730932589,0.251758092487332,1.06050311335,3.27695861326639,2.08788971612025,0.405896751685429,0.0746369694343796,0.156343822502786,0.0149211222664643,0.164089659069755
1200,3.13554728937374,1.86570870894191,0.394390994492431,0.0796827692269314,0.16984697304237,0.0165434647719237,0.179730592271709,0.176356689418615,1.18697896833,3.23503950911344,2.13539087481087,0.399979219070073,0.0764695915781271,0.162362174879748,0.0162981086656271,0.17715940651765
1100,2.07620672436342,1.18197117035328,0.162096036212324,0.0804882002509868,0.140610491601586,0.0106127616325148,0.126536597019239,0.175023098610283,0.705442369664,2.78803820759254,1.86877289939417,0.343879698925292,0.0769720815772385,0.165205961200924,0.016157937209643,0.174249640074512
1000,3.62450475237654,1.95835093916207,0.292323212888513,0.0643874813443278,0.15775605159447,0.0263929700679973,0.219882186108158,0.234674812994463,0.958469025578,2.89464253994656,1.82755734201227,0.316424535646454,0.074568358098178,0.156071172079475,0.0184285866043157,0.175383125133035
900,3.54258443485653,1.5666214075594,0.31704696369658,0.0799327317376745,0.187314660789986,0.0274428793211338,0.240541636656406,0.27705727284132,0.922074022749,2.96889197687393,1.72716636335028,0.291464301822462,0.0809141513493827,0.161893734662014,0.0201158092229085,0.195653473261268
800,2.57462222654198,1.25603334588657,0.215804211798998,0.0734859384470646,0.161675844502724,0.0329277278478333,0.228452297355395,0.347245778233131,0.72810057902,2.99069308550244,1.56573711438065,0.246817606149104,0.0774042012210703,0.168915518962393,0.0227839607282806,0.22962537337332
700,2.70595227708531,1.37755305636907,0.232945809320484,0.0894640714249608,0.204560293410197,0.0266327463067786,0.272145310622434,0.412313865107004,0.450012901585,2.90477408304476,1.46810598386608,0.264530049426144,0.0783499608885738,0.184516932900969,0.0248018170352516,0.247046414878078
