"yearsBP","conSE","decSE","wetwSE","wetmSE","pasSE","araSE","heaSE","SPD","clim","conSEs","decSEs","wetwSEs","wetmSEs","pasSEs","araSEs","heaSEs"
7100,1.82969599190713,4.13093860055559,1.19394658394035,0.158233652768589,0.0856079589707934,0.0226601149497551,0.0348302047123698,0.00878593354443702,0.012004057626,1.74879789798049,2.94489084026092,0.736988330160106,0.116964127099367,0.108991266761659,0.0226601149497551,0.0173590194440642
7000,1.26468935139996,3.03193606575267,0.556300803242955,0.0373504355220206,0.0588350166424463,0.00509083833308445,0.00770393194621155,0.00897085619528747,0.440557332389,1.47972079439272,3.25804271994464,0.740713804722259,0.109649731498959,0.0722214878066197,0.00509083833308446,0.0176503941612124
6900,0.866348660681032,1.72526031967603,0.288093465766951,0.021683734467468,0.0428544570327129,0.00284692652036248,0.0291980565563926,0.0115068071508765,0.275191580459,1.17148757454645,2.83225061200527,0.66585994267007,0.0990892510260499,0.0508447368375795,0.00284692652036249,0.0159651427264601
6800,1.46675677547487,3.87070119446475,0.940536152443824,0.102793814178487,0.0783184053153546,0.01978008119035,0.191401137350444,0.0113029126255833,0.0531836334089,1.35687269486575,3.18970904511226,0.682311518846646,0.0939075571137175,0.0605864311740336,0.01978008119035,0.0390190556298897
6700,1.45003435301194,2.66888465285824,0.670316569918718,0.0371200959825802,0.0856077060250039,0.00783096000972361,0.0282225214807134,0.00965298492721647,0.382962366983,1.26195728514195,2.82419555818792,0.682533228677006,0.0914569056414983,0.0819630556701791,0.00783096000972362,0.0414669975807617
6600,1.95296659156763,4.19271336382495,1.02964715174693,0.158319008389058,0.0619603284057482,0.0172960487241251,0.0233414912325249,0.00924879289647768,0.314344716772,1.43402659518387,3.11438988270599,0.732715210699293,0.10355368567335,0.0737840172153759,0.0172960487241251,0.0410957655626697
6500,0.758900808106679,2.29856828181445,0.596717041098772,0.108118213755354,0.0427616953814901,0.00892487629329734,0.110838854180516,0.0111171743589566,0.414721112423,1.40716463204028,3.2577168732406,0.717190159166904,0.103076882427313,0.052361011893619,0.00892487629329735,0.0537690270887408
6400,1.52933667633611,3.58125017385815,0.703506718033711,0.0456442093284229,0.0522862395180504,0.00676854463153635,0.0230734297449625,0.012127950722992,0.581531001513,1.42280960725559,3.18535411808895,0.747383060774027,0.0836578955489974,0.0475239674497701,0.00676854463153636,0.0560762034005168
6300,1.37816906052467,3.21581993973539,0.88285463315196,0.164638041243184,0.0760064868302654,0.0136295518277992,0.0106966943966414,0.0102099980121295,0.421510621992,1.40484328413377,3.32208793980824,0.708496566925478,0.0844584441083217,0.0641463631741578,0.0136295518277992,0.0530595146110508
6200,0.490236004210505,1.7322221001238,0.598876453766572,0.0187696743979043,0.0499386756379772,0.00509299170538992,0.0847861755696193,0.0097390293654878,0.151230884335,1.03916063729449,2.70696512388295,0.71381852324093,0.0821358489678072,0.0629725812341212,0.00509299170538993,0.0626947950639768
6100,1.16450731275814,2.26461950423878,0.390198882575879,0.0517007810169237,0.0502531190881371,0.00756407396831765,0.030572544391895,0.0101515780706647,0.544026949847,1.14056226345736,2.69847792948903,0.726581700342046,0.0858879797864892,0.050095897363057,0.00756407396831766,0.0628666060434146
6000,1.78726134907809,4.01193892172486,0.847738729116816,0.0873736836087275,0.064624075683049,0.0127287765169952,0.0244199951743349,0.0101659470607115,1.23681318525,1.20504343164285,2.80615011645571,0.71498202242617,0.0839604634652692,0.0574385973855929,0.0127287765169952,0.0419939632714009
5900,1.07940789387799,1.43844739892867,1.03678056898854,0.0869403405096916,0.037119437698918,0.00881083242338969,0.0466058186420536,0.0101477660561775,1.39360329004,1.13035313998118,2.36180698125403,0.760790022309898,0.0901879940311582,0.0508717566909834,0.0088108324233897,0.0442918754165684
5800,0.784593739284616,2.68041295093695,0.40486124131045,0.019430484428459,0.0406451233442957,0.00583483261540065,0.0322600174393126,0.0107416809350941,0.870121193127,1.20394257374971,2.59885469395732,0.682691783505338,0.0728269285360833,0.0388822805216067,0.00583483261540066,0.0454066911924169
5700,1.22568168733121,2.95475989469471,1.53965589118327,0.0350676214261743,0.0710502460225902,0.00881042272666535,0.0519535908330016,0.0107635806124917,0.85699103365,1.21923616739298,2.7713897915713,0.8005591397659,0.0636956044949358,0.0558476846834428,0.00881042272666536,0.0380460332739776
